nces_id,ai_code,name,city,state,zip,num_teachers,num_students
420014500944,393304,MASTERY CS -SHOEMAKER CAMPUS,PHILADELPHIA,PA,19131,1,13
420885003482,391130,EASTON AREA HS,EASTON,PA,18045,1,92
421874001629,390520,CAMBRIDGE SPRINGS JSHS,CAMBRIDGE SPRINGS,PA,16403,1,15
421899000572,393524,SWENSON ARTS & TECHNOLOGY HS,PHILADELPHIA,PA,19114,1,13
422097000864,392215,SCHUYLKILL VALLEY HS,LEESPORT,PA,19533,1,20
466627000610,421185,WASHINGTON HIGH SCHOOL - 01,SIOUX FALLS,SD,57110,1,20
470159000750,430900,HIXSON HIGH SCHOOL,HIXSON,TN,37343,1,8
480020912692,443665,YES PREP - NORTHSIDE,HOUSTON,TX,77026,1,42
482364002393,443450,AUSTIN H S,HOUSTON,TX,77023,1,23
482364002518,443418,LEE H S,HOUSTON,TX,77057,1,27
482364002580,443441,SCARBOROUGH H S,HOUSTON,TX,77092,1,20
482364002583,443443,SHARPSTOWN H S,HOUSTON,TX,77074,1,9
482364002592,443419,STERLING H S,HOUSTON,TX,77048,1,21
482364002609,443454,WESTBURY H S,HOUSTON,TX,77035,1,18
482364002620,443375,YATES H S,HOUSTON,TX,77004,1,14
482364007928,443511,EASTWOOD ACADEMY,HOUSTON,TX,77023,1,102
482364012211,443437,HOUSTON MATH SCIENCE AND TECHNOLOGY CENTER,HOUSTON,TX,77076,2,37
482364012246,443606,NORTH HOUSTON EARLY COLLEGE H S,HOUSTON,TX,77022,1,27
482364012618,443638,MICKEY LELAND COLLEGE PREP ACAD FOR YOUNG MEN,HOUSTON,TX,77020,1,18
482364012621,443637,YOUNG WOMEN'S COLLEGE PREP ACADEMY,HOUSTON,TX,77004,1,3
482667003003,444010,LANCASTER H S,LANCASTER,TX,75134,1,13
484415012281,447268,VICTORIA WEST H S,VICTORIA,TX,77904,1,20
490001700904,450360,ACADEMY FOR MATH ENGINEERING & SCIENCE (AMES),SALT LAKE CITY,UT,84121,1,18
490006000036,450010,BEAVER HIGH,BEAVER,UT,84713,1,13
490006700997,450452,ITINERIS EARLY COLLEGE HIGH,WEST JORDAN,UT,84088,1,42
490012401202,450124,PROVIDENCE HALL,HERRIMAN,UT,84096,1,5
490013301216,450190,VENTURE ACADEMY,MARRIOTT-SLATERVILLE CITY,UT,84404,1,17
490027000178,450043,EMERY HIGH,CASTLE DALE,UT,84513,1,20
490036000248,450380,OLYMPUS HIGH,SALT LAKE CITY,UT,84124,1,20
490045000334,450240,JUAB HIGH,NEPHI,UT,84648,1,10
490066000412,450225,NORTH SANPETE HIGH,MT PLEASANT,UT,84647,1,13
490072001281,450245,BEN LOMOND HIGH,OGDEN,UT,84404,1,11
490105000698,,BLUE PEAK HIGH,TOOELE,UT,84074,1,10
490108000585,450440,UINTAH HIGH,VERNAL,UT,84078,1,8
490114000807,450354,PINE VIEW HIGH,ST GEORGE,UT,84790,1,22
510003201932,,APPOMATTOX REGIONAL GOV. SCH.,PETERSBURG,VA,23803,1,13
510009000015,470420,ALBEMARLE HIGH,CHARLOTTESVILLE,VA,22901,1,28
510084002661,470503,COSBY HIGH,MIDLOTHIAN,VA,23112,1,64
510126000059,470402,CHANTILLY HIGH,CHANTILLY,VA,20151,1,60
510180000731,471020,BETHEL HIGH,HAMPTON,VA,23666,1,37
510189000809,471070,HIGHLAND SPRINGS HIGH,HIGHLAND SPRINGS,VA,23075,1,22
510267001098,471585,GRANBY HIGH,NORFOLK,VA,23505,1,19
510267001119,471619,NORFOLK TECHNICAL CTR,NORFOLK,VA,23502,1,27
530006000013,480015,ADNA MIDDLE/HIGH SCHOOL,CHEHALIS,WA,98532,1,5
530033000043,481580,BAINBRIDGE HIGH SCHOOL,BAINBRIDGE ISLAND,WA,98110,1,12
530066000139,480103,BREMERTON HIGH SCHOOL,BREMERTON,WA,98337,1,17
530111000191,481483,CENTRAL VALLEY HIGH SCHOOL,VERADALE,WA,99037,1,41
530111000204,481297,UNIVERSITY HIGH SCHOOL,SPOKANE,WA,99216,1,16
530123000223,480185,CHENEY HIGH SCHOOL,CHENEY,WA,99004,1,5
530141000250,481370,CLOVER PARK HIGH SCHOOL,LAKEWOOD,WA,98499,1,11
530141000261,480588,LAKES HIGH SCHOOL,LAKEWOOD,WA,98498,1,14
530141003000,480589,HARRISON PREP SCHOOL,LAKEWOOD,WA,98498,1,10
530156000278,480480,COLUMBIA HIGH AND ELEMENTARY,HUNTERS,WA,99137,1,5
530228000312,481238,EAST VALLEY HIGH SCHOOL,SPOKANE VALLEY,WA,99216,1,11
530237000327,480335,EATONVILLE HIGH SCHOOL,EATONVILLE,WA,98328,1,13
530267000391,480383,CASCADE HIGH SCHOOL,EVERETT,WA,98203,1,24
530267000395,480385,EVERETT HIGH SCHOOL,EVERETT,WA,98201,1,56
530267001726,480711,HENRY M. JACKSON HIGH SCHOOL,MILL CREEK,WA,98012,1,35
530270003222,480139,UNION HIGH SCHOOL,CAMAS,WA,98607,1,26
530282003154,480401,TODD BEAMER HIGH SCHOOL,FEDERAL WAY,WA,98003,1,13
530288000465,481375,FIFE HIGH SCHOOL,TACOMA,WA,98424,1,26
530354000531,481090,HIGHLINE HIGH SCHOOL,BURIEN,WA,98148,1,6
530354003069,481159,ACADEMY OF CITIZENSHIP AND EMPOWERMENT,SEATAC,WA,98188,1,10
530354003180,481141,TECHNOLOGY ENGINEERING & COMMUNICATIONS,SEATTLE,WA,98146,1,13
530354003182,481139,ARTS & ACADEMICS ACADEMY,SEATTLE,WA,98146,1,22
530399001967,480540,KETTLE FALLS HIGH SCHOOL,KETTLE FALLS,WA,99141,1,6
530486001909,480674,MARYSVILLE MOUNTAIN VIEW HIGH SCHOOL,MARYSVILLE,WA,98270,1,6
530486003323,480675,INTL SCH OF COMMUNICATIONS,MARYSVILLE,WA,98270,1,13
530645000953,480855,ORTING HIGH SCHOOL,ORTING,WA,98360,1,22
530696001038,480940,PUYALLUP HIGH SCHOOL,PUYALLUP,WA,98371,1,37
530723001077,480985,LINDBERGH SENIOR HIGH SCHOOL,RENTON,WA,98058,1,18
530780003344,480495,SELKIRK HIGH SCHOOL,IONE,WA,99139,2,6
530792001317,481166,SHOREWOOD HIGH SCHOOL,SHORELINE,WA,98133,1,29
530825001385,481258,FERRIS HIGH SCHOOL,SPOKANE,WA,99223,1,26
530825001386,481260,ROGERS HIGH SCHOOL,SPOKANE,WA,99207,1,12
530825001388,481265,LEWIS & CLARK HIGH SCHOOL,SPOKANE,WA,99204,1,21
530825001407,481282,SHADLE PARK HIGH SCHOOL,SPOKANE,WA,99205,1,11
530825003378,481283,ON TRACK ACADEMY,SPOKANE,WA,99207,1,10
530927003415,481493,VANCOUVER ITECH PREPARATORY,VANCOUVER,WA,98686,1,20
530969001648,480710,WEST VALLEY HIGH SCHOOL,SPOKANE,WA,99212,1,12
