name_s,nces_id_s
Amazon,210192000398
Amazon,210408001040
Amazon,210207002205
Amazon,210222000461
Amazon,210312000837
Amazon,210105000204
Amazon,210299000639
Amazon,210299002121
Amazon,210387000989
Amazon,210147000295
Amazon,210480000505
Amazon,210075000154
Amazon,220054000447
Amazon,220018000081
Amazon,220183001664
Amazon,220102000768
Amazon,220183001415
Amazon,220102000773
Amazon,220033000270
Amazon,220102000774
Amazon,220003900450
Amazon,250054202738
Amazon,250279000217
Amazon,250309000385
Amazon,250052202680
Amazon,251106002291
Amazon,250279001692
Amazon,251005001630
Amazon,250279000205
Amazon,250279002016
Amazon,251152001915
Amazon,251251002052
Amazon,251323002209
Amazon,251323002239
Amazon,251323002244
Amazon,240012000416
Amazon,240012000443
Amazon,240012000444
Amazon,240009001530
Amazon,240012000438
Amazon,240009001531
Amazon,240042000762
Amazon,240003000015
Amazon,240018000518
Amazon,240048000838
Amazon,240048001040
Amazon,240060001224
Amazon,240066001288
Amazon,240012001347
Amazon,240048000912
Amazon,240069001320
Amazon,240048001044
Amazon,240048001366
Amazon,240048000951
Amazon,240051002951
Amazon,240051001542
Amazon,240027000607
Amazon,240027001416
Amazon,240027000144
Amazon,231479600102
Amazon,231480523142
Amazon,231477700788
Amazon,260381004068
Amazon,260426004094
Amazon,262001005681
Amazon,260769004352
Amazon,260804004376
Amazon,260891004432
Amazon,260915004444
Amazon,261311005011
Amazon,261539005199
Amazon,261644005338
Amazon,261803005475
Amazon,261854005538
Amazon,262118007659
Amazon,262418006100
Amazon,262619006271
Amazon,262784006363
Amazon,262874006444
Amazon,263021006628
Amazon,263222006751
Amazon,263132006736
Amazon,263261006808
Amazon,263522007124
Amazon,263546007156
Amazon,263606007207
Amazon,270024004810
Amazon,271778002804
Amazon,272124001035
Amazon,273351001479
Amazon,270034204092
Amazon,292061001104
Amazon,290612000149
Amazon,291029000333
Amazon,291083000369
Amazon,292364001406
Amazon,292271001251
Amazon,292709001678
Amazon,292783001709
Amazon,292880001779
Amazon,292928002013
Amazon,292928002009
Amazon,293066002113
Amazon,280352000003
Amazon,280353001068
Amazon,280186000902
Amazon,280450000845
Amazon,301758000546
Amazon,302109000633
Amazon,370351001450
Amazon,370111000454
Amazon,370297002641
Amazon,370297001285
Amazon,370001100402
Amazon,370472001863
Amazon,370012302597
Amazon,370192000798
Amazon,370360001475
Amazon,370219002108
Amazon,370192002042
Amazon,370345002598
Amazon,370192000836
Amazon,370438001741
Amazon,370001202616
Amazon,310009500182
Amazon,317044000948
Amazon,317053000959
Amazon,317284001032
Amazon,317482001363
Amazon,330459000244
Amazon,340150000268
Amazon,340456005961
Amazon,340459003043
Amazon,340600001494
Amazon,340768002104
Amazon,341812003670
Amazon,341164005258
Amazon,341134000139
Amazon,340007000529
Amazon,340009000829
Amazon,341608000840
Amazon,350006000966
Amazon,350060000227
Amazon,350057000213
Amazon,350063000232
Amazon,350099000787
Amazon,350111000860
Amazon,350123000344
Amazon,350015800883
Amazon,350150000720
Amazon,350150001090
Amazon,350219000500
Amazon,350001000954
Amazon,350108000323
Amazon,320006000604
Amazon,320006000754
Amazon,320006000748
Amazon,320006000406
Amazon,320006000107
Amazon,320006000571
Amazon,320006000778
Amazon,320006000101
Amazon,320006000032
Amazon,320006000111
Amazon,320048000546
Amazon,320048000246
Amazon,320030000180
Amazon,360008705183
Amazon,360008705184
Amazon,360008405650
Amazon,360008805687
Amazon,360008705188
Amazon,360011505705
Amazon,360015302032
Amazon,360009405927
Amazon,360009102315
Amazon,360015300871
Amazon,360015202888
Amazon,360009500882
Amazon,360011906033
Amazon,360585000315
Amazon,360010101408
Amazon,360879000667
Amazon,360012305999
Amazon,360012205869
Amazon,361155000914
Amazon,361284001054
Amazon,360010002881
Amazon,361620001399
Amazon,361641001448
Amazon,360010202887
Amazon,360015805847
Amazon,360007704454
Amazon,362097002978
Amazon,362865003889
Amazon,360010105734
Amazon,360010405549
Amazon,361401001145
Amazon,363066004124
Amazon,363126004188
Amazon,390496803670
Amazon,390473002835
Amazon,390444101346
Amazon,390437500319
Amazon,390445101425
Amazon,391002002167
Amazon,390493203562
Amazon,390442401174
Amazon,390443301259
Amazon,390470005655
Amazon,390482503176
Amazon,400285000030
Amazon,400468000160
Amazon,400546000193
Amazon,400687000270
Amazon,401020000441
Amazon,401128000539
Amazon,401479000694
Amazon,401521000713
Amazon,401944000922
Amazon,402034001011
Amazon,400075302312
Amazon,403024001608
Amazon,403048001699
Amazon,403219029652
Amazon,410516001189
Amazon,410933000126
Amazon,411035001785
Amazon,420228002794
Amazon,420357004957
Amazon,420432006162
Amazon,420681007335
Amazon,420011100749
Amazon,421314002596
Amazon,420708001654
Amazon,421662002704
Amazon,420516002798
Amazon,421899003818
Amazon,421899003859
Amazon,420076006107
Amazon,421899003855
Amazon,421917000412
Amazon,420414000070
Amazon,421917000409
Amazon,421777000053
Amazon,420083307363
Amazon,420210006001
Amazon,422514001327
Amazon,440003600246
Amazon,450111001165
Amazon,450390101510
Amazon,450144001328
Amazon,450144001505
Amazon,450075000064
Amazon,450231000564
Amazon,450378001111
Amazon,450117000174
Amazon,450072000055
Amazon,450201000007
Amazon,450087000094
Amazon,450252001487
Amazon,450387001149
Amazon,450111001550
Amazon,460393200099
Amazon,467857000754
Amazon,470288000998
Amazon,470085001897
Amazon,470177000597
Amazon,470120000371
Amazon,470014801582
Amazon,470147000453
Amazon,470051000155
Amazon,470222000732
Amazon,470186002104
Amazon,470030001830
Amazon,470014801016
Amazon,470014801053
Amazon,470014801138
Amazon,470408001700
Amazon,470318001962
Amazon,470318001319
Amazon,480026411782
Amazon,480894011057
Amazon,482364002397
Amazon,481107000572
Amazon,483006003373
Amazon,484512005147
Amazon,480142512685
Amazon,481623001225
Amazon,481623001229
Amazon,481686001459
Amazon,481173000679
Amazon,480021112500
Amazon,481848001734
Amazon,481917001786
Amazon,481317000817
Amazon,480144012917
Amazon,482060008083
Amazon,482364007928
Amazon,480021012506
Amazon,482364013046
Amazon,480005412977
Amazon,482364012618
Amazon,480020912693
Amazon,481965005468
Amazon,482364002592
Amazon,482574002903
Amazon,484365007094
Amazon,480026612090
Amazon,482985003360
Amazon,483039003413
Amazon,481965000894
Amazon,481965012240
Amazon,483176003535
Amazon,483432003839
Amazon,483432009283
Amazon,483444003863
Amazon,483444011446
Amazon,483510005796
Amazon,481965010669
Amazon,483808011097
Amazon,483312012347
Amazon,483294008116
Amazon,480759000045
Amazon,483294003630
Amazon,482637006877
Amazon,483897004452
Amazon,481965006540
Amazon,484263004870
Amazon,484452012079
Amazon,484590005228
Amazon,490021000135
Amazon,490012000041
Amazon,490072001271
Amazon,490001700904
Amazon,490014200307
Amazon,490036000898
Amazon,510126000542
Amazon,510186000782
Amazon,510267001117
Amazon,510324001373
Amazon,510313002542
Amazon,530282000451
Amazon,530030000032
Amazon,530066000139
Amazon,530069000149
Amazon,530114000206
Amazon,530129000233
Amazon,530543000818
Amazon,530267000391
Amazon,530267000395
Amazon,530282000435
Amazon,530393002009
Amazon,530141000261
Amazon,530783001289
Amazon,530048001821
Amazon,530111000204
Amazon,530969001648
Amazon,530969002244
Amazon,530852001436
Amazon,530870001811
Amazon,530288000465
Amazon,530294000475
Amazon,530966001639
Amazon,531011001689
Amazon,550852000925
Amazon,550885001025
Amazon,550006402496
Amazon,540081001477
Amazon,540123000958
Amazon,540072001282
Amazon,540033000210
Amazon,540066001245
Amazon,540006001487
Amazon,540006000026
Amazon,540156001126
Amazon,540018000686
Amazon,540162001171
Amazon,540162001170
Amazon,540063000472
Infosys Foundation USA,00421743
Infosys Foundation USA,00422077
Infosys Foundation USA,00422124
Infosys Foundation USA,01257237
Infosys Foundation USA,180001401756
Infosys Foundation USA,180001801789
Infosys Foundation USA,180002402258
Infosys Foundation USA,180264000312
Infosys Foundation USA,180264000313
Infosys Foundation USA,180264002463
Infosys Foundation USA,180375000597
Infosys Foundation USA,180477000801
Infosys Foundation USA,180477000815
Infosys Foundation USA,180477000904
Infosys Foundation USA,180477001446
Infosys Foundation USA,180477002238
Infosys Foundation USA,180477002439
Infosys Foundation USA,180477002577
Infosys Foundation USA,180567000139
Infosys Foundation USA,180567001023
Infosys Foundation USA,180567001029
Infosys Foundation USA,180567001031
Infosys Foundation USA,180882001463
Infosys Foundation USA,180882001464
Infosys Foundation USA,181236001972
Infosys Foundation USA,181236001973
Infosys Foundation USA,181281002039
Infosys Foundation USA,370011302553
Infosys Foundation USA,370472000944
Infosys Foundation USA,370472001830
Infosys Foundation USA,370472001849
Infosys Foundation USA,370472002255
Infosys Foundation USA,370472002317
Infosys Foundation USA,370472002488
Infosys Foundation USA,370472002555
Infosys Foundation USA,370472002559
Infosys Foundation USA,370472003239
Infosys Foundation USA,370472003345
Infosys Foundation USA,440000300121
Infosys Foundation USA,440090000209
Infosys Foundation USA,440090000217
Infosys Foundation USA,440090000218
Infosys Foundation USA,440090000224
Infosys Foundation USA,440090000232
Infosys Foundation USA,440090000234
Infosys Foundation USA,440090000474
Infosys Foundation USA,90070001513
Infosys Foundation USA,90192000366
Infosys Foundation USA,A9903417
Microsoft,00257169
Microsoft,00257409
Microsoft,00257726
Microsoft,00257737
Microsoft,00260998
Microsoft,00261914
Microsoft,00637945
Microsoft,00638144
Microsoft,01324658
Microsoft,01512812
Microsoft,02018253
Microsoft,02018399
Microsoft,120039000373
Microsoft,120039000386
Microsoft,120039000390
Microsoft,120039000397
Microsoft,120039000414
Microsoft,120039000423
Microsoft,120039000457
Microsoft,120039000463
Microsoft,120039000544
Microsoft,120039000547
Microsoft,120039000560
Microsoft,120039000562
Microsoft,120039000565
Microsoft,120039000569
Microsoft,120039000574
Microsoft,120039000575
Microsoft,120039000577
Microsoft,120039000579
Microsoft,120039000580
Microsoft,120039000581
Microsoft,120039000584
Microsoft,120039000585
Microsoft,120039000590
Microsoft,120039000591
Microsoft,120039000594
Microsoft,120039000599
Microsoft,120039000601
Microsoft,120039000605
Microsoft,120039000606
Microsoft,120039000609
Microsoft,120039000612
Microsoft,120039000614
Microsoft,120039000615
Microsoft,120039001441
Microsoft,120039001478
Microsoft,120039002054
Microsoft,120039002735
Microsoft,120039002736
Microsoft,120039002807
Microsoft,120039002809
Microsoft,120039002988
Microsoft,120039003047
Microsoft,120039003051
Microsoft,120039003163
Microsoft,120039003164
Microsoft,120039003559
Microsoft,120039003693
Microsoft,120039003699
Microsoft,120039004069
Microsoft,120039004075
Microsoft,120039004077
Microsoft,120039004338
Microsoft,120039004339
Microsoft,120039004340
Microsoft,120039005838
Microsoft,120039005861
Microsoft,120039007016
Microsoft,120039007396
Microsoft,120039007420
Microsoft,120039007456
Microsoft,120039007525
Microsoft,120039007533
Microsoft,120039007635
Microsoft,120039007797
Microsoft,120039007923
Microsoft,120039007972
Microsoft,120039007981
Microsoft,120039008125
Microsoft,120039008272
Microsoft,120039008302
Microsoft,120039008412
Microsoft,120039008616
Microsoft,130012000027
Microsoft,130012004277
Microsoft,130084002452
Microsoft,130084003301
Microsoft,130123000495
Microsoft,130174002370
Microsoft,130174004039
Microsoft,130387001376
Microsoft,130387002422
Microsoft,130402001786
Microsoft,130402003440
Microsoft,130402003822
Microsoft,130402004074
Microsoft,130537001741
Microsoft,130537003457
Microsoft,130537003800
Microsoft,130537004121
Microsoft,210327000877
Microsoft,210591001939
Microsoft,260001603912
Microsoft,260013901488
Microsoft,260017101040
Microsoft,260022501443
Microsoft,260023401204
Microsoft,260024308799
Microsoft,260025507882
Microsoft,260026301273
Microsoft,260027001445
Microsoft,260027101446
Microsoft,260029101941
Microsoft,260030201738
Microsoft,260030608288
Microsoft,260033307495
Microsoft,260098508272
Microsoft,260100104734
Microsoft,260100104793
Microsoft,260100104813
Microsoft,260100104830
Microsoft,260103608432
Microsoft,260110108714
Microsoft,260110304637
Microsoft,260110304796
Microsoft,260110307984
Microsoft,260984004468
Microsoft,261160000290
Microsoft,261160004585
Microsoft,261160004587
Microsoft,261160004590
Microsoft,261160004591
Microsoft,261160004597
Microsoft,261160004600
Microsoft,261200004774
Microsoft,261200004857
Microsoft,261200008262
Microsoft,261200008266
Microsoft,261407008836
Microsoft,261587005236
Microsoft,261587005241
Microsoft,261752005421
Microsoft,261752005422
Microsoft,261752005423
Microsoft,262220005934
Microsoft,262346006020
Microsoft,262346006021
Microsoft,262523008768
Microsoft,262574006217
Microsoft,262574006227
Microsoft,262574006230
Microsoft,262601006253
Microsoft,262856006421
Microsoft,262946006525
Microsoft,262976006555
Microsoft,262991006565
Microsoft,263228006762
Microsoft,263354006910
Microsoft,263390006956
Microsoft,263390006957
Microsoft,263447006993
Microsoft,263447006998
Microsoft,263447007001
Microsoft,263447007003
Microsoft,263447007015
Microsoft,263447007022
Microsoft,263447007026
Microsoft,263654007252
Microsoft,290531001706
Microsoft,290531002736
Microsoft,360007701723
Microsoft,360007704402
Microsoft,360007706158
Microsoft,360008605663
Microsoft,360008605664
Microsoft,360009002477
Microsoft,360009802355
Microsoft,360012000813
Microsoft,381182000388
Microsoft,390437800420
Microsoft,390437800542
Microsoft,390442501183
Microsoft,390445404363
Microsoft,40880000817
Microsoft,40880000838
Microsoft,40880000863
Microsoft,40880000864
Microsoft,40880000886
Microsoft,40880000889
Microsoft,410123001653
Microsoft,410348000033
Microsoft,410348000045
Microsoft,411004000877
Microsoft,411004000915
Microsoft,411082000812
Microsoft,411082000816
Microsoft,411110000159
Microsoft,421917006755
Microsoft,421917006761
Microsoft,421917006995
Microsoft,450144000083
Microsoft,450144000215
Microsoft,450144000250
Microsoft,450144000430
Microsoft,450144000707
Microsoft,450144000856
Microsoft,450144001211
Microsoft,450144001215
Microsoft,450144001217
Microsoft,450144001330
Microsoft,450144001352
Microsoft,450144001457
Microsoft,450144001533
Microsoft,450144001660
Microsoft,450144001667
Microsoft,450144001691
Microsoft,480003711452
Microsoft,480021111282
Microsoft,480021112040
Microsoft,480021112306
Microsoft,480021112495
Microsoft,480021113148
Microsoft,480021113183
Microsoft,480021113239
Microsoft,480021113508
Microsoft,480142013518
Microsoft,480143112775
Microsoft,481278011864
Microsoft,481443012799
Microsoft,481890001768
Microsoft,483432003850
Microsoft,484110004681
Microsoft,484299007275
Microsoft,484668005348
Microsoft,510225003036
Microsoft,510246001007
Microsoft,530030000033
Microsoft,530030001443
Microsoft,530039000068
Microsoft,530039000079
Microsoft,530048000120
Microsoft,530072000151
Microsoft,530231000323
Microsoft,530234003355
Microsoft,530246000365
Microsoft,530246000367
Microsoft,530261002559
Microsoft,530375000573
Microsoft,530375003337
Microsoft,530420001906
Microsoft,530501000767
Microsoft,530522000785
Microsoft,530522003482
Microsoft,530543001185
Microsoft,530543001910
Microsoft,530615003144
Microsoft,530622001912
Microsoft,530723001070
Microsoft,530723001079
Microsoft,530771001136
Microsoft,530771001145
Microsoft,530771001162
Microsoft,530771001180
Microsoft,530771001249
Microsoft,530771001259
Microsoft,530771001913
Microsoft,530771002017
Microsoft,530771003271
Microsoft,530771003426
Microsoft,530771003620
Microsoft,530804003394
Microsoft,530807001335
Microsoft,530927001570
Microsoft,530927001577
Microsoft,530936003264
Microsoft,530951001619
Microsoft,530951001620
Microsoft,530960001628
Microsoft,550039000047
Microsoft,550366000389
Microsoft,550582000638
Microsoft,550660000715
Microsoft,550660002408
Microsoft,550663000717
Microsoft,550663002456
Microsoft,550747000849
Microsoft,550816000902
Microsoft,550852000938
Microsoft,550960001045
Microsoft,550960001123
Microsoft,550960001174
Microsoft,550960001183
Microsoft,550960001252
Microsoft,550960001265
Microsoft,550960001273
Microsoft,550960002302
Microsoft,550960002493
Microsoft,550960002949
Microsoft,550960002993
Microsoft,550960003056
Microsoft,551032001348
Microsoft,551032002308
Microsoft,551119001368
Microsoft,551233001888
Microsoft,551632002138
Microsoft,560198000094
Microsoft,560198000097
Microsoft,560198000099
Microsoft,560198000115
Microsoft,560198000119
Microsoft,560377000191
Microsoft,560412000210
Microsoft,560412000213
Microsoft,560451000133
Microsoft,560451000470
Microsoft,590011400090
Microsoft,60474000443
Microsoft,62271002836
Microsoft,62271002850
Microsoft,62271002853
Microsoft,62271002873
Microsoft,62271002875
Microsoft,62271002878
Microsoft,62271002896
Microsoft,62271002933
Microsoft,62271002960
Microsoft,62271002975
Microsoft,62271002982
Microsoft,62271002983
Microsoft,62271002987
Microsoft,62271003011
Microsoft,62271003017
Microsoft,62271003021
Microsoft,62271003047
Microsoft,62271003062
Microsoft,62271003079
Microsoft,62271003089
Microsoft,62271003102
Microsoft,62271003117
Microsoft,62271003129
Microsoft,62271003156
Microsoft,62271003168
Microsoft,62271003187
Microsoft,62271003202
Microsoft,62271003215
Microsoft,62271003225
Microsoft,62271003231
Microsoft,62271003271
Microsoft,62271003287
Microsoft,62271003340
Microsoft,62271003363
Microsoft,62271003372
Microsoft,62271003378
Microsoft,62271003382
Microsoft,62271003416
Microsoft,62271003439
Microsoft,62271003445
Microsoft,62271003460
Microsoft,62271003463
Microsoft,62271007523
Microsoft,62271007753
Microsoft,62271008510
Microsoft,62271009151
Microsoft,62271010860
Microsoft,62271011308
Microsoft,62271012207
Microsoft,62271012347
Microsoft,62271012440
Microsoft,62271012493
Microsoft,62271012622
Microsoft,62271012695
Microsoft,62271012705
Microsoft,62271013002
Microsoft,62271013004
Microsoft,62271013005
Microsoft,62271013108
Microsoft,62271013187
Microsoft,62271014102
Microsoft,62805004242
Microsoft,62805004250
Microsoft,62805004263
Microsoft,62805004278
Microsoft,62805004299
Microsoft,62805004303
Microsoft,62805004323
Microsoft,62805008680
Microsoft,62805011909
Microsoft,62805011935
Microsoft,62805012048
Microsoft,62805012055
Microsoft,63753006339
Microsoft,80306000242
Microsoft,80336006482
Microsoft,80336006562
Microsoft,80336006572
Microsoft,80336006618
Microsoft,A0101756
Microsoft,A0503726
Microsoft,A1300879
Microsoft,A9504005
Microsoft,A9902391
Microsoft,BB060488
Microsoft,BB060531
Microsoft,BB060547
Microsoft,BB100442
