name_s,url_s,kind_s,codeorg_b,csedweek_b,hourofcode_b,description_t
CodeVA,http://www.codevirginia.org/,pl-partner,TRUE,FALSE,FALSE,
Contra Costa County Office of Education,https://www.cccoe.k12.ca.us/cms/one.aspx?portalId=1077397&pageId=2978911,pl-partner,TRUE,FALSE,FALSE,
Delaware County Intermediate Unit,http://www.dciu.org/,pl-partner,TRUE,FALSE,FALSE,
Educate Maine,http://www.educatemaine.org,pl-partner,TRUE,FALSE,FALSE,
Florida International University,http://www.fiu.edu/,pl-partner,TRUE,FALSE,FALSE,
Fresno County Superintendent of Schools,https://www.fcoe.org/,pl-partner,TRUE,FALSE,FALSE,
George Fox University,https://www.georgefox.edu/,pl-partner,TRUE,FALSE,FALSE,
Georgia Tech Center for Education Integrating Science Mathematics and Computing,http://ceismc.gatech.edu/,pl-partner,TRUE,FALSE,FALSE,
Grand Valley State University,http://www.mi-coding.com/,pl-partner,TRUE,FALSE,FALSE,
Idaho Digital Learning,https://www.idahodigitallearning.org/,pl-partner,TRUE,FALSE,FALSE,
Learning Technology Center of Illinois,https://ltcillinois.org/,pl-partner,TRUE,FALSE,FALSE,
Los Angeles Unified,https://home.lausd.net/,pl-partner,TRUE,FALSE,FALSE,
Lumity,http://www.lumity.org/,pl-partner,TRUE,FALSE,FALSE,
Maine Mathematics and Science Alliance,http://www.mmsa.org,pl-partner,TRUE,FALSE,FALSE,
Marquette University,http://pumpcs.mu.edu/,pl-partner,TRUE,FALSE,FALSE,
Maryland Codes,https://www.marylandcodes.org/,pl-partner,TRUE,FALSE,FALSE,
McNeese State University,http://mcneese.edu/,pl-partner,TRUE,FALSE,FALSE,
Mind Spark Learning,http://www.mymindsparklearning.org,pl-partner,TRUE,FALSE,FALSE,
Mississippi State University,https://www.msstate.edu/,pl-partner,TRUE,FALSE,FALSE,
Mouse,http://www.mouse.org/,pl-partner,TRUE,FALSE,FALSE,
New Mexico CS Alliance,https://computersciencealliance.org/,pl-partner,TRUE,FALSE,FALSE,
Nextech,http://nextech.org/,pl-partner,TRUE,FALSE,FALSE,
Northeast Washington Educational Service District 101,http://www.esd101.net/,pl-partner,TRUE,FALSE,FALSE,
Oklahoma Public School Resource Center,http://opsrc.net/,pl-partner,TRUE,FALSE,FALSE,
Orlando Science Center,http://www.osc.org/,pl-partner,TRUE,FALSE,FALSE,
Puget Sound Educational Service District,https://www.psesd.org/,pl-partner,TRUE,FALSE,FALSE,
Rice University School Mathematics Project,https://rusmp.rice.edu/,pl-partner,TRUE,FALSE,FALSE,
Riverside County Office of Education,http://www.rcoe.us/,pl-partner,TRUE,FALSE,FALSE,
Sacramento County Office of Education,http://www.scoe.net/Pages/default.aspx,pl-partner,TRUE,FALSE,FALSE,
Sacred Heart University,https://www.sacredheart.edu/,pl-partner,TRUE,FALSE,FALSE,
Science City at Union Station,http://www.unionstation.org/sciencecity,pl-partner,TRUE,FALSE,FALSE,
Science Foundation Arizona,http://www.sfaz.org/,pl-partner,TRUE,FALSE,FALSE,
Silicon Valley Education Foundation,http://svefoundation.org/,pl-partner,TRUE,FALSE,FALSE,
Southern Nevada Regional Professional Development Program,http://www.rpdp.net/,pl-partner,TRUE,FALSE,FALSE,
STEM Action Center Utah,http://stem.utah.gov/,pl-partner,TRUE,FALSE,FALSE,
STEMworks Program of Women In Technology,http://www.stemworkshawaii.org/,pl-partner,TRUE,FALSE,FALSE,
STEM2Hub,http://stem2hub.org/,pl-partner,TRUE,FALSE,FALSE,
Technology Innovation in Education,https://www.tie.net/,pl-partner,TRUE,FALSE,FALSE,
Tennessee Department of Education,https://www.tn.gov/education,pl-partner,TRUE,FALSE,FALSE,
The Citadel,http://www.citadel.edu/root/stemcenter,pl-partner,TRUE,FALSE,FALSE,
The College of New Jersey,http://tcnj.pages.tcnj.edu/,pl-partner,TRUE,FALSE,FALSE,
The New Bohemian Innovation Collaborative,http://newbo.co/,pl-partner,TRUE,FALSE,FALSE,
The University of Texas at Dallas,http://www.instructionalexcellence.org/,pl-partner,TRUE,FALSE,FALSE,
The William and Ida Friday Institute For Educational Innovation,http://www.fi.ncsu.edu/,pl-partner,TRUE,FALSE,FALSE,
Twin Cities PBS,http://www.scigirlsconnect.org,pl-partner,TRUE,FALSE,FALSE,
UC San Diego CREATE,https://create.ucsd.edu/,pl-partner,TRUE,FALSE,FALSE,
University of Nebraska Lincoln,https://cehs.unl.edu/tlte/techedge/,pl-partner,TRUE,FALSE,FALSE,
University of New Hampshire,https://www.unh.edu/stem/stem-teachers-collaborative,pl-partner,TRUE,FALSE,FALSE,
University of North Florida,https://www.unf.edu/coehs/,pl-partner,TRUE,FALSE,FALSE,
University of Rhode Island,http://k12.cs.uri.edu/,pl-partner,TRUE,FALSE,FALSE,
University of Wyoming,http://www.uwyo.edu/education/,pl-partner,TRUE,FALSE,FALSE,
USC Viterbi,https://viterbischool.usc.edu/,pl-partner,TRUE,FALSE,FALSE,
Washington University St Louis,https://schoolpartnership.wustl.edu/,pl-partner,TRUE,FALSE,FALSE,
WNY STEM,https://wnystem.org/,pl-partner,TRUE,FALSE,FALSE,
WVU Center for Excellence in STEM Education,http://stemcenter.wvu.edu/,pl-partner,TRUE,FALSE,FALSE,
Teach For America,http://www.teachforamerica.org,promotional,FALSE,TRUE,TRUE,
3dbear,https://www.3dbear.io/,tutorial,TRUE,TRUE,TRUE,
20th Century Fox,https://www.foxmovies.com/,tutorial,TRUE,TRUE,TRUE,
Actimator,,tutorial,TRUE,TRUE,TRUE,
AgentSheets,http://www.agentsheets.com/,tutorial,TRUE,TRUE,TRUE,
Alice,http://www.alice.org/,tutorial,TRUE,TRUE,TRUE,
AllCanCode,https://www.allcancode.com/web,tutorial,TRUE,FALSE,TRUE,
Barobo,https://www.barobo.com/,tutorial,TRUE,FALSE,TRUE,
beetik,http://www.beetik.net,tutorial,TRUE,TRUE,TRUE,
BirdBrain Technologies,http://www.birdbraintechnologies.com/,tutorial,TRUE,TRUE,TRUE,
Bitsbox,https://bitsbox.com/,tutorial,TRUE,TRUE,TRUE,
BlocksCAD,https://www.blockscad3d.com/,tutorial,TRUE,TRUE,TRUE,
Bomberbot,https://bomberbot.com/,tutorial,TRUE,TRUE,TRUE,
Bootstrap,http://www.bootstrapworld.org/,tutorial,TRUE,TRUE,TRUE,
Bot School,https://www.botschool.io/,tutorial,TRUE,TRUE,TRUE,
BrainPOP,https://www.brainpop.com/,tutorial,TRUE,TRUE,TRUE,
Buzzcoder,https://buzzcoder.com/,tutorial,TRUE,TRUE,TRUE,
Catrobat,https://www.catrobat.org/,tutorial,TRUE,TRUE,TRUE,
Chibitronics,https://chibitronics.com/,tutorial,TRUE,TRUE,TRUE,
Codeacademy,http://www.codecademy.com/,tutorial,TRUE,TRUE,TRUE,
CodeAvengers,http://www.codeavengers.com/,tutorial,TRUE,TRUE,TRUE,
CodeCombat,https://codecombat.com/,tutorial,TRUE,TRUE,TRUE,
CodeHS,https://codehs.com/,tutorial,TRUE,TRUE,TRUE,
Codemoji,https://codemoji.com/,tutorial,TRUE,TRUE,TRUE,
CodeMonkey,https://www.playcodemonkey.com/,tutorial,TRUE,TRUE,TRUE,
Codepip,https://codepip.com/,tutorial,TRUE,TRUE,TRUE,
Coderdojo,https://coderdojo.com/wp-content/cache/all//index.html,tutorial,TRUE,TRUE,TRUE,
CodeSpeak Labs,https://www.codespeaklabs.com/,tutorial,TRUE,TRUE,TRUE,
Codespark,https://codespark.com/,tutorial,TRUE,TRUE,TRUE,
CodeSpells,https://codespells.org/,tutorial,TRUE,TRUE,TRUE,
Codesters,https://www.codesters.com/,tutorial,TRUE,TRUE,TRUE,
Codewards,https://codewards.org/#,tutorial,TRUE,TRUE,TRUE,
Code Camp World,https://www.codecampworld.com/,tutorial,TRUE,TRUE,TRUE,
Code It,https://app.code-it-studio.de/,tutorial,TRUE,TRUE,TRUE,
CodinGame,https://www.codingame.com/start,tutorial,TRUE,TRUE,TRUE,
Coding Galaxy,https://codinggalaxy.com/en,tutorial,TRUE,TRUE,TRUE,
Coding Pirates,,tutorial,TRUE,TRUE,TRUE,
Computing Educators Oral History Project,http://ahab.southwestern.edu/departments/mathcompsci/OHProject/materials-overview.html,tutorial,TRUE,TRUE,TRUE,
CoSpaces,https://cospaces.io/edu/,tutorial,TRUE,TRUE,TRUE,
Curriculum Pathways,https://www.curriculumpathways.com/portal/#,tutorial,TRUE,TRUE,TRUE,
Disney,https://www.thewaltdisneycompany.com/,tutorial,TRUE,TRUE,TRUE,
Edison,https://meetedison.com/,tutorial,TRUE,TRUE,TRUE,
Educative,https://www.educative.io/,tutorial,TRUE,TRUE,TRUE,
Exploring Computer Science,http://www.exploringcs.org/,tutorial,TRUE,TRUE,TRUE,
Firia Labs,https://firialabs.com/,tutorial,TRUE,TRUE,TRUE,
Flocabulary,https://www.flocabulary.com/,tutorial,TRUE,TRUE,TRUE,
Gameblox,https://gameblox.org/,tutorial,TRUE,TRUE,TRUE,
Gamefroot,https://make.gamefroot.com/,tutorial,TRUE,TRUE,TRUE,
Girls Who Code,http://www.girlswhocode.com/,tutorial,TRUE,TRUE,TRUE,
Grok Learning,https://groklearning.com/courses/,tutorial,TRUE,TRUE,TRUE,
Hello Ruby,http://www.helloruby.com/,tutorial,TRUE,TRUE,TRUE,
Hopscotch,http://www.gethopscotch.com/,tutorial,TRUE,TRUE,TRUE,
HTML Academy,https://htmlacademy.org/,tutorial,TRUE,TRUE,TRUE,
hyperPad,https://www.hyperpad.com/,tutorial,TRUE,TRUE,TRUE,
iCompute,https://www.icompute-uk.com/,tutorial,TRUE,TRUE,TRUE,
iRobot,https://www.irobot.com/,tutorial,TRUE,TRUE,TRUE,
Kano,https://kano.me/,tutorial,TRUE,TRUE,TRUE,
Khan Academy,https://www.khanacademy.org/,tutorial,TRUE,TRUE,TRUE,
KinderLab Robotics,https://kinderlabrobotics.com/,tutorial,TRUE,TRUE,TRUE,
Kodable,http://www.surfscore.com/,tutorial,TRUE,TRUE,TRUE,
Kodu,https://www.kodugamelab.com/,tutorial,TRUE,TRUE,TRUE,
Lets Start Coding,https://www.letsstartcoding.com/,tutorial,TRUE,TRUE,TRUE,
LightBot,http://lightbot.com/index.html,tutorial,TRUE,TRUE,TRUE,
Littlebits,https://littlebits.com/,tutorial,TRUE,TRUE,TRUE,
Lynda.com,http://www.lynda.com/Developer-training-tutorials/50-0.html?utm_medium=ldc-partner&utm_source=SSPRC&utm_content=524&utm_campaign=CD14814&bid=524&aid=CD14814&opt=,tutorial,TRUE,TRUE,TRUE,
MakeSchool,https://www.makeschool.com/,tutorial,TRUE,TRUE,TRUE,
MathWorks,https://www.mathworks.com/?s_tid=gn_logo,tutorial,TRUE,TRUE,TRUE,
Microbit,https://microbit.org/,tutorial,TRUE,TRUE,TRUE,
Microblocks,http://microblocks.fun/,tutorial,TRUE,TRUE,TRUE,
Minecraft Education,https://education.minecraft.net/,tutorial,TRUE,TRUE,TRUE,
MIT App Inventor,http://appinventor.mit.edu/,tutorial,TRUE,TRUE,TRUE,
Modulo,https://modulogames.net/,tutorial,TRUE,TRUE,TRUE,
Monster Coding,http://monstercoding.com,tutorial,TRUE,TRUE,TRUE,
N2Y,https://www.n2y.com/,tutorial,TRUE,TRUE,TRUE,
NCLab,https://nclab.com/,tutorial,TRUE,TRUE,TRUE,
NybleApps,http://www.nybleapps.com/,tutorial,TRUE,TRUE,TRUE,
Oppia,https://www.oppia.org/splash,tutorial,TRUE,TRUE,TRUE,
Ozobot,https://ozobot.com/,tutorial,TRUE,TRUE,TRUE,
Pai Technology,https://www.pai.technology/,tutorial,TRUE,TRUE,TRUE,
Pbs Kids,https://pbskids.org/,tutorial,TRUE,TRUE,TRUE,
Peblio,https://www.peblio.co/,tutorial,TRUE,TRUE,TRUE,
Phidgets,https://phidgets.com/,tutorial,TRUE,TRUE,TRUE,
PopCap,http://www.popcap.com,tutorial,TRUE,TRUE,TRUE,
Processing Foundation,https://hello.processing.org/,tutorial,TRUE,TRUE,TRUE,
Programming Basics,http://www.programmingbasics.org/en/,tutorial,TRUE,TRUE,TRUE,
Programmr.com,http://www.programmr.com,tutorial,TRUE,TRUE,TRUE,
Project Guts,http://www.projectguts.org/,tutorial,TRUE,TRUE,TRUE,
Quorum,https://quorumlanguage.com/,tutorial,TRUE,TRUE,TRUE,
Raspberry Pi,https://www.raspberrypi.org/,tutorial,TRUE,TRUE,TRUE,
Radiant Games,http://www.radiantgames.is/,tutorial,TRUE,TRUE,TRUE,
RoboGarden,https://robogarden.ca/,tutorial,TRUE,TRUE,TRUE,
RoboMind Academy,http://www.robomindacademy.com/go/robomind/home,tutorial,TRUE,TRUE,TRUE,
RobotMagic,https://robotmagic.org/,tutorial,TRUE,TRUE,TRUE,
Robot Mesh,https://www.robotmesh.com/,tutorial,TRUE,TRUE,TRUE,
Rovio,http://www.rovio.com,tutorial,TRUE,TRUE,TRUE,
Scratch,https://scratch.mit.edu/,tutorial,TRUE,TRUE,TRUE,
ScriptAcademy,https://www.scriptacademy.net/,tutorial,TRUE,TRUE,TRUE,
Snap!,http://snap.berkeley.edu,tutorial,TRUE,TRUE,TRUE,
Sololearn,https://www.sololearn.com/,tutorial,TRUE,TRUE,TRUE,
Sphero,http://www.sphero.com/,tutorial,TRUE,TRUE,TRUE,
STEMcoding,https://www.youtube.com/c/STEMcoding,tutorial,TRUE,TRUE,TRUE,
TeacherGaming,https://store.teachergaming.com/,tutorial,TRUE,TRUE,TRUE,
Terminal Two,https://terminaltwo.com/home,tutorial,TRUE,TRUE,TRUE,
Texas Instruments,http://www.ti.com/,tutorial,TRUE,TRUE,TRUE,
Thinkersmith,,tutorial,TRUE,TRUE,TRUE,
Thinkfun,https://www.thinkfun.com/,tutorial,TRUE,TRUE,TRUE,
Thunkable,https://thunkable.com/#/,tutorial,TRUE,TRUE,TRUE,
Tickle,https://tickleapp.com/,tutorial,TRUE,TRUE,TRUE,
Tinkercad,https://www.tinkercad.com/,tutorial,TRUE,TRUE,TRUE,
Toxicode,http://www.toxicode.fr/,tutorial,TRUE,TRUE,TRUE,
Tralalere,https://www.tralalere.com/,tutorial,TRUE,TRUE,TRUE,
Trinket,https://trinket.io/,tutorial,TRUE,TRUE,TRUE,
Tynker,http://www.tynker.com,tutorial,TRUE,TRUE,TRUE,
Ucodemy,https://www.itchcode.com/,tutorial,TRUE,TRUE,TRUE,
Unity,https://unity.com/,tutorial,TRUE,TRUE,TRUE,
UW Tacoma,https://www.tacoma.uw.edu/,tutorial,TRUE,TRUE,TRUE,
Vidcode,https://www.vidcode.com/,tutorial,TRUE,TRUE,TRUE,
Wolfram,http://www.wolfram.com/programming-lab/?source=footer,tutorial,TRUE,TRUE,TRUE,
Wonder Workshop,https://www.makewonder.com/,tutorial,TRUE,TRUE,TRUE,
UC Davis CSTEM Center,https://c-stem.ucdavis.edu/,tutorial,TRUE,TRUE,TRUE,
Zyrobotics,http://zyrobotics.com/,tutorial,TRUE,TRUE,TRUE,
Mapbox,https://www.mapbox.com/,infrastructure,TRUE,FALSE,TRUE,
