School Name,School Code
Metea Valley High School,140187
Barrington Community High School,140205
Bartlett High School,140213
Belleville Township High School West,140265
Bloomington High School,140335
Dwight D Eisenhower High School,140345
Bolingbrook High School,140367
Bradley-Bourbonnais High School,140380
College Preparatory School-America,140402
Universal School,140404
Buffalo Grove High School,140447
Central High School,140454
Glenbard North High School,140534
Dundee-Crown High School,140536
Cary-Grove Community High School,140563
Centennial High School,140593
Champaign Central High School,140595
Glenwood Senior High School,140612
Chicago Academy For The Arts,140627
Lane Technical High School,140640
Chicago Academy High School,140661
Ida Crown Jewish Academy,140725
DePaul College Prep,140850
Jones College Preparatory,140905
ITW David Speer Academy,140991
Marist High School,141017
Ridgewood High School,141097
Lincoln Park High School,141100
St Ignatius College Preparatory School,141170
Gwendolyn Brooks College Preparatory Academy,141297
University Of Chicago Laboratory School,141335
Northside College Preparatory High School,141342
Whitney Young Magnet High School,141383
Marian Catholic High School,141393
Illinois Valley Central High School,141395
Hinsdale South High School,141428
Crystal Lake Central High School,141515
Crystal Lake South High School,141517
Prairie Ridge High School,141519
Deerfield High School,141570
Maine East High School,141595
Maine West High School,141597
South High School,141631
Tri-Valley High School,141635
Edwardsville Senior High School,141735
Saint Edward Central Catholic High School,141765
Elgin High School,141770
Elk Grove High School,141778
York Community High School,141805
Evanston Township High School,141860
Proviso Mathematics and Science Academy,141939
Lincoln-Way East High School,141948
East Leyden High School,141960
Glenbard South High School,142073
Glenbard West High School,142075
Glenbrook South High School,142078
Grayslake North High School,142126
Grayslake Central High School,142135
Hampshire High School,142185
Highland Park High School,142275
Proviso West High School,142286
Hinsdale Central High School,142300
Hoffman Estates High School,142301
Homewood Flossmoor High School,142307
Huntley High School,142320
Providence Catholic High School,142375
Joliet Catholic Academy,142380
Nazareth Academy,142485
Lake Forest High School,142520
Lakes Community High School,142524
Lake Forest Academy,142525
Lake Zurich Senior High School,142530
La Salle-Peru High School,142555
Libertyville High School,142620
Benet Academy,142635
Glenbard East High School,142662
Deer Creek-Mackinaw High School,142695
Lake Park High School,142852
Bremen High School,142912
Rochelle Zell Jewish High School,143009
Prospect High School,143062
Carmel Catholic High School,143096
Mundelein High School,143097
Naperville Central High School,143105
Naperville North High School,143106
Neuqua Valley High School,143108
Lincoln-Way Central High School,143170
Lincoln-Way West High School,143171
Normal Community High School,143200
Normal Community West High School,143201
University High School,143205
Glenbrook North High School,143215
West Leyden High School,143223
Oak Forest High School,143224
H L Richards High School,143228
Oak Lawn Community High School,143230
Fenwick High School,143240
Oak Park And River Forest High School,143245
Carl Sandburg High School,143325
Oswego High School,143330
Oswego East High School,143331
Ottawa Township High School,143340
James B Conant High School,143343
Palatine High School,143345
William Fremd High School,143347
Alan B Shepard High School,143356
Amos Alonzo Stagg High School,143357
Maine South High School,143377
Peoria Notre Dame High School,143421
Saint Bede Academy,143465
Plainfield South High School,143496
Plainfield North High School,143497
Adlai E Stevenson High School,143550
Christian Liberty Academy,143572
Richmond-Burton Community High School,143630
Riverside-Brookfield Township High School,143655
Auburn High School,143693
Guilford High School,143703
Rock Island High School,143725
Rolling Meadows High School,143736
South Elgin High School,143784
Saint Charles East High School,143795
Saint Charles North High School,143796
Schaumburg High School,143857
Niles West High School,143926
Niles North High School,143927
Lanphier High School,143960
Victor J Andrew High School,144117
Tinley Park High School,144118
Vernon Hills High School,144214
Wheaton-Warrenville South High School,144380
Wheaton North High School,144386
Wheeling High School,144387
Williamsfield High School,144395
New Trier Township High School,144430
Yorkville High School,144505
Eastern Greene High School,150203
Brownsburg High School,150335
Carmel High School,150445
Chesterton High School,150500
Columbus North High School,150610
Crawfordsville High School,150665
Crown Point High School,150685
Merrillville High School,150690
The Culver Academies,150695
Elkhart Central High School,150915
Evansville Day School,150958
Hamilton Southeastern High School,151045
Homestead High School,151103
Center Grove High School,151390
Griffith High School,151405
East Central High School,151416
Carroll High School,151585
Avon High School,151647
Ben Davis High School,151650
Cathedral High School,151660
Decatur Central High School,151670
Heritage Christian School,151688
Lawrence North High School,151712
North Central High School,151717
Park Tudor School,151720
Perry Meridian High School,151724
Warren Central High School,151765
Jeffersonville High School,151795
Kokomo High School,151875
La Lumiere School,151992
Lebanon High School,152025
Madison Consolidated High School,152170
Eastbrook Senior High School,152198
Union High School,152355
Twin Lakes High School,152400
Morristown Junior-Senior High School,152440
Burris Laboratory School,152470
"Indiana Academy for Science, Math, and Humanities",152474
Munster High School,152489
Northwood High School,152495
Floyd Central High School,152503
Christian Academy of Indiana,152504
New Albany High School,152505
Pike High School,152510
Noblesville High School,152615
Oldenburg Academy,152680
Plymouth High School,152885
Richmond High School,152965
Rochester Community High School,153020
Western High School,153095
Lake Central High School,153112
Shelbyville High School,153200
Riley High School,153255
Saint Joseph High School,153265
Clay High School,153275
Valparaiso High School,153565
North Posey High School,153635
Franklin Central High School,153665
Warsaw Community High School,153690
Westfield High School,153735
West Lafayette Junior-Senior High School,153745
Whiteland Community High School,153795
Zionsville Community High School,153900
Adel-De Soto-Minburn High School,160010
Alburnett Junior-Senior High School,160055
North Polk High School,160080
Ankeny High School,160160
Ankeny Centennial High School,160162
Bettendorf High School,160385
John F Kennedy Senior High School,160673
George Washington High School,160703
Thomas Jefferson High School,161005
Rivermont Collegiate,161105
Central Campus High School,161185
East High School,161195
Central DeWitt High School,161235
Dubuque Senior High School,161330
Hempstead High School,161333
Fairfield Community High School,161550
Iowa City High School,162155
West Senior High School,162172
Johnston High School,162220
Moc-Floyd Valley High School,163335
East High School,164045
Waukee High School,164535
Valley High School,164625
Andover High School,170090
De Soto High School,170770
Lawrence High School,171690
Lawrence Free State High School,171691
Saint James Academy,171720
Shawnee Mission North High School,172000
Olathe East High School,172221
Olathe South High School,172222
Olathe Northwest High School,172225
Blue Valley North High School,172294
Blue Valley Southwest High School,172302
Shawnee Mission East High School,172473
Shawnee Mission Northwest High School,172771
Shawnee Mission South High School,172772
Shawnee Mission West High School,172773
Blue Valley High School,172820
Blue Valley West High School,172821
Shawnee Heights High School,172883
Campus High School,173168
Wichita High School East,173206
Wichita Collegiate School,173210
Logan County High School,180001
Campbell County High School,180010
Knox Central High School,180110
Nelson County High School,180133
Belfry High School,180175
Marshall County High School,180200
Madison Southern High School,180211
Owsley County High School,180240
Bowling Green High School,180247
Taylor County High School,180380
Adair County High School,180500
Covington Catholic High School,180535
Villa Madonna Academy,180585
South Oldham High School,180593
Harrison County High School,180630
Boyle County High School,180643
Shelby Valley High School,180675
Saint Henry District High School,180770
Boone County High School,180835
Kenton County Academies of Innovation & Technology,180847
Highlands High School,180855
North Oldham High School,180951
Barren County High School,180990
Conner Senior High School,181128
Oldham County Senior High School,181320
Henry Clay High School,181425
Lafayette Senior High School,181430
Lexington Catholic High School,181435
Paul Laurence Dunbar High School,181440
Sayre School,181443
Assumption High School,181510
DuPont Manual High School,181525
Sacred Heart Academy,181600
Saint Xavier High School,181610
Graves County High School,181733
Mason County High School,181755
Rockcastle County High School,181910
Apollo High School,182033
Johnson Central High School,182111
Madison Central High School,182278
Model Laboratory School,182280
Allen County Scottsville High School,182380
North Bullitt High School,182412
Pulaski County High School,182455
Larry Ryle High School,182560
Randall K Cooper High School,182561
Whitley County High School,182718
George Rogers Clark High School,182740
Lincoln Preparatory School,190004
Baton Rouge Magnet High School,190179
Lee High School,190222
LSU Laboratory School,190245
Woodlawn High School,190250
Parkway High School,190328
Carencro High School,190420
Destrehan High School,190685
Dutchtown High School,190993
East Ascension High School,191045
Saint Thomas More Catholic High School,191438
Archbishop Shaw High School,191722
Archbishop Rummel High School,191778
Grace King High School,191779
Metairie Park Country Day School,191782
Haynes Academy For Advanced Studies,191793
Neville High School,191825
Benjamin Franklin High School,192006
Holy Cross School,192030
Isidore Newman School,192045
Jesuit High School,192050
Opelousas High School,192300
Port Allen High School,192435
Saint Amant High School,192601
Caddo Parish Magnet High School,192679
C E Byrd High School,192680
East Iberville High School,192825
Live Oak High School,192965
Bangor Christian School,200043
John Bapst Memorial High School,200055
Bangor High School,200060
Fryeburg Academy,200390
Gorham High School,200400
Kennebunk High School,200515
Old Town High School,200755
Maine Central Institute,200795
Cheverus High School,200805
Deering High School,200810
Oceanside High School,200855
Thornton Academy,200875
Scarborough High School,200895
Berwick Academy,200930
Erskine Academy,200945
Cape Elizabeth High School,200955
Mount Ararat High School,201009
Aberdeen High School,210000
Northern Garrett High School,210005
Broadneck High School,210011
Bais Yaakov School for Girls,210033
Baltimore Polytechnic Institute,210038
Boys' Latin School of Maryland,210040
Bryn Mawr School,210050
Calvert Hall College High School,210055
One Schoolhouse,210061
Digital Harbor High School 416,210067
Eastern Technical High School,210079
Institute of Notre Dame,210100
Loch Raven High School,210108
Milford Mill Academy,210125
Mount Saint Joseph High School,210140
"Parkville High School and Center for Mathematics, Science, and Computer Science",210155
Perry Hall High School,210175
International Connections Academy,210191
Sparrows Point High School,210212
Western Senior High School 407,210220
Western School for Technology and Environmental Science,210221
Woodlawn High School,210225
C Milton Wright High School,210234
Patterson Mill Middle High School,210239
High Point High School,210240
Stephen Decatur High School,210245
Bethesda-Chevy Chase High School,210250
Landon School,210260
Walt Whitman High School,210271
Elizabeth Seton High School,210273
Boonsboro High School,210280
Gwynn Park High School,210290
Maryvale Preparatory School,210300
Saint Andrew's Episcopal School,210317
Sollers Point Technical High School,210330
The Gunston School,210362
Clarksburg High School,210381
River Hill High School,210402
Hammond High School,210409
West Nottingham Academy,210410
Oakland Mills High School,210411
Wilde Lake High School,210412
Long Reach High School,210415
Indian Creek Upper School,210424
North Caroline High School,210477
Easton High School,210490
South River High School,210494
Centennial High School,210509
Howard High School,210510
Mount Hebron High School,210512
Fallston High School,210523
Colonel Richardson High School,210525
Governor Thomas Johnson High School,210535
Tuscarora High School,210550
Reservoir High School,210557
Gaithersburg High School,210560
Quince Orchard High School,210564
Arundel Senior High School,210570
Georgetown Preparatory School,210575
Seneca Valley High School,210582
Archbishop Spalding High School,210583
Glen Burnie High School,210585
Northwest High School,210589
Glenelg Country School,210592
Glenelg High School,210593
Great Mills High School,210595
Eleanor Roosevelt High School,210597
Broadfording Christian Academy,210606
North Hagerstown High School,210615
Havre de Grace High School,210635
Huntingtown High School,210651
DeMatha Catholic High School,210660
Oakdale High School,210664
Urbana High School,210671
Joppatowne High School,210673
Henry E Lackey High School,210675
Albert Einstein High School,210677
DuVal High School,210679
La Plata High School,210685
Saint Vincent Pallotti High School,210695
Leonardtown High School,210700
St Mary's Ryken High School,210703
North County High School,210710
Dulaney High School,210730
Marriotts Ridge High School,210745
McDonogh School,210750
Middletown High School,210755
Southern Garrett High School,210785
Oxon Hill High School,210802
Owings Mills High School,210804
Hereford High School,210805
Chesapeake High School,210808
Beth Tfiloh Community High School,210811
Maurice Mcdonough High School,210823
Poolesville High School,210825
Winston Churchill High School,210839
McLean School of Maryland,210843
North Harford High School,210865
Rising Sun High School,210895
Parkdale High School,210897
Col Zadok Magruder High School,210904
Thomas Sprigg Wootton High School,210909
Richard Montgomery High School,210910
Walter Johnson High School,210912
Rockville High School,210914
Saint James School,210915
James M Bennett High School,210928
Salisbury Christian School,210930
Wicomico High School,210935
Sandy Spring Friends School,210937
Sherwood High School,210940
Severn School,210945
Bullis School,210955
Melvin J Berman Hebrew Academy,210956
James Hubert Blake High School,210959
John F Kennedy High School,210960
Montgomery Blair High School,210965
Atholton High School,210968
Springbrook High School,210969
Smithsburg High School,210970
Charles Herbert Flowers High School,210980
Kent Island High School,210994
Grace Brethren Christian School,211011
George Washington Carver Center for Arts and Technology,211025
Loyola Blakefield High School,211030
Towson High School,211035
Westlake High School,211059
"North Point High School for Science, Technology, and Industry",211061
Saint Charles High School,211067
Carroll County Career and Technology Center,211084
Wheaton High School,211085
Kent County High School,211095
Pope Francis Preparatory School,220008
Andover High School,220025
Phillips Academy,220030
Arlington Catholic High School,220032
Arlington High School,220033
Cushing Academy,220050
Attleboro High School,220073
Auburn High School,220085
Quabbin Regional High School,220105
Bedford High School,220112
Belmont High School,220123
Billerica Memorial High School,220155
Nashoba Regional High School,220162
Notre Dame Academy,220163
Boston College High School,220180
Boston Latin School,220185
Bradford Christian Academy,220206
East Boston High School,220235
Boston Trinity Academy,220303
Roxbury Latin School,220345
Thayer Academy,220425
Montrose School,220454
Burlington High School,220470
Buckingham Browne Nichols High School,220475
Cambridge Rindge And Latin High School,220493
Lexington Christian Academy,220495
Bay Path Regional Vocational Technical High School,220563
Chelmsford High School,220575
Chicopee Comprehensive High School,220611
Middlesex School,220650
St John's Preparatory High School,220665
Dedham High School,220675
Noble and Greenough School,220680
Deerfield Academy,220685
Shepherd Hill Regional High School,220698
Duxbury High School,220700
Williston Northampton School,220725
East Longmeadow High School,220727
Northfield Mount Hermon High School,220730
Weymouth High School,220745
Everett High School,220758
Pioneer Charter School of Science,220764
Pioneer Charter School Science Ii,220767
B M C Durfee High School,220785
Foxborough Regional Charter School,220841
Framingham High School,220842
Franklin High School,220860
Gloucester High School,220878
Grafton High School,220895
Groton School,220930
Haverhill High School,220985
Holliston High School,221015
Barnstable High School,221080
Ipswich High School,221095
Sacred Heart High School,221103
Silver Lake Regional High School,221105
Central Catholic High School,221115
Lawrence High School,221120
Lexington High School,221190
Longmeadow High School,221198
Greater Lowell Technical High School,221220
Saint Mary Junior-Senior High School,221275
Malden Catholic High School,221290
Malden High School,221305
Manchester Essex Regional Middle High School,221315
Marlborough High School,221335
Advanced Math and Science Academy Charter School,221349
Marshfield High School,221350
Virtual High School,221356
Medford High School,221365
Melrose High School,221375
Nipmuc Regional High School,221385
Milton High School,221440
Monson High School,221450
Natick High School,221475
Needham High School,221485
New Bedford High School,221493
St Sebastian Middle High School,221545
Newton South High School,221548
Newton North High School,221555
Algonquin Regional High School,221630
Dartmouth High School,221640
Oliver Ames High School,221650
North Quincy High School,221660
North Reading High School,221662
Norwell High School,221675
Norwood High School,221683
Peabody Veterans Memorial High School,221725
Pembroke High School,221741
Quincy High School,221800
Austin Preparatory School,221818
Reading Memorial High School,221820
Triton Regional High School,221842
Scituate High School,221890
Sharon High School,221895
Prospect Hill Academy Charter School High School,221947
Somerville High School,221948
Saint Mark's School,221965
The Governors Academy,221995
Southeastern Regional Vocational-Technical High School,222001
Springfield Central High School,222030
Roger L Putnam Vocational Technical Academy,222055
Stoughton High School,222075
Tantasqua Regional High School,222085
Joseph Case High School,222105
Taunton High School,222123
Masconomet Middle High School,222135
Wakefield Memorial High School,222170
Waltham Senior High School,222212
Watertown High School,222250
Wayland High School,222255
Dana Hall School,222275
Wellesley High School,222285
Acton-Boxborough Regional High School,222297
Westborough High School,222300
Westfield High School,222328
Nashoba Valley Technical High School,222333
Westford Academy,222335
Pentucket Regional Senior High School,222342
Weston High School,222355
Catholic Memorial School,222363
West Springfield High School,222370
Westwood High School,222375
Xaverian Brothers High School,222378
Northbridge High School,222385
Whitman-Hanson Regional High School,222395
Winchendon School,222428
Winchester High School,222440
Winthrop High School,222445
Bancroft School,222480
Holy Name Central Catholic High School,222500
North High School,222505
Saint John's High School,222515
Worcester Academy,222545
Worcester Technical High School,222550
King Philip Regional High School,222562
Huron High School,230086
Greenhills School,230087
Pioneer High School,230088
Skyline High School,230089
Avondale Senior High School,230130
Lenawee Intermediate School District TECH Center,230232
Belleville High School,230265
Seaholm High School,230327
Detroit Country Day High School,230330
Cranbrook Kingswood School,230355
Plymouth High School,230469
Clarkston Senior High School,230630
Everest Collegiate High School,230634
Clawson High School,230635
Frederick V Pankow Center,230651
Walled Lake Northern High School,230689
Michigan Home School,230716
Davison High School,230760
Dearborn High School,230765
Edsel Ford High School,230770
Fordson High School,230775
Cass Technical High School,230850
Detroit Catholic Central High School,230860
Delasalle Collegiate High School,230880
Lighthouse Connections Academy,230904
University of Detroit Jesuit High School,231225
Waterford Kettering High School,231273
East Lansing High School,231300
Woodhaven High School,231446
Grand Blanc Community School,231665
West Michigan Aviation Academy,231687
Forest Hills Central High School,231708
East Kentwood High School,231717
West Catholic High School,231763
Grayling High School,231785
Grosse Pointe North High School,231801
Charyl Stockwell Preparatory Academy,231901
Jenison High School,232153
Kalamazoo Area Math And Science Center,232167
Kingsford High School,232210
Lake Orion High School,232255
Michigan Virtual,232286
Winston Churchill High School,232359
Lowell Senior High School,232360
Lamphere High School,232383
Marquette Senior High School,232465
Herbert Henry Dow High School,232582
Midland High School,232585
L'Anse Creuse High School North,232653
L'Anse Creuse High School,232654
Reeths Puffer High School,232708
Northville High School,232835
Novi High School,232843
Michigan Connections Academy,232851
Great Lakes Cyber Academy,232857
West Bloomfield High School,232882
Sanilac Career Center,232959
Canton High School,233044
Salem High School,233045
Port Huron High School,233083
Rochester Adams High School,233194
Stoney Creek High School,233201
Saline High School,233395
Henry Ford II High School,233508
Athens High School,233602
Troy High School,233603
Adlai Stevenson High School,233626
Utica High School,233630
Walled Lake Central High School,233690
Dwight D Eisenhower High School,233696
Andover High School,240070
Anoka High School,240080
Apple Valley High School,240084
Blaine High School,240256
EdOptions Academy,240280
Buffalo High School,240345
Chanhassen High School,240421
Chaska High School,240423
Centennial High School,240452
Coon Rapids High School,240537
Edina High School,240708
Elk River Area Senior High School,240720
Minnetonka High School,240780
North Lakes Academy,240863
Forest Lake Senior High School,240865
Eden Prairie High School,241150
Hopkins High School,241153
Lincoln Junior-Senior High School,241305
Lakeville North High School,241325
Lakeville South High School,241326
Orono High School,241410
Mahtomedi Senior High School,241465
Maple Grove Senior High School,241489
Hmong College Preparatory Academy,241582
Academy of Holy Angels,241585
Minnehaha Academy,241625
Robbinsdale Armstrong High School,241627
South High School,241675
Southwest High School,241680
Mounds View High School,241805
Northfield High School,241855
Prior Lake High School,242035
Century High School,242092
Rochester Lourdes High School,242102
Mayo High School,242103
Rogers High School,242110
Eagan High School,242121
Eastview High School,242123
Rosemount High School,242125
Technical High School,242185
Saint Louis Park High School,242205
Roseville Area High School,242215
Hill-Murray School,242217
Central High School,242230
Irondale Senior High School,242263
Saint Thomas Academy,242320
Tartan Senior High School,242327
Sartell High School,242358
Simley High School,242408
Stillwater Area Senior High School,242450
Holy Family Catholic High School,242548
Wayzata High School,242650
Saint Stanislaus College,250150
Northwest Rankin High School,250326
Enterprise High School,250873
Presbyterian Christian School,251181
Jackson Preparatory School,251398
Meridian High School,251915
NorthStar Academy,252825
Fox C-6 High School,260087
Parkway West High School,260128
Parkway South High School,260129
Blue Springs High School,260240
Blue Springs South High School,260241
Twin Rivers High School,260365
Camdenton R-III High School,260460
Marquette High School,260591
Parkway Central High School,260593
Parkway North High School,260594
Chaminade College Preparatory School,260640
Clayton High School,260645
John Burroughs School,260650
Mary Institute and Saint Louis Country Day School,260655
David H Hickman High School,260720
Columbia Area Career Center,260723
Columbia-Rock Bridge Senior High School,260728
Muriel Williams Battle High School,260733
MU High School - University of Missouri,260734
De Smet Jesuit High School,260781
Saint Louis Priory School,260782
Lafayette High School,260948
Eureka High School,261000
Hazelwood Central Senior High School,261102
Hazelwood East High School,261108
Hazelwood West High School,261109
Seckman Senior High School,261504
Windsor High School,261506
Fort Osage High School,261507
William Chrisman High School,261515
Jefferson City High School,261560
Barstow School,261605
Staley High School,261658
Oak Park High School,261667
Rockhurst High School,261685
Saint Teresa's Academy,261700
Pembroke Hill School,261715
Winnetonka High School,261733
Kirkwood High School,261782
Liberty High School,261848
Liberty North High School,261967
Liberty High School,261970
Mexico Senior High School,262190
Moberly Senior High School,262230
Montgomery County R-II High School,262265
Neosho Senior High School,262350
Fort Zumwalt North High School,262483
Fort Zumwalt West High School,262488
Ritenour High School,262515
Pacific Senior High School,262530
Park Hill Senior High School,262545
Pattonville High School,262575
Republic High School,262765
Park Hill South High School,262802
Francis Howell High School,262845
Francis Howell Central High School,262851
Gateway Science Academy of Saint Louis,262961
Ladue Horton Watkins High School,262970
Lindbergh High School,262980
Principia Upper School,263010
Saint Louis University High School,263065
Fort Zumwalt East High School,263132
Fort Zumwalt South High School,263137
Rockwood Summit High School,263197
Springfield Catholic High School,263295
Washington High School,263537
Waynesville High School,263545
Webster Groves High School,263573
Timberland High School,263591
Billings Central Catholic High School,270087
Bellevue East High School,280205
Bellevue West Senior High School,280206
Elkhorn High School,280755
Northwest High School,280953
Grand Island Senior High School,280955
Lincoln East High School,281303
University of Nebraska High School,281316
Millard North High School,281506
Elkhorn South High School,281708
Creighton Preparatory School,281710
Daniel J Gross Catholic High School,281712
Burke High School,281716
North High School,281720
Millard West High School,281723
South High School,281760
Westside High School,281770
V J and Angela Skutt Catholic High School,281771
Plattsmouth High School,281925
Ralston High School,281980
Platteview High School,282200
Waverly High School,282490
Coronado High School,290069
Douglas High School,290075
Ed W Clark High School,290097
Faith Lutheran High School,290109
Cheyenne High School,290121
Advanced Technologies Academy,290134
Sage Ridge School,290176
Sierra Vista High School,290179
Damonte Ranch High School,290187
George Whittell High School,290190
Palo Verde High School,290200
Arbor View High School,290204
Sunrise Mountain High School,290210
Southwest Career and Technical Academy,290213
Northwest Career and Technical Academy,290225
The Adelson School,290229
Nevada Connections Academy,290240
North Star Online School,290242
West Career and Technical Academy,290244
Coral Academy Of Science High School,290249
Founders Academy Public Charter School,300002
Souhegan High School,300012
Proctor Academy,300015
Pinkerton Academy,300130
Virtual Learning Academy Charter School,300188
Winnacunnet High School,300245
Hollis Brookline High School,300275
Campbell High School,300337
White Mountain School,300345
Londonderry High School,300347
Manchester Central High School,300355
The Derryfield School,300358
Kimball Union Academy,300400
Milford High School,300410
Bishop Guertin High School,300418
Nashua High School North,300430
Nashua High School South,300431
Kearsarge Regional High School,300466
Timberlane Regional High School,300508
Holderness School,300515
Windham High School,300634
Northern Highlands Regional High School,310001
North Hunterdon High School,310005
Winslow Township High School,310012
Ridge High School,310050
Passaic Academy For Science And Engineering,310053
Bayonne High School,310060
Barnegat High School,310062
Marist High School,310070
Hillsborough High School,310073
Saint Rose High School,310080
Bergenfield High School,310090
Governor Livingston High School,310093
Bernards High School,310095
Gill Saint Bernard's School,310100
North Warren Regional High School,310110
Bergen County Academies,310118
Bloomfield High School,310120
Boonton High School,310130
Bordentown Regional High School,310140
Brick Township Memorial High School,310148
Doane Academy,310165
Camdens Promise Charter School,310184
Lower Cape May Region High School,310210
Middle Township High School,310215
Carteret High School,310220
Arthur P Schalick High School,310221
Cherry Hill High School East,310223
Chatham High School,310224
Arthur L Johnson High School,310228
Cliffside Park High School,310240
Clifton High School,310245
Collingswood High School,310250
Colonia High School,310251
Northern Burlington County Regional High School,310252
Colts Neck High School,310253
Cranford High School,310260
Cresskill High School,310263
Delran High School,310264
Northern Valley Regional High School at Demarest,310265
Hillel High School,310267
Randolph High School,310272
Morris County School of Technology,310281
East Brunswick High School,310283
Edison High School,310297
Pingry School,310315
Dwight Englewood School,310355
Manalapan High School,310367
Fair Lawn High School,310370
Howell High School,310375
Mount Olive High School,310378
Hunterdon Central Regional High School,310380
Academy of the Holy Angels,310390
Fort Lee High School,310395
Wallkill Valley Regional High School,310400
Ramapo High School,310402
Delsea Regional High School,310403
Freehold High School,310405
Freehold Township High School,310407
Delaware Valley Regional High School,310410
Garfield High School,310415
Eastern Regional High School,310417
Glen Ridge High School,310435
Hackensack High School,310460
Haddonfield Memorial High School,310470
Paul VI High School,310473
Harrison High School,310505
Hasbrouck Heights High School,310510
Hawthorne Christian Academy,310514
Hawthorne High School,310515
Raritan High School,310518
Highland Park High School,310525
Hightstown High School,310530
Pascack Valley High School,310540
Hoboken High School,310555
Holmdel High School,310566
John F Kennedy Memorial High School,310581
Jackson Memorial High School,310583
Monroe Township High School,310584
Jackson Liberty High School,310587
County Preparatory High School,310603
McNair Academic High School,310612
William Dickinson High School,310650
Kearny High School,310655
Kinnelon High School,310667
Brick Township High School,310678
Leonia High School,310690
Christian Brothers Academy,310693
High Technology High School,310694
Mainland Regional High School,310698
Passaic Valley High School,310700
Rae Kushner Yeshiva High School,310704
Livingston High School,310705
Lyndhurst High School,310730
Mahwah High School,310742
Southern Regional 9-10 High School,310743
Columbia High School,310750
Marlboro High School,310752
Bridgewater-Raritan Regional High School,310753
Oakcrest High School,310758
Absegami High School,310759
Cherokee High School,310761
Lenape High School,310762
Shawnee High School,310763
Metuchen High School,310785
John P Stevens High School,310787
Saint Joseph High School,310790
Middletown High School South,310791
Millburn High School,310795
Millville Senior High School,310800
South Brunswick High School,310802
Montclair Kimberley Academy,310815
Montclair High School,310820
Pascack Hills High School,310823
Moorestown High School,310825
Montville Township High School,310826
Moorestown Friends School,310830
Delbarton School,310835
Morristown High School,310840
Villa Walsh Academy,310850
Mountain Lakes High School,310855
Biotechnology High School,310904
North Star Academy Washington Park High School,310926
Science Park High School,310932
Franklin High School,310979
Rutgers Preparatory School,310985
New Milford High School,310997
Piscataway Township High School,310998
New Providence High School,310999
High Technical High School,311012
North Brunswick Township High School,311019
Mount Saint Mary Academy,311025
Central Jersey College Prep Charter School,311029
Ocean Township High School,311039
Ocean City High School,311045
Northern Valley Regional High School at Old Tappan,311051
Old Bridge High School,311052
Bergen Catholic High School,311053
Frisch School,311069
Immaculate Heart Academy,311072
Paramus High School,311073
Parsippany High School,311078
Parsippany Hills High School,311079
Bais Yaakov of Passaic High School,311083
Passaic High School,311085
Bais Yaakov Machon Ora,311108
Passaic County Technical Institute,311120
Pemberton Township High School,311162
The Pennington School,311170
Phillipsburg High School,311200
Timothy Christian School,311212
Watchung Hills Regional High School,311231
W Windsor-Plainsboro Hs-North,311232
Point Pleasant Borough High School,311242
Point Pleasant Beach High School,311245
Princeton High School,311255
Hun School-Princeton,311260
Princeton International School of Math and Science,311263
Princeton Day School,311265
W Windsor-Plainsboro Hs-South,311277
Stuart County Day Sch-Sacred Heart,311278
Ramsey High School,311290
Red Bank Regional High School,311300
Ridgewood High School,311310
Morris Hills High School,311320
Morris Knolls High School,311321
Roselle Catholic High School,311328
Roselle Park High School,311330
Rumson Fairhaven Regional High School,311335
Ranney School,311336
Rutherford High School,311340
Saddle River Day School,311348
Secaucus High School,311349
Union County Vocational Technical School,311351
Montgomery High School,311359
Scotch Plains-Fanwood High School,311360
Washington Township High School,311364
Somerville High School,311365
Camden County Technical School,311366
Immaculata High School,311367
Cherry Hill High School West,311377
Union County Academy For Information Technology,311381
Seton Hall Preparatory School,311390
South Plainfield High School,311400
Pope John XXIII Regional High School,311407
Sparta High School,311408
Jonathan Dayton High School,311410
Spotswood High School,311412
Roxbury High School,311415
Summit High School,311420
Kent Place School,311425
Oak Knoll School of the Holy Child,311430
Oratory Preparatory School,311435
Teaneck High School,311450
Tenafly High School,311455
Toms River High School East,311457
Toms River High School North,311458
Toms River High School South,311460
Seneca High School,311474
Ewing High School,311480
Steinert High School - East,311483
Nottingham High School - North,311484
Hamilton High School West,311485
Lawrence High School,311487
Union City High School,311535
Verona High School,311550
Vernon Township High School,311552
Vineland High School South,311555
Warren County Technical School,311569
Warren Hills Regional High School,311570
Wayne Valley High School,311573
Wayne Hills High School,311574
Weehawken High School,311575
James Caldwell High School,311578
West Essex Senior High School,311579
Egg Harbor Township High School,311581
Westfield High School,311585
West Milford Township High School,311593
West Orange High School,311613
Westwood Regional Junior-Senior High School,311615
Williamstown High School,311622
Woodbridge High School,311625
Wood-Ridge High School,311640
Albuquerque Academy,320003
La Cueva High School,320038
Gadsden High School,320060
Hobbs High School,320325
Las Cruces High School,320370
Centennial High School,320383
Los Alamos High School,320405
The Academy For Technology And The Classics,320592
New Mexico Connections Academy,320608
Santa Fe High School,320630
Taos High School,320675
Albany Academies,330035
Northern Academy of the Arts,330038
Alexander Middle High School,330110
Andover Central School,330185
Ardsley High School,330210
Byram Hills High School,330225
Baldwin High School,330295
Charles W Baker High School,330300
Bayport-Blue Point High School,330345
Bay Shore High School,330350
Bayside High School,330355
Benjamin Cardozo High School,330357
John F Kennedy High School,330383
Wellington C Mepham High School,330385
Connetquot High School,330449
