school_code,school_name
102138,Somerset Arts Conservatory
102152,Mater Performing Arts and Entertainment Academy
102180,Ponte Vedra High School
102181,West Broward High School
102183,Hialeah Gardens High School
102192,Steinbrenner High School
102196,East River High School
102199,Lake Nona High School
102213,TERRA Environmental Research Institute
102244,Archdiocese of Miami Virtual Catholic School
102285,Oakleaf High School
102293,Orlando Science High School
102319,Obridge Academy
102335,Medical Academy for Science and Technology at Homestead
102386,Riviera Preparatory School
102398,Jose Marti MAST 6-12 Academy
102410,Hillsborough Virtual School
102414,Florida Virtual School Full-Time
102417,Seminole County Virtual School
102457,Franklin Virtual High School
102483,Charlotte Virtual School
102536,Orange County American High School
102537,Catholic Virtual
102597,Q.I. Roberts JR-SR High School
102607,MAST at FIU Biscayne Bay Campus
102630,Pasco E-School
102805,Virtual Schools of Excellence
104450,Score Academy Wellington
110005,North Cobb High School
110007,Fulton Science Academy Private School
110058,Alpharetta High School
110059,Kings Ridge Christian School
110060,Milton High School
110062,Mount Pisgah Christian School
110088,Alliance Academy for Innovation of Cumming
110095,Armuchee High School
110113,Athens Academy
110115,Clarke Central High School
110116,Cedar Shoals High School
110134,Ben Franklin Academy
110143,Coretta Scott King Young Women's Leadership Academy
110146,Chattahoochee High School
110164,Frederick Douglass High School
110169,Whitefield Academy
110170,Henry W Grady High School
110177,Holy Innocents Episcopal School
110180,Maynard Jackson High School
110184,Lakeside High School
110185,Lovett School
110195,Marist School
110196,The Weber School
110205,North Atlanta High School
110217,Pace Academy
110225,Georgia Virtual School
110232,Cristo Rey Atlanta Jesuit High School
110256,The Westminster Schools
110261,Wesleyan School
110270,Cherokee Bluff High School
110278,Augusta Preparatory Day School
110281,A R Johnson Health Science and Engineering Magnet High School
110286,Cross Creek High School
110302,Westminster Schools of Augusta
110303,Westside High School
110304,Atlanta Classical Academy
110338,Paul Duke Stem High School
110401,North Oconee High School
110415,Bowdon High School
110425,Jackson County Comprehensive High School
110474,Frederica Academy
110475,Glynn Academy
110550,Calhoun High School
110589,Cherokee High School
110590,Sequoyah High School
110591,Creekview High School
110603,Carrollton High School
110650,Chamblee Charter High School
110794,Banneker High School
110797,Woodward Academy
110822,Brookstone School
110828,Hardaway High School
110846,East Jackson Comprehensive High School
110860,Rockdale County High School
110898,Eastside High School
110920,Forsyth Central High School
110921,North Forsyth High School
110922,South Forsyth High School
110927,Lambert High School
110929,West Forsyth High School
110931,Forsyth Virtual Academy
110965,North Paulding High School
110970,Dalton High School
111000,Denmark High School
111104,Alexander High School
111107,Chapel Hill High School
111140,Gwinnett School of Mathematics Science and Technology
111141,Georgia Connections Academy
111148,Northview High School
111150,Duluth High School
111152,Dunwoody High School
111154,North Springs High School
111269,Our Lady of Mercy Catholic High School
111275,Fayette County High School
111277,Starr's Mill High School
111279,Whitewater High School
111371,Chestatee High School
111385,Gainesville High School
111444,South Effingham High School
111528,Grovetown High School
111545,Harris County High School
111552,Lovejoy High School
111653,Mill Creek High School
111729,Mundy's Mill High School
111739,Kennesaw Mountain High School
111763,LaGrange Academy
111798,Discovery High School
111805,Central Gwinnett High School
111825,Berkmar High School
111826,Parkview High School
111829,Killian Hill Christian School
111835,Pepperell High School
111836,Lithia Springs High School
111845,Lithonia High School
111850,Loganville High School
111852,Grayson High School
111854,Luella High School
111866,Johns Creek High School
111868,Arabia Mountain High School
111961,Stratford Academy
111965,Morgan County High School
111983,Lassiter High School
111986,Walker School
111987,Walton High School
111990,Marietta High School
111996,Mount Paran Christian School
111998,Pope High School
112010,Wheeler High School
112129,Cambridge High School
112215,Mount Zion High School
112250,Newnan High School
112278,Greater Atlanta Christian School
112279,Meadowcreek High School
112280,Norcross High School
112284,Gwinnett Online Campus
112360,McIntosh High School
112390,Perry High School
112431,Hillgrove High School
112580,Coosa High School
112585,Darlington Middle Upper School
112608,Rome High School
112618,Blessed Trinity Catholic High School
112623,Centennial High School
112625,Roswell High School
112627,Fellowship Christian School
112682,Herchel V Jenkins High School
112696,Savannah Arts Academy
112723,East Coweta High School
112725,Model High School
112754,Brookwood High School
112755,South Gwinnett High School
112791,Effingham County High School
112859,Lanier High School
112862,Collins Hill High School
112866,Peachtree Ridge High School
112973,Thomas County Central High School
113050,Tucker High School
113052,Sandy Creek High School
113130,Villa Rica High School
113151,Houston County High School
113190,Oconee County High School
113268,Apalachee High School
113285,Camden County High School
113303,River Ridge High School
113306,Etowah High School
113309,Woodstock High School
120000,Maui High School
120003,James Campbell High School
120030,Hawaii Baptist Academy
120038,Henry J Kaiser High School
120047,Kalani High School
120065,Maryknoll High School
120076,Moanalua High School
120155,James B Castle High School
120161,Kapolei High School
120162,Island Pacific Academy
120174,Kealakehe High School
120197,Mililani High School
120218,King Kekaulike High School
120225,Henry Perrine Baldwin High School
130041,Bishop Kelly High School
130042,Boise High School
130043,Borah High School
130045,Cole Valley Christian High School
130046,Capital High School
130054,Timberline High School
130080,Vallivue High School
130410,Snake River High School
130443,Skyview High School
130595,Sandpoint High School
140027,Harry D Jacobs High School
140034,Mansueto High School
140069,Northwestern University - Center for Talent Development Gifted Learning Links Online Program
140070,Antioch Community High School
140090,Argo Community High School
140097,John Hersey High School
140098,Saint Viator High School
140170,East Aurora High School
140178,Marmion Academy
140184,Waubonsie Valley High School
140185,West Aurora Senior High School
140187,Metea Valley High School
140188,Illinois Virtual School
140205,Barrington Community High School
140212,Batavia High School
140213,Bartlett High School
140252,Belleville High School-East
140265,Belleville Township High School West
140279,Belvidere North High School
140290,Fenton High School
140345,Dwight D Eisenhower High School
140367,Bolingbrook High School
140368,Intrinsic Schools - Downtown Campus
140380,Bradley-Bourbonnais High School
140402,College Preparatory School-America
140404,Universal School
140447,Buffalo Grove High School
140454,Central High School
140534,Glenbard North High School
140536,Dundee-Crown High School
140563,Cary-Grove Community High School
140593,Centennial High School
140595,Champaign Central High School
140612,Glenwood Senior High School
140627,Chicago Academy For The Arts
140640,Lane Technical High School
140661,Chicago Academy High School
140708,Perspectives Leadership Academy
140721,Chicago Mathematics and Science Academy
140850,DePaul College Prep
140905,Jones College Preparatory
140944,Perspectives Charter Schools: Calumet High School of Technology
140991,ITW David Speer Academy
141017,Marist High School
141055,Nicholas Senn High School
141097,Ridgewood High School
141100,Lincoln Park High School
141141,"Infinity Math, Science and Technology High School at Little Village Lawndale High School Campus"
141170,St Ignatius College Preparatory School
141335,University Of Chicago Laboratory School
141342,Northside College Preparatory High School
141374,Horizon Science Acad-Mckinley Park
141380,Simeon Career Academy
141382,Walter Payton College Preparatory High School
141383,Whitney Young Magnet High School
141393,Marian Catholic High School
141395,Illinois Valley Central High School
141428,Hinsdale South High School
141450,Cobden High School
141515,Crystal Lake Central High School
141517,Crystal Lake South High School
141519,Prairie Ridge High School
141570,Deerfield High School
141595,Maine East High School
141597,Maine West High School
141630,Community High School District 99 North High School
141631,South High School
141635,Tri-Valley High School
141645,Dunlap High School
141660,Durand High School
141735,Edwardsville Senior High School
141765,Saint Edward Central Catholic High School
141770,Elgin High School
141778,Elk Grove High School
141805,York Community High School
141850,Roycemore School
141860,Evanston Township High School
141939,Proviso Mathematics and Science Academy
142020,Geneva Community High School
142073,Glenbard South High School
142075,Glenbard West High School
142078,Glenbrook South High School
142126,Grayslake North High School
142135,Grayslake Central High School
142185,Hampshire High School
142210,Harvard High School
142275,Highland Park High School
142286,Proviso West High School
142300,Hinsdale Central High School
142301,Hoffman Estates High School
142307,Homewood Flossmoor High School
142320,Huntley High School
142330,Hutsonville High School
142373,Joliet Township High School West
142375,Providence Catholic High School
142483,Lyons Township High School North
142485,Nazareth Academy
142520,Lake Forest High School
142524,Lakes Community High School
142525,Lake Forest Academy
142530,Lake Zurich Senior High School
142555,La Salle-Peru High School
142590,Lemont Township High School
142620,Libertyville High School
142635,Benet Academy
142657,Romeoville High School
142662,Glenbard East High School
142695,Deer Creek-Mackinaw High School
142760,Kaneland High School
142830,Mchenry West High School
142852,Lake Park High School
142890,Metamora High School
142912,Bremen High School
143009,Rochelle Zell Jewish High School
143010,Morton High School
143062,Prospect High School
143097,Mundelein High School
143105,Naperville Central High School
143106,Naperville North High School
143108,Neuqua Valley High School
143170,Lincoln-Way Central High School
143171,Lincoln-Way West High School
143200,Normal Community High School
143201,Normal Community West High School
143205,University High School
143223,West Leyden High School
143224,Oak Forest High School
143228,H L Richards High School
143230,Oak Lawn Community High School
143240,Fenwick High School
143245,Oak Park And River Forest High School
143293,Rich Central Campus High School
143325,Carl Sandburg High School
143330,Oswego High School
143331,Oswego East High School
143343,James B Conant High School
143345,Palatine High School
143347,William Fremd High School
143356,Alan B Shepard High School
143357,Amos Alonzo Stagg High School
143374,Rich South Campus High School
143377,Maine South High School
143421,Peoria Notre Dame High School
143425,Limestone Community High School
143465,Saint Bede Academy
143496,Plainfield South High School
143497,Plainfield North High School
143500,Plano High School
143550,Adlai E Stevenson High School
143572,Christian Liberty Academy
143630,Richmond-Burton Community High School
143655,Riverside-Brookfield Township High School
143693,Auburn High School
143703,Guilford High School
143724,Rockford Christian High School
143725,Rock Island High School
143736,Rolling Meadows High School
143784,South Elgin High School
143795,Saint Charles East High School
143796,Saint Charles North High School
143857,Schaumburg High School
143865,Seneca High School
143910,Sherrard High School
143926,Niles West High School
143927,Niles North High School
143955,Springfield Southeast High School
143960,Lanphier High School
143975,Springfield High School
144117,Victor J Andrew High School
144118,Tinley Park High School
144214,Vernon Hills High School
144232,Willowbrook High School
144322,Waukegan High School
144380,Wheaton-Warrenville South High School
144386,Wheaton North High School
144387,Wheeling High School
144395,Williamsfield High School
144425,Winnebago High School
144430,New Trier Township High School
144435,North Shore Country Day School
150031,Oak Farm Montessori School
150133,Legacy Christian School
150203,Eastern Greene High School
150335,Brownsburg High School
150445,Carmel High School
150448,University High School-Indiana
150455,North Vermillion Junior Senior High School
150495,Eastern Hancock High School
150500,Chesterton High School
150540,Our Lady of Providence High School
150610,Columbus North High School
150655,Covington Community High School
150665,Crawfordsville High School
150668,North Montgomery High School
150685,Crown Point High School
150690,Merrillville High School
150695,The Culver Academies
150915,Elkhart Central High School
150966,Signature School
150970,Mater Dei High School
150980,Reitz Memorial High School
151041,Fishers High School
151045,Hamilton Southeastern High School
151103,Homestead High School
151107,R Nelson Snider High School
151275,Mississinewa High School
151347,South Putnam High School
151390,Center Grove High School
151395,Greenwood Community High School
151416,East Central High School
151443,Donald E Gavit Middle High School
151565,Hauser High School
151585,Carroll High School
151647,Avon High School
151650,Ben Davis High School
151651,Roncalli High School
151653,Brebeuf Jesuit Preparatory School
151658,Cardinal Ritter High School
151660,Cathedral High School
151669,Herron High School
151670,Decatur Central High School
151681,George Washington Community High School
151688,Heritage Christian School
151712,Lawrence North High School
151716,Lutheran High School of Indianapolis
151717,North Central High School
151720,Park Tudor School
151724,Perry Meridian High School
151765,Warren Central High School
151875,Kokomo High School
151992,La Lumiere School
152025,Lebanon High School
152345,Mishawaka High School
152355,Union High School
152400,Twin Lakes High School
152440,Morristown Junior-Senior High School
152470,Burris Laboratory School
152474,"Indiana Academy for Science, Math, and Humanities"
152489,Munster High School
152495,Northwood High School
152503,Floyd Central High School
152504,Christian Academy of Indiana
152505,New Albany High School
152510,Pike High School
152615,Noblesville High School
152705,Jac-Cen-Del Junior-Senior High School
152965,Richmond High School
153020,Rochester Community High School
153112,Lake Central High School
153265,Saint Joseph High School
153275,Clay High School
153295,Speedway High School
153300,Owen Valley Community High School
153520,Union City Junior Senior High School
153565,Valparaiso High School
153635,North Posey High School
153665,Franklin Central High School
153690,Warsaw Community High School
153735,Westfield High School
153745,West Lafayette Junior-Senior High School
153795,Whiteland Community High School
153842,Winamac Community High School
153900,Zionsville Community High School
160011,Liberty High School
160080,North Polk High School
160156,Iowa Connections Academy
160160,Ankeny High School
160162,Ankeny Centennial High School
160385,Bettendorf High School
160387,Pleasant Valley High School
160673,John F Kennedy Senior High School
160689,Xavier High School
160703,George Washington High School
161005,Thomas Jefferson High School
161113,West High School
161185,Central Campus High School
161235,Central DeWitt High School
161330,Dubuque Senior High School
161333,Hempstead High School
161505,Western Dubuque High School
161550,Fairfield Community High School
161553,Maharishi School
162155,Iowa City High School
162172,West Senior High School
162220,Johnston High School
162763,Linn Mar High School
163245,Norwalk Community High School
164040,West High School
164045,East High School
164052,Siouxland Community Christian School
164056,North High School
164535,Waukee High School
164625,Valley High School
170089,Andover Central High School
170770,De Soto High School
171532,Bishop Miege High School
171550,Sumner Academy of Arts and Science
171560,Wyandotte High School
171690,Lawrence High School
171691,Lawrence Free State High School
171720,Saint James Academy
172000,Shawnee Mission North High School
172221,Olathe East High School
172222,Olathe South High School
172225,Olathe Northwest High School
172294,Blue Valley North High School
172296,Blue Valley Northwest High School
172302,Blue Valley Southwest High School
172473,Shawnee Mission East High School
172771,Shawnee Mission Northwest High School
172772,Shawnee Mission South High School
172773,Shawnee Mission West High School
172820,Blue Valley High School
172821,Blue Valley West High School
172883,Shawnee Heights High School
172930,Washburn Rural High School
173206,Wichita High School East
173210,Wichita Collegiate School
180001,Logan County High School
180010,Campbell County High School
180024,Ignite Institute Academy
180060,Boyd County High School
180110,Knox Central High School
180120,Bethlehem High School
180133,Nelson County High School
180175,Belfry High School
180200,Marshall County High School
180211,Madison Southern High School
180247,Bowling Green High School
180291,South Warren High School
180370,Campbellsville High School
180500,Adair County High School
180530,Beechwood High School
180535,Covington Catholic High School
180593,South Oldham High School
180630,Harrison County High School
180643,Boyle County High School
180675,Shelby Valley High School
180770,Saint Henry District High School
180835,Boone County High School
180855,Highlands High School
180951,North Oldham High School
180980,Glasgow High School
180990,Barren County High School
180995,Central Hardin High School
181020,Green County High School
181128,Conner Senior High School
181280,Breathitt County High School
181320,Oldham County Senior High School
181417,Bryan Station High School
181425,Henry Clay High School
181430,Lafayette Senior High School
181435,Lexington Catholic High School
181440,Paul Laurence Dunbar High School
181443,Sayre School
181448,Casey County High School
181510,Assumption High School
181525,DuPont Manual High School
181545,Atherton High School
181575,Kentucky Country Day School
181580,Louisville Male High School
181610,Saint Xavier High School
181644,Phoenix School of Discovery
181661,Walden High School
181733,Graves County High School
181755,Mason County High School
181870,Union County High School
181923,Calloway County High School
182033,Apollo High School
182048,Owensboro High School
182070,Bath County High School
182111,Johnson Central High School
182280,Model Laboratory School
182380,Allen County Scottsville High School
182407,Shelby County High School
182412,North Bullitt High School
182455,Pulaski County High School
182462,Southwestern High School
182485,Washington County High School
182560,Larry Ryle High School
182561,Randall K Cooper High School
182575,Valley High School
182740,George Rogers Clark High School
190046,Kenner Discovery Health Sci Acdmy - Vintage Campus
190179,Baton Rouge Magnet High School
190196,University View Academy
190222,Liberty High School
190250,Woodlawn High School
190328,Parkway High School
190420,Carencro High School
190590,Saint Paul's School
190655,Denham Springs Senior High School
190685,Destrehan High School
190993,Dutchtown High School
191045,East Ascension High School
191419,Episcopal School Of Acadiana
191438,Saint Thomas More Catholic High School
191460,LaGrange High School
191495,Washington-Marion Magnet High School
191778,Archbishop Rummel High School
191779,Grace King High School
191782,Metairie Park Country Day School
191784,Saint Martin's Episcopal School
191793,Haynes Academy For Advanced Studies
191825,Neville High School
191870,Central Catholic High School
192006,Benjamin Franklin High School
192030,Holy Cross School
192045,Isidore Newman School
192050,Jesuit High School
192300,Opelousas High School
192304,Westminster Christian Academy
192601,Saint Amant High School
192615,West Feliciana High School
192679,Caddo Parish Magnet High School
192680,C E Byrd High School
192965,Live Oak High School
200055,John Bapst Memorial High School
200390,Fryeburg Academy
200425,Hampden Academy
200515,Kennebunk High School
200683,Mount Desert Island High School
200685,Lincoln Academy
200795,Maine Central Institute
200805,Cheverus High School
200810,Deering High School
200875,Thornton Academy
200895,Scarborough High School
200945,Erskine Academy
200955,Cape Elizabeth High School
200961,Maine Connections Academy
200970,Windham High School
201063,Massabesic High School
201094,Westbrook Regional Vocational Center
210000,Aberdeen High School
210005,Northern Garrett High School
210011,Broadneck High School
210033,Bais Yaakov School for Girls
210038,Baltimore Polytechnic Institute
210050,Bryn Mawr School
210055,Calvert Hall College High School
210060,Carver Vocational Technical Senior High School 454
210061,One Schoolhouse
210067,Digital Harbor High School 416
210079,Eastern Technical High School
210085,Forest Park Senior High School
210107,Lansdowne High School
210108,Loch Raven High School
210115,Mergenthaler Vocational Technical Senior High School 410
210128,Calvert Academy - Columbia
210140,Mount Saint Joseph High School
210145,Notre Dame Preparatory School
210155,"Parkville High School and Center for Mathematics, Science, and Computer Science"
210160,Patterson Senior High School 405
210161,Chesapeake Math And IT Academy South
210162,eLearning
210175,Perry Hall High School
210176,Pikesville High School
210191,Pearson Online Academy
210212,Sparrows Point High School
210220,Western Senior High School 407
210221,Western School for Technology and Environmental Science
210233,John Carroll School
210234,C Milton Wright High School
210239,Patterson Mill Middle High School
210240,High Point High School
210250,Bethesda-Chevy Chase High School
210260,Landon School
210271,Walt Whitman High School
210280,Boonsboro High School
210290,Gwynn Park High School
210300,Maryvale Preparatory School
210316,Paint Branch High School
210317,Saint Andrew's Episcopal School
210330,Sollers Point Technical High School
210362,The Gunston School
210364,Queen Annes County High School
210381,Clarksburg High School
210402,River Hill High School
210409,Hammond High School
210410,West Nottingham Academy
210411,Oakland Mills High School
210412,Wilde Lake High School
210415,Long Reach High School
210424,Indian Creek Upper School
210460,Damascus High School
210477,North Caroline High School
210478,Patapsco High School and Center for the Arts
210490,Easton High School
210494,South River High School
210501,Liberty High School
210509,Centennial High School
210510,Howard High School
210512,Mount Hebron High School
210525,Colonel Richardson High School
210532,Bishop McNamara High School
210535,Governor Thomas Johnson High School
210543,Linganore High School
210545,Saint Johns Catholic Prep
210550,Tuscarora High School
210557,Reservoir High School
210560,Gaithersburg High School
210564,Quince Orchard High School
210568,Watkins Mill High School
210570,Arundel Senior High School
210575,Georgetown Preparatory School
210582,Seneca Valley High School
210583,Archbishop Spalding High School
210585,Glen Burnie High School
210589,Northwest High School
210592,Glenelg Country School
210593,Glenelg High School
210595,Great Mills High School
210597,Eleanor Roosevelt High School
210615,North Hagerstown High School
210635,Havre de Grace High School
210640,College Park Academy
210651,Huntingtown High School
210660,DeMatha Catholic High School
210664,Oakdale High School
210671,Urbana High School
210675,Henry E Lackey High School
210677,Albert Einstein High School
210679,DuVal High School
210681,Riverdale Baptist School
210685,La Plata High School
210694,New Hope Academy
210695,Saint Vincent Pallotti High School
210700,Leonardtown High School
210703,St Mary's Ryken High School
210710,North County High School
210720,Southern High School
210722,Chesapeake Math and IT Public Charter School
210726,Patuxent High School
210730,Dulaney High School
210745,Marriotts Ridge High School
210750,McDonogh School
210755,Middletown High School
210761,Manchester Valley High School
210768,Worcester Technical High School
210780,North East High School
210785,Southern Garrett High School
210795,New Town High School
210799,Northern High School
210802,Oxon Hill High School
210804,Owings Mills High School
210805,Hereford High School
210808,Chesapeake High School
210810,Perryville High School
210811,Beth Tfiloh Community High School
210823,Maurice Mcdonough High School
210825,Poolesville High School
210839,Winston Churchill High School
210841,Heights School
210843,McLean School of Maryland
210850,Calvert High School
210865,North Harford High School
210870,Franklin High School
210871,Forbush School At Glyndon And Hannah More Center - Hannah More Campus
210895,Rising Sun High School
210909,Thomas Sprigg Wootton High School
210910,Richard Montgomery High School
210912,Walter Johnson High School
210914,Rockville High School
210915,Saint James School
210928,James M Bennett High School
210930,Salisbury Christian School
210935,Wicomico High School
210937,Sandy Spring Friends School
210938,Salisbury School
210940,Sherwood High School
210943,Severna Park Senior High School
210945,Severn School
210947,Northwood High School
210948,Griggs International Academy
210955,Bullis School
210959,James Hubert Blake High School
210960,John F Kennedy High School
210965,Montgomery Blair High School
210968,Atholton High School
210969,Springbrook High School
210970,Smithsburg High School
210980,Charles Herbert Flowers High School
210994,Kent Island High School
211004,Century High School
211005,South Carroll High School
211011,Grace Brethren Christian School
211025,George Washington Carver Center for Arts and Technology
211030,Loyola Blakefield High School
211035,Towson High School
211042,Francis Scott Key High School
211054,Thomas Stone High School
211055,Walkersville High School
211059,Westlake High School
211061,"North Point High School for Science, Technology, and Industry"
211067,Saint Charles High School
211081,Winters Mill High School
211083,Our Lady of Good Counsel High School
211084,Carroll County Career and Technology Center
211085,Wheaton High School
211095,Kent County High School
220003,Old Colony Regional Vocational Technical School
220006,Brooke High School
220014,Sparhawk School
220025,Andover High School
220030,Phillips Academy
220032,Arlington Catholic High School
220033,Arlington High School
220050,Cushing Academy
220059,Saint Paul Diocesan Junior Senior High School
220077,Bishop Feehan High School
220085,Auburn High School
220095,Ayer Shirley Regional High School
220112,Bedford High School
220120,Belmont Hill School
220123,Belmont High School
220155,Billerica Memorial High School
220162,Nashoba Regional High School
220163,Notre Dame Academy
220180,Boston College High School
220185,Boston Latin School
220195,John D O'Bryant School of Math and Science
220206,Bradford Christian Academy
220222,Commonwealth School
220235,East Boston High School
220260,Boston Latin Academy
220290,Jeremiah Burke High School
220303,Boston Trinity Academy
220345,Roxbury Latin School
220420,Braintree High School
220425,Thayer Academy
220435,Brockton High School
220445,Brookline High School
220454,Montrose School
220459,MATCH Charter Public High School
220470,Burlington High School
220475,Buckingham Browne Nichols High School
220493,Cambridge Rindge And Latin High School
220495,Lexington Christian Academy
220563,Bay Path Regional Vocational Technical High School
220575,Chelmsford High School
220610,The Rivers School
220611,Chicopee Comprehensive High School
220614,Hampden Charter School-Science
220650,Middlesex School
220665,St John's Preparatory High School
220675,Dedham High School
220680,Noble and Greenough School
220683,Ursuline Academy
220685,Deerfield Academy
220694,Codman Academy Charter Public School
220698,Shepherd Hill Regional High School
220700,Duxbury High School
220715,Douglas High School
220725,Williston Northampton School
220727,East Longmeadow High School
220730,Northfield Mount Hermon High School
220745,Weymouth High School
220764,Pioneer Charter School of Science
220767,Pioneer Charter School Science Ii
220785,B M C Durfee High School
220841,Foxborough Regional Charter School
220842,Framingham High School
220860,Franklin High School
220878,Gloucester High School
220895,Grafton High School
220930,Groton School
220955,The Bromfield School
220985,Haverhill High School
221010,Wachusett Regional High School
221015,Holliston High School
221060,Hopkinton High School
221080,Barnstable High School
221105,Silver Lake Regional High School
221115,Central Catholic High School
221120,Lawrence High School
221145,Lee Middle High School
221190,Lexington High School
221198,Longmeadow High School
221220,Greater Lowell Technical High School
221275,Saint Mary Junior-Senior High School
221290,Malden Catholic High School
221305,Malden High School
221315,Manchester Essex Regional Middle High School
221335,Marlborough High School
221349,Advanced Math and Science Academy Charter School
221355,Maynard High School
221356,VHS Learning
221365,Medford High School
221375,Melrose High School
221385,Nipmuc Regional High School
221403,Old Rochester Regional High School
221440,Milton High School
221475,Natick High School
221485,Needham High School
221493,New Bedford High School
221530,Newton Country Day School of the Sacred Heart
221541,CATS Academy Boston
221545,St Sebastian Middle High School
221548,Newton South High School
221565,Abington High School
221592,Northampton High School
221630,Algonquin Regional High School
221640,Dartmouth High School
221643,Bishop Stang High School
221650,Oliver Ames High School
221660,North Quincy High School
221662,North Reading High School
221675,Norwell High School
221683,Norwood High School
221710,Nauset Regional High School
221715,Oxford High School
221725,Peabody Veterans Memorial High School
221741,Pembroke High School
221765,Pittsfield High School
221800,Quincy High School
221818,Austin Preparatory School
221820,Reading Memorial High School
221832,Revere High School
221842,Triton Regional High School
221869,Salem Academy Charter School
221880,Sandwich High School
221885,Saugus High School
221890,Scituate High School
221895,Sharon High School
221947,Prospect Hill Academy Charter School High School
221972,Boston Collegiate Charter School
221995,The Governors Academy
222000,Frontier Regional School
222001,Southeastern Regional Vocational-Technical High School
222030,Springfield Central High School
222055,Roger L Putnam Vocational Technical Academy
222075,Stoughton High School
222085,Tantasqua Regional High School
222105,Joseph Case High School
222123,Taunton High School
222135,Masconomet Middle High School
222171,Northeast Metropolitan Technical High School
222197,Gann Academy
222212,Waltham Senior High School
222250,Watertown High School
222255,Wayland High School
222275,Dana Hall School
222285,Wellesley High School
222297,Acton-Boxborough Regional High School
222300,Westborough High School
222328,Westfield High School
222330,Westfield Technical Academy
222335,Westford Academy
222342,Pentucket Regional Senior High School
222355,Weston High School
222363,Catholic Memorial School
222370,West Springfield High School
222375,Westwood High School
222378,Xaverian Brothers High School
222395,Whitman-Hanson Regional High School
222428,Winchendon School - MA
222440,Winchester High School
222445,Winthrop High School
222457,Woburn High School
222480,Bancroft School
222492,Doherty Memorial High School
222505,North High School
222515,Saint John's High School
222545,Worcester Academy
222550,Worcester Technical High School
222562,King Philip Regional High School
230086,Huron High School
230087,Greenhills School
230088,Pioneer High School
230089,Skyline High School
230130,Avondale Senior High School
230174,Battle Creek Area Mathematics and Science Center
230180,Lakeview High School
230232,Lenawee Intermediate School District TECH Center
230265,Belleville High School
230327,Seaholm High School
230330,Detroit Country Day High School
230355,Cranbrook Kingswood School
230395,Brighton High School
230445,Byron Center Senior High School
230469,Plymouth High School
230610,Chelsea High School
230612,Chesaning Union High School
230630,Clarkston Senior High School
230650,Clinton High School
230651,Frederick V Pankow Center
230760,Davison High School
230765,Dearborn High School
230768,Divine Child High School
230770,Edsel Ford High School
230775,Fordson High School
230850,Cass Technical High School
230860,Detroit Catholic Central High School
230880,Delasalle Collegiate High School
230904,Lighthouse Connections Academy
230955,Lee M Thurston High School
231005,Mercy High School
231225,University of Detroit Jesuit High School
231235,Western International High School
231273,Waterford Kettering High School
231340,Elk Rapids High School
231446,Woodhaven High School
231455,Atherton High School
231665,Grand Blanc Community School
231670,Grand Haven High School
231687,West Michigan Aviation Academy
231695,Grand Rapids Christian High School
231705,East Grand Rapids High School
231708,Forest Hills Central High School
231717,East Kentwood High School
231900,Hartland High School
231901,Charyl Stockwell Preparatory Academy
231910,Hastings High School
231915,Hazel Park High School
231965,Holland Christian High School
231973,West Ottawa High School
232030,Howell High School
232050,Hudsonville High School
232153,Jenison High School
232167,Kalamazoo Area Math And Science Center
232210,Kingsford High School
232286,Michigan Virtual
232359,Winston Churchill High School
232360,Lowell Senior High School
232383,Lamphere High School
232395,Mackinaw City High School
232465,Marquette Senior High School
232490,Mason High School
232510,McBain High School
232580,Thornapple Kellogg High School
232582,Herbert Henry Dow High School
232585,Midland High School
232593,Lakeland High School
232653,L'Anse Creuse High School North
232654,L'Anse Creuse High School
232708,Reeths Puffer High School
232765,Anchor Bay High School
232835,Northville High School
232843,Novi High School
232850,Okemos High School
232851,Michigan Connections Academy
232880,St Mary Preparatory High School
232882,West Bloomfield High School
232885,Brandon High School
232935,Oxford High School
232959,Sanilac Career Center
233040,Notre Dame Preparatory
233044,Canton High School
233045,Salem High School
233063,Waterford Mott High School
233083,Port Huron High School
233084,Port Huron Northern High School
233194,Rochester Adams High School
233195,Rochester High School
233201,Stoney Creek High School
233395,Saline High School
233453,Advanced Technology Academy
233475,Sparta High School
233508,Henry Ford II High School
233585,Traverse City Central High School
233602,Athens High School
233603,Troy High School
233626,Adlai Stevenson High School
233630,Utica High School
233689,Walled Lake Western High School
233696,Dwight D Eisenhower High School
240070,Andover High School
240080,Anoka High School
240084,Apple Valley High School
240133,Northeast Range High School
240256,Blaine High School
240280,EdOptions Academy
240345,Buffalo High School
240419,Champlin Park High School
240452,Centennial High School
240537,Coon Rapids High School
240578,Heritage Christian Academy
240640,The Marshall School
240708,Edina High School
240720,Elk River Area Senior High School
240780,Minnetonka High School
240863,North Lakes Academy
240865,Forest Lake Senior High School
241150,Eden Prairie High School
241153,Hopkins High School
241175,Hutchinson High School
241325,Lakeville North High School
241326,Lakeville South High School
241410,Orono High School
241465,Mahtomedi Senior High School
241480,Loyola High School
241489,Maple Grove Senior High School
241582,Hmong College Preparatory Academy
241585,Academy of Holy Angels
241600,De La Salle High School
241627,Robbinsdale Armstrong High School
241650,Richfield Senior High School
241689,Minnesota Connections Academy
241805,Mounds View High School
241820,New Prague High School
241855,Northfield High School
241935,Owatonna High School
242030,Princeton High School
242035,Prior Lake High School
242092,Century High School
242100,John Marshall High School
242103,Mayo High School
242110,Rogers High School
242121,Eagan High School
242123,Eastview High School
