school_code,school_name
390190,Bangor Area Senior High School
390225,Bellefonte Area High School
390255,Avonworth High School
390280,Tulpehocken Junior-Senior High School
390295,Conestoga High School
390303,Lower Moreland High School
390322,Freedom High School
390325,Liberty High School
390335,Moravian Academy
390362,Central Columbia High School
390380,Chichester High School
390390,Boyertown Area Senior High School
390405,Bradford Area High School
390488,Central Bucks High School East
390490,Burgettstown Middle/High School
390500,Butler Area Senior High School
390530,Canon-McMillan High School
390535,Peters Township High School
390560,Carlisle High School
390603,Chambersburg Area Senior High School
390635,Deer Lakes High School
390655,Thomas Jefferson High School
390675,Abington Heights High School
390703,Clearfield Area Junior Senior High School
390755,East Juniata High School
390760,Perkiomen Valley High School
390800,Conneaut Area Senior High school
390830,Southern Lehigh High School
390845,Our Lady Sacred Heart High School
390855,Cedar Crest High School
390870,Holy Ghost Preparatory School
390930,Dallastown Area High School
390950,Danville Area High School
390965,Blackhawk High School
390985,Cocalico High School
391019,East Stroudsburg Area High School North
391033,Downingtown High School West
391045,Central Bucks High School West
391075,Susquenita High School
391115,Upper Perkiomen High School
391130,Easton Area High School
391150,East Stroudsburg High School- South
391155,Central Cambria High School
391200,Elizabethtown Area High School
391225,West Perry High School
391230,Bentworth Senior High School
391250,Emmaus High School
391265,Ephrata Senior High School
391298,Northwest Pennsylvania Collegiate Academy
391341,Downingtown High School East Campus
391348,21st Century Cyber Charter School
391366,Methacton High School
391395,Ridley High School
391405,Forest City Regional High School
391415,Upper Dublin High School
391441,Pennsylvania Leadership Charter School
391470,MMI Preparatory School
391505,George School
391512,Pine-Richland High School
391537,Garnet Valley High School
391545,Susquehannock High School
391575,Greensburg-Salem High School
391576,Hempfield Area Senior High School
391600,Gwynedd Mercy Academy High School
391640,Bishop McDevitt High School
391645,Central Dauphin High School
391646,Central Dauphin East High School
391670,Penn-Trafford High School
391695,Hatboro-Horsham High School
391705,Haverford High School
391765,Hershey High School
391785,Whitehall High School
391790,Council Rock High School South
391855,Lower Dauphin High School
391885,Indiana Area Senior High School
391895,Norwin High School
391910,Jefferson-Morgan Middle High School
391925,Lakeland Junior-Senior High School
391956,Greater Johnstown High School
391968,Richland High School
391975,Westmont Hilltop High School
391980,William Tennent High School
391995,Karns City High School
392005,Kennett High School
392025,Wyoming Valley West High School
392040,Wyoming Seminary College Preparatory School
392045,Palisades High School
392055,Armstrong Junior-Senior High School
392085,Western Wayne High School
392105,Conestoga Valley Senior High School
392115,Lancaster Country Day School
392140,Hempfield High School
392150,Lansdale Catholic High School
392155,North Penn High School
392170,Greater Latrobe Senior High School
392195,Lebanon High School
392215,Schuylkill Valley High School
392270,Bethel Park High School
392275,South Park High School
392287,Penncrest High School
392296,Lititz Christian School
392300,Warwick High School
392305,Littlestown Senior High School
392363,Great Valley High School
392365,Malvern Preparatory School
392370,The Phelps School
392375,Villa Maria Academy
392380,Northeastern Senior High School
392415,Mars Area High School
392535,Meadville Area Senior High School
392545,Cumberland Valley High School
392573,Jack M Barrack Hebrew Academy
392610,Fort Cherry High School
392635,Delaware Valley High School
392708,Gateway High School
392745,South Fayette Township High School
392765,North Pocono High School
392795,Donegal High School
392835,Franklin Regional Senior High School
392845,Greater Nanticoke High School
392857,Highlands High School
392860,Nazareth Area High School
392865,Manheim Township High School
392937,United High School
392950,New Hope-Solebury High School
392970,Blue Ridge High School
392985,Council Rock High School North
393000,Marple Newtown High School
393062,Northumberland Christian School
393075,West Allegheny Senior High School
393125,Parkland High School
393135,Oxford Area High School
393145,Palmyra Area High School
393190,Perkiomen School
393195,Pennridge High School
393242,Academy at Palumbo
393250,Constitution High School
393275,Central High School
393280,Cheltenham High School
393285,Springside Chestnut Hill Academy
393300,Episcopal Academy
393311,Franklin Learning Center High School
393342,G W Carver High School of Engineering and Science
393397,Agora Cyber Charter School
393407,Northeast High School
393480,Saint Joseph's Preparatory School
393515,Springfield Township High School
393560,William Penn Charter School
393580,Phoenixville Area High School
393620,Fox Chapel Area High School
393648,Pittsburgh Brashear High School
393655,Central Catholic High School
393658,Chartiers Valley High School
393680,Keystone Oaks High School
393695,The Ellis School
393707,Upper Saint Clair High School
393730,Mount Lebanon High School
393745,North Allegheny Senior High School
393752,North Hills High School
393768,Pittsburgh Creative and Performing Arts 6-12
393772,Plum Senior High School
393775,Oakland Catholic High School
393789,Pittsburgh Science and Technology Academy
393901,Shady Side Academy
393908,Seton-La Salle High School
393925,Pittsburgh Allderdice High School
393970,Winchester Thurston High School
394040,Plymouth Whitemarsh High School
394052,Pocono Mountain West High School
394080,Hill School
394085,Owen J Roberts High School
394100,Pottsville Area High School
394120,Quakertown Community Senior High School
394125,Solanco High School
394133,Radnor High School
394145,Exeter Township Senior High School
394170,Reading High School
394190,Red Lion Area Senior High School
394265,Conrad Weiser High School
394290,Harriton High School
394300,Spring-Ford Area High School
394310,West Shamokin Junior-Senior High School
394325,Elk County Catholic High School
394368,Knoch High School
394442,Scranton High School
394475,Sewickley Academy
394502,Kennedy Catholic High School
394635,Souderton Area High School
394685,State College Area High School
394703,Pottsgrove High School
394740,Shikellamy High School
394756,Pocono Mountain East High School
394820,Titusville Senior High School
394955,Unionville High School
394965,Upper Darby High School
394992,Central Bucks High School South
395015,Strath Haven High School
395060,Trinity High School
395080,Seneca High School
395105,Waynesboro Area Senior High School
395163,Collegium Charter School
395164,West Chester East High School
395167,West Chester Bayard Rustin High School
395170,B Reed Henderson High School
395180,Avon Grove High School
395327,Williamsport Area High School
395395,Wyalusing Valley Junior-Senior High School
395410,Wyomissing Area High School
395415,Pennsbury High School
395417,Pittston Area High School
395430,Central York High School
395440,William Penn High School
395465,Seneca Valley Senior High School
400030,Coventry High School
400031,Blackstone Valley Prep High School
400040,East Greenwich High School
400053,Smithfield High School
400055,Burrillville High School
400057,William M Davies Jr Career and Technical High School
400058,Johnston Senior High School
400088,North Kingstown Senior High School
400090,North Providence High School
400093,Ponaganset High School
400095,Scituate High School
400128,Portsmouth High School
400130,Portsmouth Abbey School
400160,La Salle Academy
400170,Wheeler School
400180,Moses Brown School
400215,Saint Mary Academy - Bay View
400237,Toll Gate High School
400238,Bishop Hendricken High School
400239,Pilgrim High School
400255,Westerly High School
400265,West Warwick High School
400285,Mount Saint Charles Academy
400287,North Smithfield High School
410026,South Aiken High School
410210,Blythewood High School
410345,D W Daniel High School
410356,Academic Magnet High School
410404,Northwood Academy
410485,Clover High School
410490,Scholars Academy
410501,Ben Lippen School
410518,Spring Valley High School
410520,Dreher High School
410524,South Carolina Connections Academy
410531,Heathwood Hall Episcopal School
410543,Ridge View High School
410555,Conway High School
410759,Trinity Collegiate School
410885,Berea High School
410892,Christ Church Episcopal School
410899,James L Mann High School
410920,Wade Hampton High School
410935,Greenwood High School
410936,Emerald High School
410940,Blue Ridge High School
410951,Riverside High School
410997,Governor School Science And Math
411101,Dutch Fork High School
411290,Lexington High School
411363,Mauldin High School
411445,Wando High School
411465,Myrtle Beach High School
411468,Carolina Forest High School
411470,Socastee High School
411472,Saint James High School
411527,Fort Dorchester High School
411674,John Paul II Catholic School
411849,Oakbrook Preparatory School
411934,Wilson Hall
412117,Anderson Districts I & II Career and Technology Center
412170,Woodruff High School
421178,Lincoln High School
421183,Roosevelt High School
430001,Nolensville High School
430057,Tennessee Connections Academy
430070,Bartlett High School
430162,Brentwood High School
430168,Ravenwood High School
430300,Girls' Preparatory School
430315,McCallie School
430405,Fred J Page High School
430413,Saint George's Independent School
430435,Farragut High School
430452,Cordova High School
430506,Stone Memorial High School
430630,Elizabethton High School
430657,Fairview High School
430701,Centennial High School
430705,Franklin High School
430706,Independence High School
430758,Houston High School
430760,Germantown High School
430890,Hendersonville High School
430894,Pope John Paul II High School
430958,Trinity Christian Academy
431000,University School
431010,Science Hill High School
431098,South-Doyle High School
431102,Hardin Valley Academy
431118,L & N STEM Academy
431127,Webb School of Knoxville
431253,Goodpasture Christian School
431395,Christian Brothers High School
431447,Memphis University School
431455,Hutchison School
431609,Central Magnet School
431645,Republic High School
431662,Ensworth High School
431670,Harpeth Hall School
431706,John Overton Comprehensive High School
431710,Montgomery Bell Academy
431711,Martin Luther King Jr Magnet High School for Health Science and Engineering
431760,Renaissance High School
431800,Oak Ridge High School
431820,Oliver Springs High School
431830,Ooltewah High School
431845,Henry County High School
432107,Seymour High School
433182,Summit High School
440001,Lebanon Trail High School
440007,Shadow Creek High School
440018,Ray Braswell High School
440027,Veterans Memorial High School
440028,Tom Glenn High School
440039,Manara Leadership Academy
440051,Leadership Prep School
440062,Idea Academy-Alamo
440065,Aledo High School
440069,Liberal Arts and Science Academy High School
440076,Alief Hasting Senior High School
440077,Allen High School
440078,Elsik High School
440090,Santa Fe High School
440101,Harmony Science Academy - Pflugerville
440125,Amarillo High School
440142,Randall High School
440155,Klein Cain High School
440164,Weiss High School
440165,Patricia E Paetow High School
440175,Andrews High School
440179,Harlan High School
440180,Angleton High School
440207,Moe And Gene Johnson High School
440235,Archer City High School
440236,James Martin High School
440240,Arlington High School
440241,Lamar High School
440242,Sam Houston High School
440243,James Bowie High School
440256,Argyle High School
440259,Juan Seguin High School
440281,Bridgeland High School
440294,L C Anderson High School
440300,McCallum High School
440303,McNeil High School
440305,John B Connally High School
440311,Lake Travis High School
440320,Stephen F Austin High School
440324,Westlake High School
440326,Westwood High School
440331,James Bowie High School
440347,NYOS Charter School
440349,Akins High School
440362,Saint Dominic Savio Catholic High School
440363,Vandegrift High School
440364,KIPP Austin Collegiate
440393,IDEA Montopolis College Preparatory
440410,Bandera High School
440414,Sevenstar Academy LLC
440416,Memorial High School
440431,Grand Oaks High School
440436,Beaumont United High School
440490,Robert E Lee High School
440501,Legacy Christian Academy
440513,West Brook Senior High School
440553,Jordan High School
440557,Bellaire Senior High School
440561,Episcopal High School
440567,Rock Hill High School
440575,Bellville High School
440580,Belton High School
440613,Radiant Stem Academy
440732,Boerne Samuel V Champion High School
440790,Bowie High School
440805,Brackett High School
440835,Brenham High School
440906,Idea Frontier College Preparatory
440912,James Pace High School
440925,Early High School
440943,Dubiski Career High School
440944,Transmountain Early College High School
440945,Allen Academy
440959,James Earl Rudder High School
441000,Burkburnett High School
441045,Calallen High School
441112,Northwest Early College High School
441134,Harmony Science Academy - Carrollton
441140,R L Turner High School
441143,Newman Smith High School
441144,Creekview High School
441146,Hebron High School
441174,Cedar Park High School
441176,Vista Ridge High School
441335,Cleburne High School
441356,IM Terrell Academy For Stem And Vpa
441360,Clint High School
441361,Clint ISD Early College Academy
441380,Coldspring-Oakhurst High School
441400,A And M Consolidated High School
441401,College Station High School
441408,Colleyville Heritage High School
441463,Caney Creek High School
441470,Conroe High School
441471,The Woodlands High School
441472,Judson High School
441473,Oak Ridge High School
441485,Coppell High School
441486,New Technology High at Coppell
441500,Flour Bluff High School
441647,Crowley High School
441690,Cy-Fair Senior High School
441718,Bishop Lynch High School
441723,Bryan Adams High School
441734,Episcopal School of Dallas
441740,Highland Park High School
441750,The Hockaday School
441755,Jesuit College Preparatory School
441758,Lake Highlands High School
441761,Lakehill Preparatory School
441796,Prestonwood Christian Academy
441805,Saint Mark's School of Texas
441811,Townview Magnet Hs-Sci And Engineering
441814,Townview Magnet Hs-Talent And Gift
441823,Trinity Christian Academy
441825,Ursuline Academy
441835,Woodrow Wilson High School
441866,Da Vinci School for Science and the Arts
441875,Deer Park High Sch-S Campus
441886,Harmony School Of Innovation Dallas
441927,Del Valle High School
441946,John H Guyer High School
441950,Billy Ryan High School
441951,Denton High School
441967,Desoto High School
441971,Lake Creek High School
442046,Donna North High School
442065,Dripping Springs High School
442085,Duncanville High School
442100,Eagle Pass High School
442101,C C Winn High School
442143,Robert Vela High School
442144,IDEA Quest College Preparatory
442147,Johnny Economedes High School
442148,Edinburg North High School
442192,Harmony Science Academy - El Paso
442208,Captain John L Chapin High School
442217,Eastwood High School
442220,El Paso High School
442240,Radford School
442263,Horizon High School
442277,Eastlake High School
442322,Trinity High School
442323,Harmony Science Academy: Euless
442368,Parish Episcopal School
442425,Florence High School
442434,Flower Mound High School
442465,Forney High School
442488,Heritage High School
442505,Arlington Heights High School
442510,Haltom High School
442517,Fort Worth Christian School
442519,Fort Worth Country Day School
442526,Lake Country Christian School
442537,North Crowley High School
442549,Nolan Catholic High School
442551,Oakridge School
442558,Richland High School
442560,Robert L Paschal High School
442572,Trinity Valley School
442583,Central High School
442591,Harmony School Innovation-Ft Wrth
442594,Chisholm Trail High School
442602,Wakeland High School
442610,Brazosport High School
442611,V R Eaton High School
442612,Brazoswood High School
442624,Clear Brook High School
442625,Friendswood High School
442626,Independence High School
442627,Rick Reedy High School
442633,Centennial High School
442634,Legacy Christian Academy
442635,Frisco High School
442638,Lone Star High School
442690,Ball High School
442730,Lakeview Centennial High School
442732,North Garland High School
442733,South Garland High School
442736,Naaman Forest High School
442741,International Leadership Of Texas - Garland High School
442770,Georgetown High School
442776,East View High School
442790,Giddings High School
442917,North Central Texas Academy
442932,South Grand Prairie High School
442941,Grand Prairie Collegiate Institute
442958,iUniversity Prep
442963,Carroll Senior High School
442965,Grapevine Senior High School
443100,Hamshire Fannett High School
443118,Harker Heights High School
443124,Harlingen High School South
443125,Harlingen High School
443191,Rockwall Heath High School
443199,Sandra Day O'Connor High School
443201,Texas Connections Academy at Houston
443260,Hidalgo Early College High School
443292,YES Prep Public Schools - Gulfton Campus
443317,Cypress Springs High School
443330,Incarnate Word Academy
443346,Cypress Falls High School
443355,C E King High School
443358,Cypress Creek High School
443361,Clear Lake High School
443372,Kerr High School
443374,J Frank Dobie High School
443378,Michael E Debakey High School for Health Professions
443383,Strake Jesuit College Preparatory
443385,Heights High School
443390,Kinkaid School
443394,Klein Forest High School
443402,Memorial Senior High School
443408,North Shore Senior High School
443409,Houston Christian High School
443419,Ross Shaw Sterling Aviation High School
443424,Langham Creek High School
443426,Mayde Creek High School
443432,Saint Pius X High School
443433,Saint Thomas Episcopal School
443435,Saint Thomas High School
443439,Second Baptist School
443447,Stratford High School
443451,Spring Woods Senior High School
443464,The Banff School
443502,Lawrence D Bell High School
443509,Cinco Ranch High School
443510,Hutto High School
443511,Eastwood Academy
443522,Westside High School
443527,Ingram Tom Moore High School
443541,Carnegie Vanguard High School
443542,Al Hadi School of Accelerative Learning
443546,Harmony Science Academy-Houston High
443553,Jack E Singley Academy
443560,Irving High School
443562,MacArthur High School
443563,Nimitz High School
443583,Atascocita High School
443598,Harmony School of Advancement-Houston
443637,Young Womens College Preparatory Academy
443638,Mickey Leland College Preparatory Academy for Young Men
443641,Harmony School of Discovery - Houston
443642,KIPP Generations High School
443700,Joshua High School
443715,Northwest High School
443724,Harmony School of Innovation Katy
443726,Obra D Tompkins High School
443727,Seven Lakes High School
443735,Katy High School
443736,James E Taylor High School
443739,Morton Ranch High School
443747,Cypress Lakes High School
443752,Timber Creek High School
443753,Fossil Ridge High School
443755,Keller High School
443787,Kennedale High School
443850,Killeen High School
443863,Kingwood High School
443925,Jack C Hays High School
443948,Lago Vista High School
443950,La Grange High School
443965,Lake Dallas High School
444025,La Porte High School
444042,J B Alexander High School
444058,United High School
444080,Clear Falls High School
444082,Clear Springs High School
444087,Clear Creek High School
444095,Leander High School
444097,Rouse High School
444132,Edward S Marcus High School
444135,Lewisville High School
444145,Lexington High School
444170,Lindale High School
444171,iSchool Virtual Academy
444185,Lindsay High School
444260,Lone Oak High School
444350,Monterey High School
444360,Lubbock High School
444368,Lovejoy High School
444385,Lufkin High School
444424,Magnolia West High School
444425,Magnolia High School
444458,Manor New Technology High School
444460,Mansfield High School
444463,Manvel High School
444466,Frontier High School
444595,McAllen High School
444596,McAllen Memorial High School
444599,Nikki Rowe High School
444620,McGregor High School
444630,McKinney High School
444632,McKinney North High School
444633,McKinney Boyd High School
444645,Meadow School
444682,Science Academy of South Texas
444705,Irion County High School
444710,Mesquite High School
444712,North Mesquite High School
444713,Dr Ralph H Poteet High School
444731,Orion High School
444743,Robert E Lee High School
444750,Midlothian High School
444751,Midlothian Heritage High School
444830,Mission High School
444833,IDEA Mission College Preparatory
444836,Ridge Point High School
444841,Thurgood Marshall High School
444865,Montgomery High School
444916,Byron Nelson High School
444917,Logos Preparatory Academy
444932,Chapel Hill High School
444936,Harmony Science Academy - San Antonio
445005,Navasota High School
445025,Nederland High School
445030,Needville High School
445056,Smithson Valley High School
445061,John Paul II Catholic High School
445129,Harmony School of Endeavor Austin
445137,Birdville High School
445195,Odessa Senior High School
445197,Permian High School
445225,Olney High School
445240,Little Cypress-Mauriceville High School
445375,Pasadena High School
445410,Pearland High School
445414,Glenda Dawson High School
445499,Hendrickson High School
445500,Pflugerville High School
445565,Plano Senior High School
445569,Plano East Senior High School
445573,Plano West Senior High School
445578,John Paul II High School
445579,Liberty High School
445630,Calhoun High School
445644,Porter High School
445715,Prosper High School
445805,Red Oak High School
445840,Richardson High School
445841,Lloyd V Berkner High School
445848,William B Travis High School
445856,Foster High School
445860,Stephen F Austin High School
445862,George Ranch High School
445935,Rockport-Fulton High School
445952,Rockwall High School
445965,Roma High School
446017,Rowlett High School
446025,Round Rock High School
446027,Cedar Ridge High School
446037,Stony Point High School
446050,Royse City High School
446080,Sabine Pass School
446082,Sachse High School
446084,W E Boswell High School
446087,Saginaw High School
446088,Byron P Steele II High School
446090,Salado High School
446093,Johnson High School
446115,Central High School
446120,Alamo Heights High School
446121,River City Believers Academy
446122,Antonian College Preparatory High School
446135,East Central High School
446144,International School Of Americas
446151,Highlands High School
446154,James Madison High School
446156,John Jay High School
446158,Keystone School
446161,Virginia Allred Stacey Junior-Senior High School
446170,McCollum High School
446203,LEE High School
446207,Ronald Reagan High School
446220,Saint Marys Hall
446239,William J Brennan High School
446254,Brandeis High School
446255,TMI Episcopal School of Texas
446258,Theodore Roosevelt High School
446261,Tom C Clark High School
446273,Winston Churchill High School
446277,Karen Wagner High School
446283,BASIS San Antonio Shavano Campus
446285,San Augustine High School
446286,IDEA Carver College Preparatory
446292,South Texas ISD Medical Professions
446325,San Marcos High School
446365,Samuel Clemens High School
446430,Seguin High School
446690,Klein High School
446691,Klein Oak High School
446693,Klein Collins High School
446780,Sudan High School
446782,Elkins High School
446783,I H Kempner High School
446784,William P Clements High School
446785,Dulles High School
446786,Fort Bend Christian Academy-Hs
446789,Harmony School of Innovation - Sugar Land
446805,Sulphur Springs High School
446902,Taylor High School
446950,Terrell High School
446991,The John Cooper School
447043,Tomball High School
447044,Tomball Memorial High School
447116,All Saints Episcopal School
447200,Industrial High School
447254,Victoria East High School
447268,Victoria West High School
447275,Vidor High School
447290,Midway High School
447321,Vanguard College Preparatory School
447332,Wall High School
447335,Waller High School
447382,Waxahachie High School
447395,Weatherford High School
447440,Weslaco High School
447441,Weslaco East High School
447480,IDEA Weslaco College Prep
447517,Whitehouse High School
447640,Frenship High School
447642,The Woodlands College Park High School
447644,Woodlands Christian Academy
450005,American Fork High School
450028,Farmington High School
450064,Juan Diego Catholic High School
450073,Corner Canyon High School
450124,Providence Hall Charter School
450126,Herriman High School
450235,Murray High School
450248,Fremont High School
450283,Timpanogos High School
450290,Park City High School
450326,Timpview High School
450328,Waterford School
450375,Judge Memorial High School
450385,Rowland Hall
450397,Skyline High School
450400,West High School
450402,Alta High School
450418,Syracuse High School
450426,Merit College Preparatory Academy
460030,Mount Anthony Union High School
460135,Essex High School
460250,Milton High School
460255,Montpelier High School
460262,U-32 Middle & High School
460263,Harwood Union Middle High School
460280,North Country Union High School
460395,St Johnsbury Academy
460520,Woodstock Union High School & Middle School
470002,Charles J Colgan Sr High School
470006,BASIS Independent McLean
470019,Bishop Ireton High School
470020,Episcopal High School
470021,John Champe High School
470026,West Potomac High School
470028,Hayfield Secondary School
470033,Ideaventions Academy for Mathematics and Science
470036,CodeRVA Regional High School
470040,Saint Stephen's and Saint Agnes School
470051,T C Williams High School
470054,Thomas Jefferson High School for Science and Technology
470061,Briar Woods High School
470064,Riverside High School
470076,Independence High School
470093,Lightridge High School
470103,Bishop O'Connell High School
470120,Wakefield High School
470125,Washington Liberty High School
470127,H B Woodlawn
470130,Yorktown High School
470132,Department of Defense Education Activity Virtual High School
470135,Broad Run High School
470139,Stone Bridge High School
470175,Liberty High School
470225,Blacksburg High School
470353,Lake Braddock Secondary School
470390,Fluvanna County High School
470402,Chantilly High School
470406,Westfield High School
470420,Albemarle High School
470423,Charlottesville High School
470445,Chatham Hall
470462,Hickory High School
470479,Western Branch High School
470485,Thomas Dale High School
470486,Lloyd C Bird High School
470503,Cosby High School
470533,Buffalo Gap High School
470549,Centreville High School
470627,Western Albemarle High School
470700,Virtual Virginia
470765,Mechanicsville High School
470785,Fairfax High School
470786,Fairfax Christian School
470787,Commonwealth Academy
470788,Woodson High School
470792,Falls Church High School
470795,George Mason High School
470800,Stafford High School
470801,Saint Paul VI Catholic High School
470805,Trinity Christian School
470835,Shenandoah Valley Governor's School
470853,Jefferson Forest High School
470879,Chancellor High School
470882,Fredericksburg Academy
470887,Riverbend High School
470952,Deep Run High School
470956,Glen Allen High School
470965,Goochland High School
470985,The Madeira School
470989,Oakcrest School
471035,Harrisonburg High School
471065,Herndon High School
471067,K12 Private Academy
471069,Battlefield High School
471117,Wakefield School
471180,King George High School
471227,Heritage High School
471230,Loudoun County High School
471232,Tuscarora High School
471251,South County High School
471295,E C Glass High School
471315,Princess Anne High School
471325,Madison County High School
471345,Osbourn Park Senior High School
471351,Governors School at Innovation Park
471393,Langley High School
471395,McLean High School
471396,The Potomac School
471429,Clover Hill High School
471430,Midlothian High School
471431,Millwood School
471445,Louisa County High School
471450,Staunton River High School
471533,Hampton Roads Academy
471561,Kettle Run High School
471562,Patriot High School
471615,Catholic High School
471618,Norfolk Christian Upper School
471620,Norview High School
471648,Flint Hill School
471660,Orange County High School
471716,Appomattox Regional Governor's School Arts And Technology
471720,Matoaca High School
471785,Powhatan High School
471790,Prince George High School
471803,Loudoun Valley High School
471804,Woodgrove High School
471835,Armstrong High School
471853,George Wythe High School
471860,John Marshall High School
471863,John Randolph Tucker High School
471872,Mills Godwin High School
471873,Monacan High School
471885,Saint Catherine's School
471890,Saint Christopher's School
471933,Cave Spring High School
471941,North Cross School
471985,Franklin County High School
472015,Academies of Loudoun
472035,Salem High School
472127,Courtland High School
472130,Spotsylvania High School
472131,Massaponax High School
472140,West Springfield High School
472142,Brooke Point High School
472144,Colonial Forge High School
472147,Mountain View High School
472171,Park View High School
472174,Sherando High School
472176,Potomac Falls High School
472178,Dominion High School
472209,Suffolk Christian Academy
472213,Nansemond-Suffolk Academy
472273,Landstown High School
472278,James Madison High School
472279,Oakton High School
472284,Atlantic Shores Christian School
472285,Bayside High School
472287,Floyd E Kellam High School
472289,Frank W Cox High School
472290,First Colonial High School
472293,Kempsville High School
472305,Fauquier High School
472306,Salem High School
472308,Ocean Lakes High School
472310,Liberty High School
472362,Waynesboro High School
472430,James Wood High School
472431,Millbrook High School
472455,Woodberry Forest School
472460,Gar-Field High School
472463,Woodbridge Senior High School
472464,Potomac Senior High School
472468,Forest Park High School
472475,Massanutten Military Academy
480013,North Creek High School
480025,Anacortes High School
480029,Lincoln High School
480033,Pacific Northwest Connections Academy
480041,Washington Connections Academy Goldendale
480044,Auburn Mountainview High School
480046,Auburn Riverside High School
480052,Washington Connections Academy
480056,Cam Academy
480067,Eastside Catholic High School
480068,International School
480069,Interlake High School
480070,Bellevue Senior High School
480071,Newport High School
480072,Sammamish High School
480073,Overlake School
480083,Sehome High School
480091,Squalicum High School
480094,Bellingham High School
480100,Bothell High School
480115,Bridgeport High School
480118,Hockinson High School
480139,Union High School
480140,Camas High School
480145,Cedarcrest High School
480150,Riverview Learning Center - PARADE
480185,Cheney High School
480343,Mountlake Terrace High School
480350,Ellensburg High School
480383,Cascade Senior High School
480385,Everett High School
480387,Mariner High School
480391,Archbishop Murphy High School
480400,Ferndale High School
480401,Todd Beamer High School
480410,Friday Harbor High School
480420,Peninsula High School
480500,Issaquah High School
480502,Liberty High School
480520,Kelso High School
480524,Kamiakin High School
480531,Southridge High School
480536,Kentridge Senior High School
480539,Kentwood Senior High School
480545,Lake Washington High School
480548,Eastlake High School
480552,International Community School
480572,Timberline High School
480585,Lake Stevens High School
480698,Mercer Island High School
480701,Yellow Wood Academy
480711,Henry M Jackson High School
480725,Monroe High School
480740,Moses Lake Senior High School
480750,Mount Vernon High School
480758,Kamiak High School
480797,Mount Si High School
480810,Oak Harbor High School
480834,Northwest Christian High School
480835,Olympia High School
480855,Orting High School
480910,South Kitsap High School
480920,North Kitsap High School
480935,Pullman High School
480940,Puyallup High School
480955,Quincy High School
480971,WANIC Skill Center
480976,Tesla Stem High School
480978,Redmond High School
480985,Charles A Lindbergh High School
480987,Hazen High School
481000,Richland High School
481002,Hanford High School
481045,Ballard High School
481050,Bishop Blanchet High School
481055,Cleveland Stem High School
481080,Franklin High School
481100,Holy Names Academy
481112,Ingraham High School
481115,Garfield High School
481117,King's High School
481128,Nathan Hale High School
481140,Roosevelt High School
481160,Seattle Preparatory School
481163,Shorecrest High School
481166,Shorewood High School
481175,Sedro Woolley High School
481185,Sequim High School
481210,Snohomish Senior High School
481211,Glacier Peak High School
481222,Emerald Ridge High School
481243,Spokane Virtual Learning
481258,Joel E Ferris High School
481265,Lewis and Clark High School
481275,North Central High School
481291,Spokane Valley Tech
481365,Bellarmine Preparatory School
481368,Charles Wright Academy
481391,Tacoma Science and Math Institute
481465,Evergreen High School
481471,Seton Catholic College Preparatory High School
481477,Mountain View High School
481482,Washington School For The Blind
481489,Skyview High School
481492,Heritage High School
481493,Vancouver iTech Preparatory
481503,Walla Walla High School
481505,Wapato High School
481535,Wenatchee High School
481580,Bainbridge High School
481592,The Bear Creek School
481598,Woodinville High School
481603,Dwight D Eisenhower High School
490165,Buckhannon-Upshur High School
490175,Musselman High School
490205,Charleston Catholic High School
490217,George Washington High School
490229,Washington High School
490327,Pocahontas County High School
490360,Elkins High School
490385,East Fairmont High School
490483,John Marshall High School
490545,Hedgesville High School
490800,East Hardy High School
490875,Morgantown High School
490880,University High School
490930,Magnolia High School
490935,Nitro High School
491178,Jefferson High School
491365,Brooke High School
491400,Central Catholic High School
500024,Jedi Virtual School
500064,Appleton North High School
500140,Baraboo High School
500230,Pecatonica Area High School
500281,Brookfield East High School
500282,Brookfield Central High School
500283,Brookfield Academy
500500,De Forest Area High School
500520,Denmark High School
500525,De Pere High School
500565,East Troy High School
500585,Edgerton Senior High School
500600,Elkhorn Area High School
500650,Fennimore Middle High School
500660,Gibraltar High School
500690,Fort Atkinson High School
500715,North Crawford High School
500770,Grafton Senior High School
500785,Iforward
500787,Bay Port High School
500795,Preble High School
500823,Martin Luther High School
500838,Whitnall High School
500850,Hartford Union High School
500853,Arrowhead High School
500905,Holmen High School
500915,Hortonville High School
500951,Kettle Moraine Lutheran High School
500953,Parker High School
500955,Joseph A Craig High School
500959,Rock University High School
500965,Jefferson High School
500998,Tremper High School
501006,Indian Trail High School And Academy
501013,Shoreland Lutheran High School
501030,Kimberly High School
501140,Luxemburg Casco High School
501150,East High School
501157,James Madison Memorial High School
501160,Monona Grove High School
501163,La Follette High School
501165,West High School
501230,Marshfield High School
501285,Menomonee Falls High School
501308,Merrill Senior High School
501320,Middleton High School
501330,Milton High School
501350,Divine Savior-Holy Angels High School
501359,Greenfield High School
501370,Marquette University High School
501390,University School of Milwaukee
501400,Nicolet High School
501505,Whitefish Bay High School
501585,Mount Horeb High School
501590,Mukwonago High School
501607,Muskego High School
501615,Neenah High School
501631,New Berlin Eisenhower Middle High School
501632,New Berlin West Middle High School
501635,New Glarus High School
501655,New Richmond Senior High School
501680,Oconomowoc High School
501715,Oregon High School
501720,Parkview Junior/Senior High School
501822,Lakeview Technology Academy
501845,Port Washington High School
501885,Sauk Prairie High School
501919,Walden III Middle and High School
502015,Laconia High School
