School Code,School Name,School Address,City,Zip,State
220842,Framingham High School,115 A Street,Framingham,01701,MA
220854,Keefe Regional Technical High School,750 Winter Street,Framingham,01702,MA
220860,Franklin High School,218 Oak Street,Franklin,02038,MA
220864,Tri-Co Regional Vocational Technical School,147 Pond Street,Franklin,02038,MA
220897,Granby Junior-Senior High School,385 East State Street,Granby,01033,MA
220950,Hanover High School,287 Cedar Street,Hanover,02339,MA
221060,Hopkinton High School,90 Hayden Rowe Street,Hopkinton,01748,MA
221073,Community Academy of Science and Health,11 Charles Street,Dorchester,02122,MA
221095,Ipswich High School,134 High Street,Ipswich,01938,MA
221103,Sacred Heart High School,,,,MA
221105,Silver Lake Regional High School,260 Pembroke Street,Kingston,02364,MA
221112,Roxbury Preparatory High School,,,,MA
221115,Central Catholic High School,,,,MA
221191,Minuteman Regional High School,758 Marrett Rd,Lexington,02421,MA
221220,Greater Lowell Technical High School,250 Pawtucket Blvd,Tyngsborough,01879,MA
221250,Ludlow High School,500 Chapin Street,Ludlow,01056,MA
221287,Lynnfield High School,275 Essex Street,Lynnfield,01940,MA
221325,Marblehead High School,2 Humphrey Street,Marblehead,01945,MA
221335,Marlborough High School,431 Bolton Street,Marlborough,01752,MA
221356,Virtual High School,,,,MA
221375,Melrose High School,360 Lynn Fells Pkwy,Melrose,02176,MA
221392,Presentation of Mary Academy,,,,MA
221420,Millbury Junior-Senior High School,12 Martin Street,Millbury,01527,MA
221425,Millis High School,245 Plain Street,Millis,02054,MA
221440,Milton High School,25 Gile Road,Milton,02186,MA
221465,Nantucket High School,10 Surfside Road,Nantucket,02554,MA
221485,Needham High School,609 Webster Street,Needham,02494,MA
221541,CATS Academy Boston,,,,MA
221545,St Sebastian Middle High School,,,,MA
221555,Newton North High School,457 Walnut Street,Newtonville,02460,MA
221575,McCann Technical School,70 Hodges Cross Rd,North Adams,01247,MA
221625,North Attleboro High School,1 Wilson Whitty Way,North Attleborough,02760,MA
221630,Algonquin Regional High School,79 Bartlett Street,Northborough,01532,MA
221640,Dartmouth High School,555 Bakerville Road,Dartmouth,02748,MA
221695,Martha's Vineyard Regional High School,100 Edgartown-Vineyard Haven R,Oak Bluffs,02557,MA
221710,Nauset Regional High School,100 Cable Rd,North Eastham,02651,MA
221715,Oxford High School,495 Main Street,Oxford,01540,MA
221741,Pembroke High School,80 Learning Lane,Pembroke,02359,MA
221775,Taconic High School,96 Valentine Road,Pittsfield,01201,MA
221784,Plymouth South High School,490 Long Pond Road,Plymouth,02360,MA
221785,Plymouth North High School,41 Obery Street,Plymouth,02360,MA
221820,Reading Memorial High School,62 Oakland Rd,Reading,01867,MA
221880,Sandwich High School,365 Quaker Mtg Hs Rd,East Sandwich,02537,MA
221885,Saugus High School,1 Pearce Drive,Saugus,01906,MA
221895,Sharon High School,181 Pond Street,Sharon,02067,MA
221947,Prospect Hill Academy Charter School High School,50 Essex Street,Cambridge,02139,MA
221995,The Governors Academy,,,,MA
222000,Frontier Regional School,113 North Main Street,South Deerfield,01373,MA
222001,Southeastern Regional Vocational-Technical High School,250 Foundry Street,South Easton,02375,MA
222019,Pioneer Valley Regional School,97 F Sumner Turner Rd,Northfield,01360,MA
222020,Southwick Regional High School,93 Feeding Hills Rd,Southwick,01077,MA
222030,Springfield Central High School,1840 Roosevelt Avenue,Springfield,01109,MA
222034,Springfield High School of Science and Technology,1250 State Street,Springfield,01109,MA
222045,The MacDuffie School,,,,MA
222055,Roger L Putnam Vocational-Technical High School,1300 State Street,Springfield,01109,MA
222058,John J Duggan Academy,,,,MA
222067,Excel Academy Charter High School,,,,MA
222070,Stoneham High School,149 Franklin Street,Stoneham,02180,MA
222088,Lincoln-Sudbury Regional High School,390 Lincoln Rd,Sudbury,01776,MA
222105,Joseph Case High School,70 School Street,Swansea,02777,MA
222123,Taunton High School,50 Williams Street,Taunton,02780,MA
222125,Bristol-Plymouth Regional Technical School,207 Hart Street,Taunton,02780,MA
222137,North Middlesex Regional High School,19 Main Street,Townsend,01469,MA
222147,Franklin County Technical School,82 Industrial Blvd,Turners Falls,01376,MA
222212,Waltham Senior High School,617 Lexington Street,Waltham,02452,MA
222255,Wayland High School,264 Old Connecticut Path,Wayland,01778,MA
222260,Bartlett Junior-Senior High School,52 Lake Parkway,Webster,01570,MA
222285,Wellesley High School,50 Rice Street,Wellesley,02481,MA
222300,Westborough High School,90 West Main Street,Westborough,01581,MA
222340,Medway High School,88 Summer Street,Medway,02053,MA
222363,Catholic Memorial School,,,,MA
222425,Murdock Middle-High School,3 Memorial Drive,Winchendon,01475,MA
222440,Winchester High School,80 Skillings Road,Winchester,01890,MA
222505,North High School,140 Harrington Way,Worcester,01604,MA
222534,University Park Campus School,12 Freeland Street,Worcester,01603,MA
222550,Worcester Technical High School,1 Skyline Drive,Worcester,01605,MA
230005,Addison High School,219 NORTH COMSTOCK ST,ADDISON,49220,MI
230086,Huron High School,2727 FULLER RD,ANN ARBOR,48105,MI
230087,Greenhills School,,,,MI
230088,Pioneer High School,601 WEST STADIUM BLVD,ANN ARBOR,48103,MI
230089,Skyline High School,2552 NORTH MAPLE RD,ANN ARBOR,48103,MI
230110,Armada High School,23655 ARMADA CENTER RD,ARMADA,48005,MI
230128,Bay City Western High School,500 WEST MIDLAND RD,AUBURN,48611,MI
230130,Avondale Senior High School,2800 WAUKEGAN ST,AUBURN HILLS,48326,MI
230140,Bad Axe High School,200 NORTH BARRIE RD,BAD AXE,48413,MI
230145,Baldwin Senior High School,525 4TH ST,BALDWIN,49304,MI
230174,Battle Creek Area Mathematics and Science Center,,,,MI
230190,Saint Philip Catholic Central High School,,,,MI
230205,Bay City Central High School,1624 COLUMBUS AVE,BAY CITY,48708,MI
230232,Lenawee Intermediate School District TECH Center,,,,MI
230255,Belding Senior High School,850 HALL ST,BELDING,48809,MI
230295,Berkley High School,2325 CATALPA DR,BERKLEY,48072,MI
230327,Seaholm High School,2436 WEST LINCOLN ST,BIRMINGHAM,48009,MI
230355,Cranbrook Kingswood School,,,,MI
230455,Caledonia High School,9050 KRAFT AVE SE,CALEDONIA,49316,MI
230475,Airport High School,11330 GRAFTON RD,CARLETON,48117,MI
230575,Charlotte High School,378 STATE ST,CHARLOTTE,48813,MI
230630,Clarkston Senior High School,6093 FLEMINGS LAKE RD,CLARKSTON,48346,MI
230640,Climax-Scotts High School,372 SOUTH MAIN ST,CLIMAX,49034,MI
230650,Clinton High School,340 EAST MICHIGAN AVE,CLINTON,49236,MI
230716,Michigan Home School,,,,MI
230765,Dearborn High School,19501 OUTER DR,DEARBORN,48124,MI
230768,Divine Child High School,,,,MI
230770,Edsel Ford High School,20601 ROTUNDA DR,DEARBORN,48124,MI
230775,Fordson High School,13800 FORD RD,DEARBORN,48126,MI
230815,Detour Middle High School,202 SOUTH DIVISION ST,DE TOUR VILLAGE,49725,MI
230880,Delasalle Collegiate High School,,,,MI
231023,Renaissance High School,6565 WEST OUTER DR,DETROIT,48235,MI
231273,Waterford Kettering High School,2800 KETTERING DR,WATERFORD,48329,MI
231340,Elk Rapids High School,308 MEGUZEE PT,ELK RAPIDS,49629,MI
231368,Escanaba Area Public High School,500 SOUTH LINCOLN RD,ESCANABA,49829,MI
231375,Garber High School,213 PINE ST,ESSEXVILLE,48732,MI
231405,Farmington High School,32000 SHIAWASSEE RD,FARMINGTON,48336,MI
231583,Freeland High School,8250 WEBSTER RD,FREELAND,48623,MI
231629,Oscar A Carlson High School,30550 WEST JEFFERSON AVE,ROCKWOOD,48173,MI
231630,Gladstone Area High School,2100 M-35,GLADSTONE,49837,MI
231665,Grand Blanc Community School,12500 HOLLY RD,GRAND BLANC,48439,MI
231685,Catholic Central High School,,,,MI
231687,West Michigan Aviation Academy,5363 44th Street S.E.,Grand Rapids,49512,MI
231695,Grand Rapids Christian High School,,,,MI
231707,Forest Hills Northern High School,3801 LEONARD ST NE,GRAND RAPIDS,49525,MI
231708,Forest Hills Central High School,5901 HALL ST SE,GRAND RAPIDS,49546,MI
231733,Northview High School,4451 HUNSBERGER AVE NE,GRAND RAPIDS,49525,MI
231754,Tri-Unity Christian School,,,,MI
231860,Harbor Beach Community High School,402 SOUTH 5TH ST,HARBOR BEACH,48441,MI
231900,Hartland High School,10635 DUNHAM RD,HARTLAND,48353,MI
231905,Haslett High School,5450 MARSH RD,HASLETT,48840,MI
231934,Michigan Math and Science Academy,8155 Ritter,Center Line,48015,MI
232050,Hudsonville High School,5037 32ND AVE,HUDSONVILLE,49426,MI
232100,Iron Mountain High School,300 WEST B ST,IRON MOUNTAIN,49801,MI
232130,East Jackson High Schools,1566 NORTH SUTTON RD,JACKSON,49202,MI
232190,Kalkaska High School,109 N. Birch Street,Kalkaska,49646,MI
232210,Kingsford High School,431 HAMILTON AVE,KINGSFORD,49802,MI
232235,Lake City High School,251 RUSSELL ST,LAKE CITY,49651,MI
232301,Lapeer County Education and Technology Center,690 LAKE PLEASANT RD,ATTICA,48412,MI
232365,Ludington High School,508 NORTH WASHINGTON AVE,LUDINGTON,49431,MI
232395,Mackinaw City High School,609 WEST CENTRAL AVE,MACKINAW CITY,49701,MI
232410,Manistique Middle High School,100 NORTH CEDAR ST,MANISTIQUE,49854,MI
232447,Bloomfield Hills High School,3456 Lahser Rd,Bloomfield Hills,48302,MI
232490,Mason High School,1001 SOUTH BARNES ST,MASON,48854,MI
232595,Milford High School,2380 SOUTH MILFORD RD,HIGHLAND,48357,MI
232617,Meadow Montessori School,,,,MI
232704,Mona Shores High School,1121 SEMINOLE RD,MUSKEGON,49441,MI
232705,Oakridge High School,5493 HALL RD,MUSKEGON,49442,MI
232707,Muskegon High School,80 WEST SOUTHERN AVE,MUSKEGON,49441,MI
232825,North Muskegon Public High School,1507 MILLS AVE,MUSKEGON,49445,MI
232835,Northville High School,45700 6 MILE RD,NORTHVILLE,48168,MI
232840,Norway High School,300 SECTION ST,NORWAY,49870,MI
232850,Okemos High School,2800 JOLLY RD,OKEMOS,48864,MI
232893,Lakeville Memorial High School,12455 WILSON RD,OTISVILLE,48463,MI
232910,Owendale Gagetown Junior/Senior High School,7166 EAST MAIN ST,OWENDALE,48754,MI
232959,Sanilac Career Center,,,,MI
232980,Perry High School,2555 W Britton Rd,Perry,48872,MI
233015,Pinckney Community High School,10255 DEXTER PINCKNEY RD,PINCKNEY,48169,MI
233049,Oakland Christian School,,,,MI
233095,Portland High School,1100 IONIA RD,PORTLAND,48875,MI
233155,Chippewa Hills High School,3226 ARTHUR RD,REMUS,49340,MI
233194,Rochester Adams High School,3200 WEST TIENKEN RD,ROCHESTER HILLS,48306,MI
233201,Stoney Creek High School,575 EAST TIENKEN RD,ROCHESTER HILLS,48306,MI
233205,Rockford Senior High School,4100 KROES ST NE,ROCKFORD,49341,MI
233220,Romeo High School,11091 32 MILE RD,ROMEO,48065,MI
233227,Summit Academy North High School,18601 MIDDLEBELT RD,HURON TOWNSHIP,48174,MI
233280,Arthur Hill High School,3115 MACKINAW ST,SAGINAW,48602,MI
233289,Carrollton High School,1235 MAPLERIDGE RD,SAGINAW,48604,MI
233333,Swan Valley High School,8400 OHERN RD,SAGINAW,48609,MI
233340,Saint Clair High School,2200 CLINTON AVE,SAINT CLAIR,48079,MI
233370,Beaver Island Community School,37895 KINGS HWY,BEAVER ISLAND,49782,MI
233385,Saint Joseph High School,2521 STADIUM DR,SAINT JOSEPH,49085,MI
233395,Saline High School,1300 CAMPUS PKWY,SALINE,48176,MI
233475,Sparta High School,475 WEST SPARTAN DR,SPARTA,49345,MI
233508,Henry Ford II High School,11911 CLINTON RIVER RD,STERLING HEIGHTS,48313,MI
233520,Stockbridge High School,416 NORTH CLINTON ST,STOCKBRIDGE,49285,MI
233545,Tawas Area High School,255 WEST M 55,TAWAS CITY,48763,MI
233580,Saint Francis High School,,,,MI
233583,Grand Traverse Academy,1245 HAMMOND RD E,TRAVERSE CITY,49686,MI
233585,Traverse City Central High School,1150 MILLIKEN DR,TRAVERSE CITY,49686,MI
233587,Traverse City West Senior High School,5376 NORTH LONG LAKE RD,TRAVERSE CITY,49684,MI
233602,Athens High School,4333 JOHN R RD,TROY,48085,MI
233603,Troy High School,4777 NORTHFIELD PKWY,TROY,48098,MI
233615,Ubly High School,2020 UNION ST,UBLY,48475,MI
233626,Adlai Stevenson High School,39701 DODGE PARK RD,STERLING HEIGHTS,48313,MI
233630,Utica High School,47255 Shelby Rd,Utica,48317,MI
233689,Walled Lake Western High School,600 BECK RD,COMMERCE TOWNSHIP,48390,MI
233690,Walled Lake Central High School,1600 EAST OAKLEY PARK RD,COMMERCE TOWNSHIP,48390,MI
233696,Dwight D Eisenhower High School,6500 25 MILE RD,SHELBY TOWNSHIP,48316,MI
233699,Warren Woods Tower High School,27900 BUNERT RD,WARREN,48088,MI
233705,Watervliet High School,450 EAST SAINT JOSEPH ST,WATERVLIET,49098,MI
233763,Whitmore Lake High School,7430 WHITMORE LAKE RD,WHITMORE LAKE,48189,MI
233775,Williamston High School,3939 VANNETER RD,WILLIAMSTON,48895,MI
239008,Davis Junior High School,,,,MI
239009,Malow Junior High School,,,,MI
239010,Eppler Junior High School,,,,MI
239011,Shelby Junior High School,,,,MI
239016,Heritage Junior High School,,,,MI
239028,Jeannette Junior High School,,,,MI
240133,Northeast Range High School,30 S DR,BABBITT,55706,MN
240235,Big Lake High School,501 MINNESOTA AVE,BIG LAKE,55309,MN
240256,Blaine High School,12555 UNIVERSITY AVE NE,BLAINE,55434,MN
240421,Chanhassen High School,2200 LYMAN BLVD,CHANHASSEN,55317,MN
240423,Chaska High School,545 PIONEER TR,CHASKA,55318,MN
240640,Marshall School,,,,MN
240647,Parnassus Preparatory School,,,,MN
240708,Edina High School,,,,MN
240780,Minnetonka High School,18301 HWY 7,MINNETONKA,55345,MN
240795,Fairmont High School,900 JOHNSON ST,FAIRMONT,56031,MN
241150,Eden Prairie High School,17185 VALLEY VIEW RD,EDEN PRAIRIE,55346,MN
241175,Hutchinson High School,1200 ROBERTS RD,HUTCHINSON,55350,MN
241410,Orono High School,795 OLD CRYSTAL BAY RD N,LONG LAKE,55356,MN
241675,South High School,3131 19TH AVE S,MINNEAPOLIS,55407,MN
241693,Cristo Rey Jesuit Hs-Twin City,,,,MN
241698,Watershed High School,6541 16TH AVE S,RICHFIELD,55423,MN
241805,Mounds View High School,1900 LAKE VALENTINE RD,ARDEN HILLS,55112,MN
241935,Owatonna High School,333 E SCHOOL ST,OWATONNA,55060,MN
242092,Century High School,2525 VIOLA RD NE,ROCHESTER,55906,MN
242100,John Marshall High School,1510 14TH ST NW,ROCHESTER,55901,MN
242103,Mayo High School,1420 11TH AVE SE,ROCHESTER,55904,MN
242123,Eastview High School,6200 140TH ST W,APPLE VALLEY,55124,MN
242125,Rosemount High School,3335 142ND ST W,ROSEMOUNT,55068,MN
242128,Fairview Alternative High School,,,,MN
242215,Roseville Area High School,1240 COUNTY ROAD B2 W,ROSEVILLE,55113,MN
242217,Hill-Murray School,,,,MN
242263,Irondale Senior High School,2425 LONG LAKE RD,NEW BRIGHTON,55112,MN
242367,Burnsville Senior High School,600 E HWY 13,BURNSVILLE,55337,MN
242375,Shakopee Senior High School,,,,MN
242425,Staples-Motley High School,401 CENTENNIAL LN,STAPLES,56479,MN
242650,Wayzata High School,4955 PEONY LN N,PLYMOUTH,55446,MN
242683,White Bear Lake Area High School - South Campus,,,,MN
250130,Bay High School,750 BLUE MEADOW ROAD,BAY ST LOUIS,39520,MS
250150,Saint Stanislaus College,,,,MS
250250,Saint Martin High School,11300 Yellow Jacket Blvd.,Ocean Springs,39564,MS
250326,Northwest Rankin High School,5805 Highway 25,Flowood,39232,MS
251415,Pearl High School,500 PIRATES COVE,PEARL,39208,MS
251420,Provine High School,2400 ROBINSON ROAD,JACKSON,39209,MS
251427,William B Murrah High School,1400 MURRAH DRIVE,JACKSON,39202,MS
251635,Long Beach Senior High School,300 East Old PassRoad,Long Beach,39560,MS
251739,Madison-Ridgeland Academy,,,,MS
251740,Madison Central High School,,,,MS
252205,Ocean Springs High School,6701 Old Spanish Trail,Ocean Springs,39564,MS
252224,Lewisburg High School,1755 CRAFT ROAD,OLIVE BRANCH,38654,MS
252242,Oxford High School,101 OXFORD LOOP,OXFORD,38655,MS
252260,Gautier High School,4307  Gautier/Vancleave,Gautier,39553,MS
252265,Pascagoula High School,1716 Tucker Street,Pascagoula,39567,MS
252280,Pass Christian High School,720 W. North Street,PASS CHRISTIAN,39571,MS
252560,Raymond High School,14050 HWY 18,Raymond,39154,MS
253125,Warren Central High School,1000 HIGHWAY 27,VICKSBURG,39180,MS
260010,Affton High School,8309 MACKENZIE RD,ST LOUIS,63123,MO
260087,Fox C-6 High School,751 JEFFCO BLVD,ARNOLD,63010,MO
260135,South Nodaway R-IV High School,209 MOREHOUSE,BARNARD,64423,MO
260345,Brentwood High School,2221 HIGH SCHOOL DR,BRENTWOOD,63144,MO
260390,Buffalo High School,500 W MAIN,BUFFALO,65622,MO
260465,Cameron R-I High School,1022 S CHESTNUT,CAMERON,64429,MO
260550,Centralia R-6 High School,849 S JEFFERSON,CENTRALIA,65240,MO
260723,Columbia Area Career Center,,,,MO
260750,St Paul's Lutheran High School,,,,MO
261015,Excelsior Springs High School,612 TIGER DR,EXCELSIOR SPRINGS,64024,MO
261085,Festus High School,501 WESTWIND DR,FESTUS,63028,MO
261460,Humansville Middle High School,300 N OAK ST,HUMANSVILLE,65674,MO
261504,Seckman Senior High School,2800 SECKMAN RD,IMPERIAL,63052,MO
261506,Windsor High School,6208 HWY 61-67,IMPERIAL,63052,MO
261560,Jefferson City High School,609 UNION,JEFFERSON CITY,65101,MO
261658,Staley High School,2800 NE SHOAL CREEK PKWY,KANSAS CITY,64156,MO
261667,Oak Park High School,825 NE 79TH TERR,KANSAS CITY,64118,MO
261685,Rockhurst High School,,,,MO
261700,Saint Teresa's Academy,,,,MO
261719,University Academy Charter School,6801 HOLMES RD,KANSAS CITY,64131,MO
261733,Winnetonka High School,5815 NE 48TH ST,KANSAS CITY,64119,MO
261795,Ursuline Academy,,,,MO
261848,Liberty High School,,,,MO
261865,Lathrop High School,102 N SCHOOL DR,LATHROP,64465,MO
262135,Maryville High School,1503 S MUNN AVE,MARYVILLE,64468,MO
262190,Mexico Senior High School,639 N WADE,MEXICO,65265,MO
262195,Missouri Military Academy,,,,MO
262350,Neosho Senior High School,511 NEOSHO BLVD,NEOSHO,64850,MO
262445,North Kansas City High School,620 E 23RD AVE,KANSAS CITY,64116,MO
262488,Fort Zumwalt West High School,1251 TURTLE CREEK DR,O'FALLON,63366,MO
262515,Ritenour High School,9100 ST CHARLES ROCK RD,ST LOUIS,63114,MO
262575,Pattonville High School,2497 CREVE COEUR MILL RD,MARYLAND HEIGHTS,63043,MO
262765,Republic High School,4370 S. REPMO DRIVE,REPUBLIC,65738,MO
262844,Francis Howell North High School,2549 HACKMANN  RD,ST CHARLES,63303,MO
262845,Francis Howell High School,7001 HWY 94 SOUTH,ST CHARLES,63304,MO
262851,Francis Howell Central High School,5199 HWY N,ST CHARLES,63304,MO
262925,Visitation Academy,,,,MO
262941,Crossroads College Preparatory School,,,,MO
262980,Lindbergh High School,5000 S. LINDBERGH,ST. LOUIS,63126,MO
263118,Central Visual and Performing Arts High School,3125 S KINGSHIGHWAY BLVD,ST LOUIS,63139,MO
263132,Fort Zumwalt East High School,600 1ST EXECUTIVE AVE,ST PETERS,63376,MO
263137,Fort Zumwalt South High School,8050 MEXICO RD,ST PETERS,63376,MO
263180,Smith-Cotton High School,2010 TIGER PRIDE BOULEVARD,SEDALIA,65301,MO
263295,Springfield Catholic High School,,,,MO
263445,University City High School,7401 BALSON AVE,UNIVERSITY CITY,63130,MO
263537,Washington High School,600 BLUE JAY DR,WASHINGTON,63090,MO
263570,Nerinx Hall High School,,,,MO
263591,Timberland High School,559 E HWY N,WENTZVILLE,63385,MO
263600,West Platte R2 Junior Senior High School,935 WASHINGTON ST,WESTON,64098,MO
270245,Cut Bank High School,101 3rd Ave SE,Cut Bank,59427,MT
270310,Fairfield High School,13 7th Street,Fairfield,59436,MT
270585,Malta High School,1 High School Lane,Malta,59538,MT
270845,Stevensville High School,300 Park Street,Stevensville,59870,MT
270918,West Yellowstone School,,,,MT
280953,Northwest High School,2710 N NORTH RD,GRAND ISLAND,68803,NE
281230,Kearney High School,3610 6TH AVE,KEARNEY,68845,NE
281303,Lincoln East High School,1000 S 70TH ST,LINCOLN,68510,NE
281309,Lincoln Southwest High School,7001 S 14TH ST,LINCOLN,68512,NE
281505,Millard South High School,14905 Q ST,OMAHA,68137,NE
281506,Millard North High School,1010 S 144TH ST,OMAHA,68154,NE
281685,Duchesne Academy of the Sacred Heart,,,,NE
281710,Creighton Preparatory School,,,,NE
281712,Daniel J Gross Catholic High School,,,,NE
281723,Millard West High School,5710 S 176 AVE,OMAHA,68135,NE
281760,South High School,4519 S 24TH ST,OMAHA,68107,NE
281925,Plattsmouth High School,1916 OLD HWY 34,PLATTSMOUTH,68048,NE
282200,Platteview High School,14801 S 108TH ST,SPRINGFIELD,68059,NE
290002,Pinecrest Academy of Nevada Cadence Campus,,,,NV
290025,Virgin Valley High School,820 Valley View Dr.,Mesquite,89027,NV
290035,Carson High School,1111 North Saliman,Carson City,89701,NV
290055,Eureka County High School,#1 Vandal Way,Eureka,89316,NV
290060,Churchill County High School,1222 S Taylor Street,Fallon,89406,NV
290069,Coronado High School,1001 Coronado Center Dr.,Henderson,89052,NV
290075,Douglas High School,1670 Highway 88,Minden,89423,NV
290098,Eldorado High School,1139 N. Linn Ln.,Las Vegas,89110,NV
290102,Valley High School,2839 S. Burnham Ave.,Las Vegas,89169,NV
290104,Western High School,4601 W. Bonanza Rd.,Las Vegas,89107,NV
290109,Faith Lutheran High School,,,,NV
290115,Cimarron-Memorial High School,2301 N. Tenaya Way,Las Vegas,89128,NV
290119,Las Vegas Academy Of The Arts,315 S. 7th St.,Las Vegas,89101,NV
290121,Cheyenne High School,3200 W. Alexander Rd.,North Las Vegas,89032,NV
290132,Silverado High School,1650 Silver Hawk Ave.,Las Vegas,89123,NV
290134,Advanced Technologies Academy,2501 Vegas Dr.,Las Vegas,89106,NV
290140,Bishop Manogue Catholic High School,,,,NV
290180,Albert M Lowry High School,5375 Kluncy Canyon Road,Winnemucca,89445,NV
290187,Damonte Ranch High School,10500 Rio Wrangler Parkway,Reno,89511,NV
290190,George Whittell High School,240 Warrior Way,Zephyr Cove,89448,NV
290204,Arbor View High School,7500 Whispering Sands Dr.,Las Vegas,89131,NV
290209,Shadow Ridge High School,5050 Brent Ln.,Las Vegas,89131,NV
290210,Sunrise Mountain High School,2575 N. Los Feliz St.,Las Vegas,89156,NV
290213,Southwest Career and Technical Academy,7050 W. Shelbourne Ave.,Las Vegas,89113,NV
290215,Veterans Tribute Career and Technical Academy,2531 Vegas Dr.,Las Vegas,89106,NV
290225,Northwest Career and Technical Academy,8200 W. Tropical Pkwy.,Las Vegas,89149,NV
290227,East Career and Technical Academy,6705 Vegas Valley Dr.,Las Vegas,89142,NV
290228,Preparatory Institute School for Academic Excellence at Charles I West Hall,2050 Sapphire Stone Ave.,Las Vegas,89106,NV
290229,The Adelson School,,,,NV
290235,Equipo Academy,,,,NV
290249,Coral Academy Of Science High School,1350 E. Ninth Street,Reno,89512,NV
300002,Founders Academy Public Charter School,,,,NH
300012,Souhegan High School,412 Boston Post Rd.,Amherst,03031,NH
300060,Newfound Regional High School,150 Newfound Rd.,Bristol,03222,NH
300115,Concord High School,170 Warren St.,Concord,03301,NH
300125,Kennett High School,409 Eagles Way,North Conway,03860,NH
300145,Dublin School,,,,NH
300220,Gorham Middle-High School,120 Main St.,Gorham,03581,NH
300280,Alvirne High School,200 Derry Rd.,Hudson,03051,NH
300337,Campbell High School,1 Highlander Ct.,Litchfield,03052,NH
300410,Milford High School,100 West St.,Milford,03055,NH
300416,Moultonborough Academy,25 Blake Rd.,Moultonborough,03254,NH
300418,Bishop Guertin High School,,,,NH
300615,White Mountains Regional High School,127 Regional Rd.,Whitefield,03598,NH
300634,Windham High School,64 London Bridge Rd.,Windham,03087,NH
310005,North Hunterdon High School,1445 State Route 31,Annandale,08801,NJ
310023,Primoris Academy,,,,NJ
310060,Bayonne High School,669 AVENUE A,BAYONNE,07002,NJ
310062,Barnegat High School,180 BENGAL BLVD,BARNEGAT,08005,NJ
310085,Belvidere High School,809 OXFORD STREET,BELVIDERE,07823,NJ
310090,Bergenfield High School,80 S PROSPECT AVE,BERGENFIELD,07621,NJ
310093,Governor Livingston High School,175 WATCHUNG BOULEVARD,BERKELEY HEIGHTS,07922,NJ
310095,Bernards High School,25 OLCOTT AVENUE,BERNARDSVILLE,07924,NJ
310100,Gill Saint Bernard's School,,,,NJ
310140,Bordentown Regional High School,318 WARD AVE,BORDENTOWN,08505,NJ
310158,Burlington Township High School,610 FOUNTAIN AVENUE,BURLINGTON,08016,NJ
310210,Lower Cape May Region High School,687 RT 9,CAPE MAY,08204,NJ
310215,Middle Township High School,300 EAST ATLANTIC AVENUE,CAPE MAY COURT HOUSE,08210,NJ
310220,Carteret High School,199 WASHINGTON AVENUE,CARTERET,07008,NJ
310223,Cherry Hill High School East,1750 KRESSON RD,CHERRY HILL,08003,NJ
310224,Chatham High School,255 LAFAYETTE AVENUE,CHATHAM,07928,NJ
310227,West Morris Central High School,259 BARTLEY ROAD,CHESTER,07930,NJ
310240,Cliffside Park High School,538 PALISADE AVENUE,CLIFFSIDE PARK,07010,NJ
310251,Colonia High School,EAST STREET,COLONIA,07067,NJ
310260,Cranford High School,201 WEST END PLACE,CRANFORD,07016,NJ
310265,Northern Valley Regional High School at Demarest,150 KNICKERBOCKER RD,DEMAREST,07627,NJ
310272,Randolph High School,511 MILLBROOK AVENUE,RANDOLPH,07869,NJ
310280,Dunellen High School,411 First Street,DUNELLEN,08812,NJ
310281,Morris County School of Technology,400 EAST MAIN STREET,DENVILLE,07834,NJ
310283,East Brunswick High School,,,,NJ
310296,Monmouth Regional High School,ONE NORMAN J  FIELD WAY,TINTON FALLS,07724,NJ
310305,Elizabeth High School,447 Richmond St.,ELIZABETH,07202,NJ
310316,East Orange STEM Academy,129 RENSHAW AVENUE,EAST ORANGE,07017,NJ
310348,Emerson Junior-Senior High School,131 Main Street,Emerson,07630,NJ
310367,Manalapan High School,20 CHURCH LANE,ENGLISHTOWN,07726,NJ
310380,Hunterdon Central Regional High School,84  ROUTE 31,FLEMINGTON,08822,NJ
310395,Fort Lee High School,3000 LEMOINE AVE,FORT LEE,07024,NJ
310402,Ramapo High School,331 GEORGE STREET,FRANKLIN LAKES,07417,NJ
310405,Freehold High School,2 Robertsville Road,FREEHOLD,07728,NJ
310407,Freehold Township High School,281 Elton Adelphia Road,FREEHOLD TWP.,07728,NJ
310410,Delaware Valley Regional High School,19 Senator Stout Rd,Frenchtown,08825,NJ
310433,Voorhees High School,256 County Route 513,Glen Gardner,08826,NJ
310435,Glen Ridge High School,200 RIDGEWOOD AVE,GLEN RIDGE,07028,NJ
310450,Bergen County Technical Hs-Teterboro,504 Route 46 West,Teterboro,07608,NJ
310470,Haddonfield Memorial High School,401 KINGS HIGHWAY EAST,HADDONFIELD,08033,NJ
310501,Hanover Park High School,63 MT  PLEASANT AVENUE,EAST HANOVER,07936,NJ
310514,Hawthorne Christian Academy,,,,NJ
310518,Raritan High School,419 MIDDLE ROAD,HAZLET,07730,NJ
310566,Holmdel High School,36 CRAWFORDS CORNER ROAD,HOLMDEL,07733,NJ
310581,John F Kennedy Memorial High School,200 WASHINGTON AVENUE,ISELIN,08830,NJ
310584,Monroe Township High School,200 Schoolhouse Road,MONROE TOWNSHIP,08831,NJ
310606,Infinity Institute,193 Old Bergen Road,Jersey City,07305,NJ
