School Name,School Code
Kapolei High School,120161
"St. Andrew's School, The Priory",120100
Rivermont Collegiate,161105
Prairie Valley High School,161795
Ankeny High School,160160
Ankeny Centennial High School,160162
Bettendorf High School,160385
George Washington High School,160703
John F Kennedy Senior High School,160673
Central DeWitt High School,161235
Thomas Jefferson High School,161005
West High School,161113
East High School,161195
Dubuque Senior High School,161330
Hempstead High School,161333
Fairfield Community High School,161550
Iowa City High School,162155
West Senior High School,162172
Liberty High School,160011
Johnston High School,162220
Lynnville-Sully High School,162655
North Polk High School,160080
Osage Senior High School,163365
Pleasant Valley High School,160387
East High School,164045
North High School,164056
West High School,164040
Storm Lake Senior High School,164170
Waukee High School,164535
Valley High School,164625
West Liberty High School,164635
Western Dubuque High School,161505
Xavier High School,160689
Bishop Kelly High School,130041
Sandpoint High School,130595
Boise High School,130042
Borah High School,130043
Capital High School,130046
Timberline High School,130054
Vallivue High School,130080
Ridgevue High School,130001
Centennial High School,130389
Moscow Senior High School,130415
Snake River High School,130410
Cole Valley Christian High School,130045
Marian Catholic High School,141393
Carmel Catholic High School,143096
Fenwick High School,143240
Nazareth Academy,142485
Marist High School,141017
Benet Academy,142635
Providence Catholic High School,142375
Peoria Notre Dame High School,143421
Marmion Academy,140178
Lake Forest Academy,142525
Ida Crown Jewish Academy,140725
University High School,143205
Horizon Science Acad-Mckinley Park,141374
Antioch Community High School,140070
Lakes Community High School,142524
Argo Community High School,140090
Buffalo Grove High School,140447
Elk Grove High School,141778
John Hersey High School,140097
Prospect High School,143062
Rolling Meadows High School,143736
Wheeling High School,144387
East Aurora High School,140170
West Aurora Senior High School,140185
Glenwood Senior High School,140612
Barrington Community High School,140205
Batavia High School,140212
Belleville High School-East,140252
Belleville Township High School West,140265
Belvidere High School,140275
Belvidere North High School,140279
Bloomington High School,140335
Alan B Shepard High School,143356
Dwight D Eisenhower High School,140345
H L Richards High School,143228
Bradley-Bourbonnais High School,140380
Bremen High School,142912
Oak Forest High School,143224
Tinley Park High School,144118
Central High School,140454
Amos Alonzo Stagg High School,143357
Carl Sandburg High School,143325
Victor J Andrew High School,144117
Hampshire High School,142185
Harry D Jacobs High School,140027
Centennial High School,140593
Whitney Young Magnet High School,141383
Lane Technical High School,140640
Jones College Preparatory,140905
Lincoln Park High School,141100
Hancock College Preparatory High School,140899
Northside College Preparatory High School,141342
Chicago Academy High School,140661
"Infinity Math, Science and Technology High School at Little Village Lawndale High School Campus",141141
Alcott High School,141074
ITW David Speer Academy,140991
Mansueto High School,140034
Crete-Monee High School,141505
Cary-Grove Community High School,140563
Crystal Lake Central High School,141515
Crystal Lake South High School,141517
Prairie Ridge High School,141519
Deer Creek-Mackinaw High School,142695
DeKalb High School,141575
Community High School District 99 North High School,141630
South High School,141631
Edwardsville Senior High School,141735
Bartlett High School,140213
South Elgin High School,143784
Tri-Valley High School,141635
Willowbrook High School,144232
York Community High School,141805
Evanston Township High School,141860
Fenton High School,140290
Glenbard East High School,142662
Glenbard North High School,140534
Glenbard South High School,142073
Glenbard West High School,142075
Grayslake Central High School,142135
Grayslake North High School,142126
Deerfield High School,141570
Highland Park High School,142275
Hinsdale Central High School,142300
Hinsdale South High School,141428
Homewood Flossmoor High School,142307
Huntley High School,142320
Illinois Valley Central High School,141395
Joliet Township High School West,142373
Lake Forest High School,142520
Lake Park High School,142852
Lake Zurich Senior High School,142530
La Salle-Peru High School,142555
Lemont Township High School,142590
East Leyden High School,141960
West Leyden High School,143223
Libertyville High School,142620
Vernon Hills High School,144214
Limestone Community High School,143425
Lincoln-Way Central High School,143170
Lincoln-Way East High School,141948
Lincoln-Way West High School,143171
Lyons Township High School North,142483
Maine East High School,141595
Maine South High School,143377
Maine West High School,141597
Mchenry West High School,142830
Morton High School,143010
Mundelein High School,143097
Naperville Central High School,143105
Naperville North High School,143106
New Trier Township High School,144430
Niles North High School,143927
Niles West High School,143926
Normal Community West High School,143201
Normal Community High School,143200
Glenbrook North High School,143215
Glenbrook South High School,142078
Oak Lawn Community High School,143230
Oak Park And River Forest High School,143245
Oswego High School,143330
Oswego East High School,143331
Hoffman Estates High School,142301
James B Conant High School,143343
Palatine High School,143345
Schaumburg High School,143857
William Fremd High School,143347
Plainfield South High School,143496
Plainfield North High School,143497
Adlai E Stevenson High School,143550
Proviso West High School,142286
Proviso Mathematics and Science Academy,141939
Rich South Campus High School,143374
Ridgewood High School,141097
Riverside-Brookfield Township High School,143655
Rock Island High School,143725
Guilford High School,143703
Auburn High School,143693
Lanphier High School,143960
Springfield Southeast High School,143955
Saint Charles East High School,143795
Saint Charles North High School,143796
Bolingbrook High School,140367
Mount Carmel High School,141045
Waukegan High School,144322
Neuqua Valley High School,143108
Waubonsie Valley High School,140184
Metea Valley High School,140187
Wheaton-Warrenville South High School,144380
Wheaton North High School,144386
DePaul College Prep,140850
Saint Viator High School,140098
Saint Bede Academy,143465
Saint Edward Central Catholic High School,141765
Rockford Christian High School,143724
Rochelle Zell Jewish High School,143009
College Preparatory School-America,140402
Joliet Catholic Academy,142380
Universal School,140404
Chicago Academy For The Arts,140627
Oldenburg Academy,152680
Reitz Memorial High School,150980
Mater Dei High School,150970
Lutheran High School of Indianapolis,151716
Brebeuf Jesuit Preparatory School,151653
Christian Academy of Indiana,152504
La Lumiere School,151992
Homestead High School,151103
Burris Laboratory School,152470
"Indiana Academy for Science, Math, and Humanities",152474
Herron High School,151669
Avon High School,151647
Columbus North High School,150610
Brownsburg High School,150335
Carmel High School,150445
Center Grove High School,151390
Whiteland Community High School,153795
Crawfordsville High School,150665
Crown Point High School,150685
Decatur Central High School,151670
Chesterton High School,150500
Zionsville Community High School,153900
Eastern Greene High School,150203
Morristown Junior-Senior High School,152440
Elkhart Central High School,150915
Elkhart Memorial High School,150916
R Nelson Snider High School,151107
Franklin Central High School,153665
Jeffersonville High School,151795
Donald E Gavit Middle High School,151443
Western High School,153095
Jac-Cen-Del Junior-Senior High School,152705
Kokomo High School,151875
Lake Central High School,153112
Lawrence North High School,151712
Madison Consolidated High School,152170
Mississinewa High School,151275
Munster High School,152489
Floyd Central High School,152503
Noblesville High School,152615
North Posey High School,153635
North Vermillion Junior Senior High School,150455
Carroll High School,151585
Perry Meridian High School,151724
Pike High School,152510
Richmond High School,152965
Rochester Community High School,153020
Merrillville High School,150690
Clay High School,153275
Riley High School,153255
Hamilton Southeastern High School,151045
Fishers High School,151041
Speedway High School,153295
East Central High School,151416
Union High School,152355
Valparaiso High School,153565
Warren Central High School,151765
Warsaw Community High School,153690
North Central High School,151717
Ben Davis High School,151650
Westfield High School,153735
Saint Joseph High School,153265
Northwood High School,152495
Legacy Christian School,150133
University High School-Indiana,150448
Park Tudor School,151720
Wichita Collegiate School,173210
Washburn Rural High School,172930
Andover High School,170090
Andover Central High School,170089
De Soto High School,170770
Campus High School,173168
Wyandotte High School,171560
Lawrence Free State High School,171691
Lawrence High School,171690
Olathe East High School,172221
Olathe Northwest High School,172225
Shawnee Mission East High School,172473
Shawnee Mission North High School,172000
Shawnee Mission Northwest High School,172771
Shawnee Mission South High School,172772
Shawnee Mission West High School,172773
Blue Valley High School,172820
Blue Valley Northwest High School,172296
Blue Valley West High School,172821
Blue Valley North High School,172294
Blue Valley Southwest High School,172302
Shawnee Heights High School,172883
Wellington High School,173110
Wichita High School East,173206
Saint James Academy,171720
Sacred Heart Academy,181600
Holy Cross High School,181511
Assumption High School,181510
Lexington Catholic High School,181435
Covington Catholic High School,180535
Adair County High School,180500
Allen County Scottsville High School,182380
Barren County High School,180990
Bavel,180991
Bath County High School,182070
Beechwood High School,180530
Larry Ryle High School,182560
Boone County High School,180835
Conner Senior High School,181128
Randall K Cooper High School,182561
Bowling Green High School,180247
Boyd County High School,180060
Boyle County High School,180643
North Bullitt High School,182412
Campbell County High School,180010
Campbellsville High School,180370
Casey County High School,181448
George Rogers Clark High School,182740
Apollo High School,182033
Henry Clay High School,181425
Lafayette Senior High School,181430
Paul Laurence Dunbar High School,181440
Highlands High School,180855
Glasgow High School,180980
Graves County High School,181733
Green County High School,181020
Central Hardin High School,180995
John Hardin High School,180743
Harrison County High School,180630
Valley High School,182575
DuPont Manual High School,181525
Phoenix School of Discovery,181644
Johnson Central High School,182111
Knox Central High School,180110
Madison Central High School,182278
Madison Southern High School,180211
Marshall County High School,180200
Mason County High School,181755
Nelson County High School,180133
Oldham County Senior High School,181320
South Oldham High School,180593
North Oldham High School,180951
Belfry High School,180175
Shelby Valley High School,180675
Southwestern High School,182462
Pulaski County High School,182455
Union County High School,181870
South Warren High School,180291
Washington County High School,182485
Whitley County High School,182718
Saint Xavier High School,181610
Saint Henry District High School,180770
The Frankfort Christian Academy,180864
Kentucky Country Day School,181575
Sayre School,181443
Isidore Newman School,192045
Metairie Park Country Day School,191782
Episcopal School Of Acadiana,191419
LSU Laboratory School,190245
East Ascension High School,191045
Saint Amant High School,192601
Dutchtown High School,190993
East Beauregard High School,190683
Parkway High School,190328
Lincoln Preparatory School,190004
Benjamin Franklin High School,192006
C E Byrd High School,192680
Caddo Parish Magnet High School,192679
Baton Rouge Magnet High School,190179
Scotlandville Magnet High School,190240
Lee High School,190222
Plaquemine High School,192390
Haynes Academy For Advanced Studies,191793
Grace King High School,191779
Carencro High School,190420
Denham Springs Senior High School,190655
Live Oak High School,192965
Neville High School,191825
Destrehan High School,190685
Opelousas High School,192300
Port Allen High School,192435
West Feliciana High School,192615
Saint Josephs Academy,190235
Saint Thomas More Catholic High School,191438
Saint Martin's Episcopal School,191784
Academy of the Sacred Heart,191985
Archbishop Rummel High School,191778
Jesuit High School,192050
Central Catholic High School,221115
Arlington Catholic High School,220032
Austin Preparatory School,221818
Xaverian Brothers High School,222378
Malden Catholic High School,221290
Boston College High School,220180
Bishop Stang High School,221643
Bishop Feehan High School,220077
Notre Dame Academy,220163
Groton School,220930
Phillips Academy,220030
Thayer Academy,220425
Cushing Academy,220050
Dana Hall School,222275
Middlesex School,220650
Bancroft School,222480
Worcester Academy,222545
Commonwealth School,220222
Lexington Christian Academy,220495
The Rivers School,220610
Montrose School,220454
Belmont Hill School,220120
The Governors Academy,221995
Quabbin Regional High School,220105
Prospect Hill Academy Charter School High School,221947
Foxborough Regional Charter School,220841
Boston Collegiate Charter School,221972
MATCH Charter Public High School,220459
Manchester Essex Regional Middle High School,221315
Codman Academy Charter Public School,220694
Advanced Math and Science Academy Charter School,221349
Pioneer Charter School of Science,220764
Abington High School,221565
Acton-Boxborough Regional High School,222297
Andover High School,220025
Arlington High School,220033
Attleboro High School,220073
Auburn High School,220085
Bedford High School,220112
Belmont High School,220123
Billerica Memorial High School,220155
Boston Latin School,220185
Boston Latin Academy,220260
East Boston High School,220235
English High School,220240
Mary Lyon Pilot High School,220429
Braintree High School,220420
Brockton High School,220435
Brookline High School,220445
Burlington High School,220470
Cambridge Rindge And Latin High School,220493
Chelmsford High School,220575
Dedham High School,220675
Douglas High School,220715
Shepherd Hill Regional High School,220698
Duxbury High School,220700
East Bridgewater High School,220705
East Longmeadow High School,220727
Oliver Ames High School,221650
Everett High School,220758
B M C Durfee High School,220785
Framingham High School,220842
Franklin High School,220860
Franklin County Technical School,222147
Gloucester High School,220878
Grafton High School,220895
Greater Lowell Technical High School,221220
Diman Regional Vocational-Technical High School,220795
Hamilton-Wenham Regional High School,222010
Hanover High School,220950
The Bromfield School,220955
Haverhill High School,220985
Hingham High School,221000
Holliston High School,221015
Hopkinton High School,221060
Ipswich High School,221095
King Philip Regional High School,222562
Lawrence High School,221120
Lee Middle High School,221145
Lexington High School,221190
Longmeadow High School,221198
Malden High School,221305
Marblehead High School,221325
Marlborough High School,221335
Marshfield High School,221350
Masconomet Middle High School,222135
Medford High School,221365
Melrose High School,221375
Nipmuc Regional High School,221385
Milton High School,221440
Minuteman Regional High School,221191
Nashoba Regional High School,220162
Nashoba Valley Technical High School,222333
Natick High School,221475
Needham High School,221485
New Bedford High School,221493
Newton South High School,221548
North Reading High School,221662
Algonquin Regional High School,221630
Northbridge High School,222385
Norwood High School,221683
Peabody Veterans Memorial High School,221725
Pembroke High School,221741
Pentucket Regional Senior High School,222342
Northfield Mount Hermon High School,220730
North Quincy High School,221660
Quincy High School,221800
Reading Memorial High School,221820
Revere High School,221832
Sandwich High School,221880
Scituate High School,221890
Sharon High School,221895
Silver Lake Regional High School,221105
Somerville High School,221948
South Hadley High School,222005
Southeastern Regional Vocational-Technical High School,222001
Bay Path Regional Vocational Technical High School,220563
Roger L Putnam Vocational Technical Academy,222055
Springfield Central High School,222030
Stoughton High School,222075
Joseph Case High School,222105
Tantasqua Regional High School,222085
Taunton High School,222123
Triton Regional High School,221842
Wachusett Regional High School,221010
Wakefield Memorial High School,222170
Waltham Senior High School,222212
Watertown High School,222250
Wayland High School,222255
Wellesley High School,222285
West Springfield High School,222370
Westborough High School,222300
Westfield High School,222328
Westfield Technical Academy,222330
Westford Academy,222335
Weston High School,222355
Westwood High School,222375
Weymouth High School,220745
Whitman-Hanson Regional High School,222395
Winchester High School,222440
Winthrop High School,222445
Woburn High School,222457
Doherty Memorial High School,222492
North High School,222505
Worcester Technical High School,222550
St John's Preparatory High School,220665
Saint Mary Junior-Senior High School,221275
St Sebastian Middle High School,221545
Holy Name Central Catholic High School,222500
Noble and Greenough School,220680
Buckingham Browne Nichols High School,220475
Winchendon School,222428
Williston Northampton School,220725
Boston Trinity Academy,220303
CATS Academy Boston,221541
Saint John's High School,222515
Sparhawk School,220014
Notre Dame Preparatory School,210145
Calvert Hall College High School,210055
Mount Saint Joseph High School,210140
Archbishop Spalding High School,210583
Riverdale Baptist School,210681
Grace Brethren Christian School,211011
Sandy Spring Friends School,210937
Bais Yaakov School for Girls,210033
Washington Christian Academy,210963
McDonogh School,210750
Glenelg Country School,210592
Bryn Mawr School,210050
Landon School,210260
DeMatha Catholic High School,210660
Georgetown Preparatory School,210575
Our Lady of Good Counsel High School,211083
Arundel Senior High School,210570
South River High School,210494
Chesapeake High School,210808
Severna Park Senior High School,210943
Broadneck High School,210011
North County High School,210710
Baltimore Polytechnic Institute,210038
Patterson Senior High School 405,210160
Western Senior High School 407,210220
Digital Harbor High School 416,210067
George Washington Carver Center for Arts and Technology,211025
Western School for Technology and Environmental Science,210221
Chesapeake High School,210071
Dulaney High School,210730
Eastern Technical High School,210079
Franklin High School,210870
Loch Raven High School,210108
"Parkville High School and Center for Mathematics, Science, and Computer Science",210155
Patapsco High School and Center for the Arts,210478
Perry Hall High School,210175
Sparrows Point High School,210212
Towson High School,211035
Woodlawn High School,210225
Owings Mills High School,210804
Hereford High School,210805
New Town High School,210795
Calvert High School,210850
Northern High School,210799
Patuxent High School,210726
Huntingtown High School,210651
Colonel Richardson High School,210525
North Caroline High School,210477
Rising Sun High School,210895
Westlake High School,211059
La Plata High School,210685
Henry E Lackey High School,210675
Maurice Mcdonough High School,210823
Thomas Stone High School,211054
"North Point High School for Science, Technology, and Industry",211061
Saint Charles High School,211067
Urbana High School,210671
Governor Thomas Johnson High School,210535
Middletown High School,210755
Walkersville High School,211055
Tuscarora High School,210550
Oakdale High School,210664
Northern Garrett High School,210005
Southern Garrett High School,210785
Aberdeen High School,210000
Havre de Grace High School,210635
Joppatowne High School,210673
C Milton Wright High School,210234
Patterson Mill Middle High School,210239
Atholton High School,210968
Centennial High School,210509
Glenelg High School,210593
Hammond High School,210409
Howard High School,210510
Mount Hebron High School,210512
Oakland Mills High School,210411
Wilde Lake High School,210412
River Hill High School,210402
Long Reach High School,210415
Reservoir High School,210557
Marriotts Ridge High School,210745
Kent County High School,211095
Albert Einstein High School,210677
Bethesda-Chevy Chase High School,210250
Col Zadok Magruder High School,210904
Gaithersburg High School,210560
John F Kennedy High School,210960
Montgomery Blair High School,210965
Poolesville High School,210825
Richard Montgomery High School,210910
Rockville High School,210914
Seneca Valley High School,210582
Sherwood High School,210940
Thomas Sprigg Wootton High School,210909
Walt Whitman High School,210271
Walter Johnson High School,210912
Wheaton High School,211085
Winston Churchill High School,210839
Northwest High School,210589
James Hubert Blake High School,210959
Northwood High School,210947
Quince Orchard High School,210564
Watkins Mill High School,210568
Clarksburg High School,210381
Bowie High School,210283
DuVal High School,210679
Eleanor Roosevelt High School,210597
Gwynn Park High School,210290
High Point High School,210240
Oxon Hill High School,210802
Parkdale High School,210897
Chesapeake Math and IT Public Charter School,210722
College Park Academy,210640
Chesapeake Math and IT South,210161
Charles Herbert Flowers High School,210980
Kent Island High School,210994
Queen Annes County High School,210364
Great Mills High School,210595
Leonardtown High School,210700
Easton High School,210490
Boonsboro High School,210280
Clear Spring High School,210400
North Hagerstown High School,210615
Smithsburg High School,210970
James M Bennett High School,210928
Wicomico High School,210935
Worcester Technical High School,210768
Stephen Decatur High School,210245
Bullis School,210955
Beth Tfiloh Community High School,210811
Saint James School,210915
One Schoolhouse,210061
Salisbury School,210938
Saint Andrew's Episcopal School,210317
Heights School,210841
eLearning,210162
Sollers Point Technical High School,210330
Carroll County Career and Technology Center,211084
Severn School,210945
The Gunston School,210362
Saint Vincent Pallotti High School,697001
Friends Meeting School,210662
Maryvale Preparatory School,210300
Cheverus High School,200805
Lincoln Academy,200685
Fryeburg Academy,200390
Thornton Academy,200875
Maine Central Institute,200795
Brunswick High School,200185
Cape Elizabeth High School,200955
Mount Desert Island High School,200683
Deering High School,200810
Scarborough High School,200895
Wells High School,201090
Massabesic High School,201063
Kennebunk High School,200515
Monmouth Academy,200670
Richmond High School,200850
Messalonskee High School,200745
Old Town High School,200755
Windham High School,200970
Divine Child High School,230768
Oakland Christian School,233049
Grand Rapids Christian High School,231695
Greenhills School,230087
Battle Creek Area Mathematics and Science Center,230174
Harbor Beach Community High School,231860
Marquette Senior High School,232465
Charyl Stockwell Preparatory Academy,231901
Michigan Connections Academy,232851
West Michigan Aviation Academy,231687
Great Lakes Cyber Academy,232857
Cass Technical High School,230850
Pioneer High School,230088
Huron High School,230086
Skyline High School,230089
Atherton High School,231455
Avondale Senior High School,230130
Seaholm High School,230327
Kingsford High School,232210
Brighton High School,230395
Byron Center Senior High School,230445
Charlotte High School,230575
Chesaning Union High School,230612
Clarkston Senior High School,230630
Grayling High School,231785
Davison High School,230760
Dearborn High School,230765
Edsel Ford High School,230770
Fordson High School,230775
East Grand Rapids High School,231705
East Lansing High School,231300
Elk Rapids High School,231340
Fenton High School,231425
Forest Hills Central High School,231708
Grand Blanc Community School,231665
Grand Haven High School,231670
Hartland High School,231900
Hastings High School,231910
Hazel Park High School,231915
Howell High School,232030
Jenison High School,232153
Kalamazoo Area Math And Science Center,232167
East Kentwood High School,231717
Lamphere High School,232383
Winston Churchill High School,232359
Frederick V Pankow Center,230651
L'Anse Creuse High School,232654
L'Anse Creuse High School North,232653
Lowell Senior High School,232360
Manistee Middle/High School,232400
Mason High School,232490
Melvindale High School,232525
Midland High School,232585
Herbert Henry Dow High School,232582
Northville High School,232835
Norway High School,232840
Novi High School,232843
Okemos High School,232850
Plymouth High School,230469
Salem High School,233045
Canton High School,233044
Port Huron Northern High School,233084
Port Huron High School,233083
Reeths Puffer High School,232708
Stoney Creek High School,233201
Rochester High School,233195
Rochester Adams High School,233194
Saline High School,233395
Lee M Thurston High School,230955
Sparta High School,233475
Traverse City Central High School,233585
Troy High School,233603
Athens High School,233602
Utica High School,233630
Adlai Stevenson High School,233626
Dwight D Eisenhower High School,233696
Henry Ford II High School,233508
Belleville High School,230265
Walled Lake Northern High School,230689
Waterford Kettering High School,231273
Waterford Mott High School,233063
West Bloomfield High School,232882
West Ottawa High School,231973
Woodhaven High School,231446
Lenawee Intermediate School District TECH Center,230232
Sanilac Career Center,232959
Delasalle Collegiate High School,230880
Detroit Catholic Central High School,231685
Detroit Country Day High School,230330
Holland Christian High School,231965
Everest Collegiate High School,230634
Academy of Holy Angels,241585
Minnehaha Academy,241625
The Marshall School,240640
Minnesota Connections Academy,241689
North Lakes Academy,240863
Hmong College Preparatory Academy,241582
Champlin Park High School,240419
Anoka High School,240080
Blaine High School,240256
Coon Rapids High School,240537
Andover High School,240070
Buffalo High School,240345
Burnsville Senior High School,242367
Centennial High School,240452
Edina High School,240708
Elk River Area Senior High School,240720
Rogers High School,242110
Minnetonka High School,240780
Forest Lake Senior High School,240865
Eden Prairie High School,241150
Hopkins High School,241153
Simley High School,242408
Mahtomedi Senior High School,241465
South High School,241675
Southwest High School,241680
Irondale Senior High School,242263
Mounds View High School,241805
New Prague High School,241820
Tartan Senior High School,242327
Northfield High School,241855
Orono High School,241410
Owatonna High School,241935
Princeton High School,242030
Prior Lake High School,242035
Robbinsdale Armstrong High School,241627
John Marshall High School,242100
Mayo High School,242103
Century High School,242092
Eagan High School,242121
Apple Valley High School,240084
Rosemount High School,242125
Eastview High School,242123
Roseville Area High School,242215
Sartell High School,242358
Tech High School,242185
Saint Louis Park High School,242205
Central High School,242230
Open World Learning Community,242316
Stillwater Area Senior High School,242450
Wayzata High School,242650
Cretin-Derham Hall,242245
Hill-Murray School,242217
Rochester Lourdes High School,242102
Holy Family Catholic High School,242548
De La Salle High School,241600
De Smet Jesuit High School,260781
Rosati-Kain High School,263025
Helias Catholic High School,261559
Rockhurst High School,261685
Springfield Catholic High School,263295
John Burroughs School,260650
Columbia Area Career Center,260723
Columbia-Rock Bridge Senior High School,260728
David H Hickman High School,260720
Muriel Williams Battle High School,260733
Blue Springs High School,260240
Blue Springs South High School,260241
Camdenton R-III High School,260460
Cameron R-I High School,260465
Fort Zumwalt North High School,262483
Fort Zumwalt South High School,263137
Fort Zumwalt West High School,262488
Fort Zumwalt East High School,263132
Clayton High School,260645
Clever R-V High School,260685
Fair Grove R-X High School,261030
Fort Osage High School,261507
Fox C-6 High School,260087
Seckman Senior High School,261504
Fulton High School,261145
Hazelwood Central Senior High School,261102
Hazelwood West High School,261109
Hazelwood East High School,261108
William Chrisman High School,261515
Kirksville Senior High School,261775
Knob Noster High School,261800
Ladue Horton Watkins High School,262970
Lebanon High School,261890
Lee's Summit Senior High School,261900
Lees Summit West High School,261903
Liberty High School,261970
Liberty North High School,261967
Lindbergh High School,262980
Mexico Senior High School,262190
Moberly Senior High School,262230
Montgomery County R-II High School,262265
Neosho Senior High School,262350
Oak Park High School,261667
Winnetonka High School,261733
Staley High School,261658
Ozark High School,262525
Pacific Senior High School,262530
Park Hill Senior High School,262545
Park Hill South High School,262802
Parkway Central High School,260593
Parkway North High School,260594
Parkway South High School,260129
Parkway West High School,260128
Pattonville High School,262575
Ritenour High School,262515
Marquette High School,260591
Rockwood Summit High School,263197
Eureka High School,261000
Lafayette High School,260948
Smith-Cotton High School,263180
Saint Charles High School,262850
Francis Howell High School,262845
Francis Howell Central High School,262851
Francis Howell North High School,262844
Central Visual and Performing Arts High School,263118
Collegiate School of Medicine and Bioscience,262918
University City High School,263445
Washington High School,263537
Waynesville High School,263545
Webster Groves High School,263573
Wentzville Holt High School,263590
Timberland High School,263591
Liberty High School,261848
Windsor High School,261506
Visitation Academy,262925
Saint Louis University High School,263065
Chaminade College Preparatory School,260640
Saint Louis Priory School,260782
Saint Teresa's Academy,261700
Principia Upper School,263010
St Paul's Lutheran High School,697001
Mary Institute and Saint Louis Country Day School,260655
Pembroke Hill School,261715
Jackson Preparatory School,251398
Enterprise High School,250873
Meridian High School,251915
Natchez Early College Academy,252124
Pass Christian High School,252280
Northwest Rankin High School,250326
NorthStar Academy,252825
Cardinal Gibbons High School,343205
Charlotte Catholic High School,340665
Providence Day School,340687
Charlotte Latin School,340663
Cape Fear Academy,344347
Charlotte Christian School,340667
Charlotte Country Day School,340666
Forsyth Country Day School,344421
Grace Christian School,343202
Cannon School,340879
Ravenscroft School,343233
Jack Britt High School,341323
D H Conley High School,341640
Junius H Rose High School,341650
Eastern Alamance High School,342575
Graham High School,341560
Southern Alamance High School,340505
Western Alamance High School,341180
Hugh M Cummings High School,340508
Walter M Williams High School,340520
Woods Charter School,340649
Thomas Jefferson Classical Academy,341804
KIPP GCP Pride High School,341441
Pine Lake Preparatory,342698
Asheville High School,340140
Triangle Math And Science Academy,340604
Research Triangle High School,343289
Martin L Nesbitt Jr Discovery Academy,340009
Cox Mill High School,340302
South Caldwell High School,341915
Bandys High School,340610
Bunker Hill High School,340745
Fred T Foard High School,342905
Maiden High School,342460
St Stephens High School,341825
Winston-Salem Career Center,344407
Northern Guilford High School,341603
North Iredell High School,342973
South Iredell High School,340233
West Iredell High School,343797
Lake Norman High School,342691
South Johnston High School,340320
East Lincoln High School,340980
Lincolnton High School,342325
West Lincoln High School,342335
North Lincoln High School,342329
Harding University High School,340670
Myers Park High School,340680
South Mecklenburg High School,343103
West Charlotte High School,340700
Providence High School,340688
David Butler High School,342531
Phillip O Berry Academy Of Technical,340716
Mallard Creek High School,340732
Ardrey Kell High School,340735
William Amos Hough High School,340918
Pinecrest High School,343670
John T Hoggard High School,344348
Eugene Ashley High School,344353
Dixon High School,341892
Orange High School,341875
Cedar Ridge High School,341871
East Rowan High School,343498
Central Academy of Technology and Arts,342650
Marvin Ridge High School,342528
Apex High School,340085
Athens Drive High School,343196
Needham B Broughton High School,343225
Cary High School,340600
Fuquay-Varina Senior High School,341415
Millbrook High School,342620
Enloe Magnet High School,343210
Southeast Raleigh High School,343239
Green Hope High School,342709
Wakefield High School,343244
Panther Creek High School,340603
Apex Friendship High School,340088
Watauga High School,340420
Bishop McGuinness Catholic High School,344463
Saint Mary's School,343235
Saint David's School,343236
Davidson Day School,340971
Asheville School,340120
Christ School,340095
Hickory Grove Christian School,340661
High Point Christian Academy,341848
Bismarck High School,350158
Century High School,350159
Legacy High School,350161
Kindred High School,350985
Fargo North High School,350568
South High School,350565
Ronald N Davies High School,350569
West Fargo Sheyenne High School,351840
Williston High School,351880
Marian High School,281718
Creighton Preparatory School,281710
Grand Island Senior High School,280955
Waverly High School,282490
University of Nebraska High School,281316
Bellevue East High School,280205
Bellevue West Senior High School,280206
Bennington Public High School,280240
Elkhorn High School,280755
Elkhorn South High School,281708
Lincoln East High School,281303
Lincoln Southeast High School,281318
Millard West High School,281723
Millard North High School,281506
Burke High School,281716
Central High School,281705
North High School,281720
South High School,281760
Plattsmouth High School,281925
Ralston High School,281980
Seward High School,282125
Westside High School,281770
Daniel J Gross Catholic High School,281712
V J and Angela Skutt Catholic High School,281771
Proctor Academy,300015
Bishop Guertin High School,300418
Bedford High School,300044
Virtual Learning Academy Charter School,300188
Founders Academy Public Charter School,300002
Kearsarge Regional High School,300466
Campbell High School,300337
Londonderry High School,300347
Manchester Central High School,300355
Milford High School,300410
Monadnock Regional High School,300468
Nashua High School South,300431
Nashua High School North,300430
Pembroke Academy,300565
Salem High School,300550
Souhegan High School,300012
Timberlane Regional High School,300508
Windham High School,300634
Winnacunnet High School,300245
Pinkerton Academy,300130
Holderness School,300515
Portsmouth Christian Academy,300521
Marist High School,310070
Roselle Catholic High School,311328
Oratory Preparatory School,311435
Immaculate Heart Academy,311072
Seton Hall Preparatory School,311390
Academy of the Holy Angels,310390
Paul VI High School,310473
Morris Catholic High School,311616
Christian Brothers Academy,310693
Moorestown Friends School,310830
Princeton Day School,311265
Doane Academy,310165
Rutgers Preparatory School,310985
Peddie School,310535
Ranney School,311336
Blair Academy,310105
Kent Place School,311425
The Pennington School,311170
Timothy Christian School,311212
Immaculata High School,311367
Villa Walsh Academy,310850
Hawthorne Christian Academy,310514
Oak Knoll School of the Holy Child,311430
Chatham High School,310224
Bernards High School,310095
Paterson Charter School for Science and Technology,311143
Central Jersey College Prep Charter School,311029
Atlantic City High School,310030
Atlantic County Institute of Technology,310780
Bayonne High School,310060
Belleville High School,310075
Bergen County Academies,310118
Bergenfield High School,310090
Governor Livingston High School,310093
Ridge High School,310050
Bloomfield High School,310120
Boonton High School,310130
Bordentown Regional High School,310140
Brick Township High School,310678
