school_code,school_id
010000,10174000600
010010,10358001356
010017,10171002165
010025,10000500871
010027,10000600872
010035,10003000003
010050,10321000038
010055,10054000232
010060,10273001098
010070,10318001226
010080,10006000007
010090,10093000361
010100,10093000363
010110,10009000011
010123,10054000243
010125,10054001489
010130,10010000028
010132,10210000797
010135,10105000388
010140,10358001360
010150,10177000611
010165,10306201362
010175,10012001472
010180,10210000799
010185,10210000800
010186,10210000959
010200,10135000484
010210,10018000033
010220,10021000036
010235,10024001408
010245,10027001810
010248,10027000664
010251,10237000989
010265,10231000869
010275,10240000979
010300,10147000521
010311,10033000087
010320,10192000732
010325,10024000045
010326,10001802104
010328,10000700251
010348,10192000702
010355,10039000176
010366,10039000141
010375,10192001752
010380,10249001056
010381,10000701456
010395,10039000165
010405,10039001468
010408,10303001189
010425,10039000192
010435,10039000164
010440,10039000198
010445,10207000791
010450,10042000209
010455,10042000213
010465,10001200874
010470,10138000505
010475,10168000578
010485,10096000365
010490,10102000374
010505,10045000216
010510,10135000492
010525,10231000862
010530,10339001274
010540,10279001112
010549,10339002153
010550,10069000291
010555,10303001170
010560,10216000815
010570,10351001780
010585,10345000135
010610,10063000274
010620,10063000278
010630,10036000092
010645,10348001335
010648,10303001171
010655,10084000333
010657,10018802194
010660,10318001213
010670,10237000906
010675,10066001491
010681,10066000748
010689,10192000469
010690,10030000074
010695,10042000206
010730,10114000411
010745,10177000614
010750,10303001174
010755,10303001190
010760,10345001308
010767,10336002101
010770,10177000612
010775,10204000776
010785,10114001860
010795,10099000370
010800,10102000377
010802,10102000379
010810,10102000387
010820,10321001229
010828,10108000394
010830,10248001042
010835,10204000788
010844,10027001759
010850,10129000465
010856,10117000426
010860,10117000429
010862,10248001048
010875,10120000148
010890,10225000856
010900,10345001311
010910,10123000445
010914,10123001501
010915,10177000615
010920,10358001357
010925,10000600878
010940,10129000463
010950,10126000461
010955,10210001549
010960,10210000810
010980,10132000476
010995,10141000511
011015,10168000576
011030,10087001766
011040,10240000975
011045,10060000271
011055,10144000516
011060,10027000100
011070,10248001044
011075,10147001787
011085,10147000525
011095,10060000259
011100,10135000487
011105,10093000360
011120,10201000765
011126,10153000528
011135,10201000772
011138,10201000775
011140,10027001784
011150,10156000538
011175,10348001336
011180,10114000415
011192,10162001824
011197,10138000496
011200,10138001662
011205,10138000506
011208,10192000706
011210,10063000279
011220,10164000567
011230,10051002144
011235,10114000416
011240,10138000498
011255,10273001104
011270,10279001114
011285,10000600883
011295,10171002162
011299,10051000226
011315,10072000298
011330,10231000863
011334,10027000641
011336,10000601585
011340,10169000582
011343,10000600987
011345,10222000556
011350,10231000866
011354,10172001370
011355,10172000594
011365,10231000868
011375,10102000380
011380,10166000570
011390,10173000599
011400,10042000208
011410,10216000817
011415,10222000836
011425,10174000604
011430,10078000318
011438,10303002191
011443,10183000662
011445,10096000367
011455,10102000381
011459,10192000744
011460,10339001282
011463,10192000717
011464,10176000608
011465,10180000619
011466,10180000629
011467,10180000636
011469,10180000633
011485,10180000631
011494,10180001374
011501,10180001651
011505,10114000419
011512,10081000327
011520,10072001493
011530,10186000673
011534,10054001488
011535,10345001310
011540,10189000678
011550,10066000262
011568,10201000764
011570,10081000323
011585,10060000263
011590,10198000759
011600,10001102096
011610,10063000282
011615,10084000334
011625,10348001337
011630,10201000770
011635,10318001214
011645,10213000813
011655,10075002210
011671,10207000792
011681,10240000981
011690,10096000368
011695,10358001359
011697,10000800831
011700,10066000261
011701,10000802198
011705,10066000265
011710,10024000046
011725,10267001735
011730,10192000725
011735,10348001338
011740,10051000229
011748,10235000891
011750,10105000389
011758,10129000468
011770,10195001720
011778,10348001339
011798,10237000898
011830,10237000942
011831,10237000962
011838,10237000969
011839,10237000912
011847,10017502112
011850,10240000973
011858,10303001177
011874,10243000504
011877,10243001457
011885,10243001015
011892,10243001024
011896,10243001417
011900,10243001035
011907,10243002214
011910,10243001036
011925,10192000728
011927,10252001062
011930,10204000783
011940,10171000588
011945,10204000787
011951,10000201705
011960,10318001220
011970,10171000592
011973,10081001494
011974,10003801849
011975,10222000843
011980,10222001683
011990,10177000617
012005,10339001291
012013,10219000824
012020,10321001234
012025,10345001320
012030,10306201367
012035,10054000240
012038,10042000203
012040,10255001064
012050,10207000790
012055,10258001070
012070,10261001073
012075,10111000402
012085,10263501075
012090,10054000250
012093,10264001080
012111,10019402399
012112,10306201591
012115,10265001573
012135,10270001088
012150,10159000544
012160,10276001108
012183,10192000734
012185,10183001532
012200,10111000397
012207,10192000737
012220,10024000048
012233,10237000900
012235,10237000964
012240,10183000663
012250,10306201376
012252,10114000422
012265,10078000321
012270,10159000545
012275,10093000362
012290,10273001102
012295,10042000210
012300,10042000211
012310,10285001126
012325,10027000024
012330,10090001749
012340,10201000767
012343,10159000541
012352,10291001142
012359,10159001869
012365,10339001287
012375,10166000571
012379,10018502137
012383,10018902195
012385,10192000704
012395,10294001147
012396,10183000668
012400,10288001802
012420,10183000667
012430,10297001160
012434,10297001157
012438,10111000406
012450,10237000934
012455,10300001164
012480,10069000297
012485,10019001183
012487,10105000390
012495,10166001519
012500,10207000795
012510,10248001696
012518,10027002073
012520,10063000283
012525,10237000899
012530,10306201377
012535,10183001751
012540,10195000756
012550,10225000857
012560,10318001210
012567,10318001216
012570,10312001200
012575,10114000424
012578,10000901406
012579,10000901404
012581,10000901403
012583,10318001215
012585,10315001207
012600,10324001238
012605,10210000808
012610,10327001240
012615,10237001688
012625,10225000852
012635,10330001248
012643,10066000270
012648,10222000848
012650,10204000780
012659,10204001546
012660,10248001052
012670,10333001602
012675,10001301682
012685,10339000052
012686,10336002102
012689,10336001399
012690,10336001608
012693,10084000335
012695,10342001297
012710,10219001811
012730,10048000218
012740,10267001577
012748,10240000980
012752,10114000425
012754,10066000288
012760,10195001511
012768,10343001304
012770,10159000548
012775,10303001187
012782,10102000385
012785,10282001123
012790,10138000507
012795,10192000698
012805,10201000774
012807,10054000247
012810,10282001119
012820,10036000099
012835,10129000471
012840,10354001355
012845,10282001125
012850,10183000671
012855,10309002201
019000,10243001776
019001,10336001889
019002,10192000687
019005,10021000041
019006,10021000037
019007,10207002197
019008,10000801798
019009,10222001411
019010,10000800495
019011,10135000485
019013,10001300714
019014,10339001289
019015,10336001881
019016,630001800001
019017,10249001057
019018,10336002143
019019,10336001886
019020,10219000826
019021,10180000624
019022,10180000620
019023,10180002093
019024,10180001774
019025,10180000622
019026,10180000632
019028,10180001531
019029,10180001796
019030,10180000652
019031,10180001530
019032,10171002411
019034,10237000965
019035,10021000042
019036,10039000184
019040,10162000551
020000,20018000120
020001,20018000057
020002,20018000075
020003,20018000073
020004,20018000531
020005,20000100208
020007,20018000115
020009,20077000354
020011,20061000286
020013,20073000342
020015,20006000029
