School ID,Course,Year,School Name,City,Zip/Postal Code,School District,State/Province
481623001341,Bootup Foundational Computer Science,2020,TRINITY HEIGHTS GIFTED AND TALENTED SCHOOL,DALLAS,75216,DALLAS ISD,TX 
481623010570,Bootup Foundational Computer Science,2020,HENRY B GONZALEZ PERSONALIZED LEARNING ACADEMY,DALLAS,75217,DALLAS ISD,TX 
481623001272,Bootup Foundational Computer Science,2020,NATHANIEL HAWTHORNE EL,DALLAS,75217,DALLAS ISD,TX 
481623013856,Bootup Foundational Computer Science,2020,SCHOOL FOR THE TALENTED & GIFTED IN PLEASANT GROVE,DALLAS,75217,DALLAS ISD,TX 
481623013038,Bootup Foundational Computer Science,2020,THELMA ELIZABETH PAGE RICHARDSON EL,DALLAS,75217,DALLAS ISD,TX 
481623001384,Bootup Foundational Computer Science,2020,WILLIAM M ANDERSON EL,DALLAS,75217,DALLAS ISD,TX 
481623001350,Bootup Foundational Computer Science,2020,ALEX SANGER PREPARATORY SCHOOL,DALLAS,75218,DALLAS ISD,TX 
481623001274,Bootup Foundational Computer Science,2020,MARGARET B HENDERSON EL,DALLAS,75224,DALLAS ISD,TX 
481623007250,Bootup Foundational Computer Science,2020,MARIA MORENO EL,DALLAS,75224,DALLAS ISD,TX 
481623001214,Bootup Foundational Computer Science,2020,ANNIE WEBB BLANTON EL,DALLAS,75227,DALLAS ISD,TX 
481623001345,Bootup Foundational Computer Science,2020,EDNA ROWE EL,DALLAS,75227,DALLAS ISD,TX 
481623001232,Bootup Foundational Computer Science,2020,CASA VIEW EL,DALLAS,75228,DALLAS ISD,TX 
481623001303,Bootup Foundational Computer Science,2020,UMPHREY LEE EL,DALLAS,75232,DALLAS ISD,TX 
481623001385,Bootup Foundational Computer Science,2020,CHAPEL HILL PREPARATORY-A PERSONALIZED LRNING SCH,DALLAS,75234,DALLAS ISD,TX 
481623013714,Bootup Foundational Computer Science,2020,MONTESSORI ACADEMY AT ONESIMO HERNANDEZ EL,DALLAS,75235,DALLAS ISD,TX 
481623001370,Bootup Foundational Computer Science,2020,THOMAS L MARSALIS EL,DALLAS,75241,DALLAS ISD,TX 
481623006392,Bootup Foundational Computer Science,2020,NATHAN ADAMS EL,DALLAS,75244,DALLAS ISD,TX 
481623001296,Bootup Foundational Computer Science,2020,KLEBERG EL,DALLAS,75253,DALLAS ISD,TX 
480771000058,Bootup Foundational Computer Science,2020,ALDINE MIDDLE,HOUSTON,77032,ALDINE ISD,TX 
480771013688,Bootup Foundational Computer Science,2020,ECKERT EL,HOUSTON,77032,ALDINE ISD,TX 
480771006638,Bootup Foundational Computer Science,2020,GRAY EL,HOUSTON,77038,ALDINE ISD,TX 
480771005942,Bootup Foundational Computer Science,2020,GRANTHAM ACADEMY,HOUSTON,77039,ALDINE ISD,TX 
480771013705,Bootup Foundational Computer Science,2020,MEAD MIDDLE,HOUSTON,77039,ALDINE ISD,TX 
480771013764,Bootup Foundational Computer Science,2020,REED ACADEMY,HOUSTON,77039,ALDINE ISD,TX 
480771000085,Bootup Foundational Computer Science,2020,STEPHENS EL,HOUSTON,77039,ALDINE ISD,TX 
480771000067,Bootup Foundational Computer Science,2020,ERMEL EL,HOUSTON,77040,ALDINE ISD,TX 
480771000064,Bootup Foundational Computer Science,2020,ODOM EL,HOUSTON,77060,ALDINE ISD,TX 
480771000068,Bootup Foundational Computer Science,2020,THOMPSON EL,HOUSTON,77060,ALDINE ISD,TX 
480771006204,Bootup Foundational Computer Science,2020,DUNN EL,HOUSTON,77073,ALDINE ISD,TX 
480771011785,Bootup Foundational Computer Science,2020,KUJAWA EC/PK/K,HOUSTON,77086,ALDINE ISD,TX 
480771009556,Bootup Foundational Computer Science,2020,KUJAWA EL,HOUSTON,77086,ALDINE ISD,TX 
480771000084,Bootup Foundational Computer Science,2020,SHOTWELL MIDDLE,HOUSTON,77086,ALDINE ISD,TX 
480771009550,Bootup Foundational Computer Science,2020,HOUSTON ACADEMY,HOUSTON,77088,ALDINE ISD,TX 
480771013760,Bootup Foundational Computer Science,2020,STOVALL EC/PK/K,HOUSTON,77088,ALDINE ISD,TX 
480771000072,Bootup Foundational Computer Science,2020,HOFFMAN MIDDLE,HOUSTON,77091,ALDINE ISD,TX 
480771013718,Bootup Foundational Computer Science,2020,JONES MIDDLE,HUMBLE,77338,ALDINE ISD,TX 
480771013786,Bootup Foundational Computer Science,2020,MAGRILL EC/PK/K,HUMBLE,77338,ALDINE ISD,TX 
560282000498,Bootup Foundational Computer Science,2020,FT. WASHAKIE ELEMENTARY,Wyoming,82514,FREMONT COUNTY SCHOOL DISTRICT #21,WY
530813002032,Bootup Foundational Computer Science,2020,CASCADE VIEW ELEMENTARY,Tukwila,98168,TUKWILA SCHOOL DISTRICT,WA 
530813001344,Bootup Foundational Computer Science,2020,TUKWILA ELEMENTARY,TUKWILA,98168,TUKWILA SCHOOL DISTRICT,WA 
530813001343,Bootup Foundational Computer Science,2020,THORNDYKE ELEMENTARY,SEATTLE,98188,TUKWILA SCHOOL DISTRICT,WA 
80432000595,Bootup Foundational Computer Science,2020,GRANBY ELEMENTARY SCHOOL,GRANBY,80446,EAST GRAND SCHOOL DISTRICT NO. 2,CO
10117000438,Bootup Foundational Computer Science,2020,WOODMEADE ELEMENTARY SCHOOL,DECATUR,35601,DECATUR CITY,AL
80483001911,Bootup Foundational Computer Science,2020,PIONEER RIDGE ELEMENTARY SCHOOL,JOHNSTOWN,80534,WELD COUNTY SCHOOL DISTRICT NO. RE-5J,CO
80000100214,Bootup Foundational Computer Science,2020,CHEYENNE WELLS ELEMENTARY SCHOOL,CHEYENNE WELLS,80810,CHEYENNE COUNTY SCHOOL DISTRICT NO. RE-5,CO
80483000808,Bootup Foundational Computer Science,2020,MILLIKEN ELEMENTARY SCHOOL,MILLIKEN,80543,WELD COUNTY SCHOOL DISTRICT NO. RE-5J,CO
80534000894,Bootup Foundational Computer Science,2020,LONE STAR ELEMENTARY SCHOOL,OTIS,80743,LONE STAR SCHOOL DISTRICT NO. 101,CO
10117000435,Bootup Foundational Computer Science,2020,WEST DECATUR ELEMENTARY SCHOOL,DECATUR,35601,DECATUR CITY,AL
80483000809,Bootup Foundational Computer Science,2020,MILLIKEN MIDDLE SCHOOL,MILLIKEN,80543,WELD COUNTY SCHOOL DISTRICT NO. RE-5J,CO
10117000430,Bootup Foundational Computer Science,2020,EASTWOOD ELEMENTARY SCHOOL,DECATUR,35601,DECATUR CITY,AL
80432000594,Bootup Foundational Computer Science,2020,FRASER VALLEY ELEMENTARY SCHOOL,FRASER,80442,EAST GRAND SCHOOL DISTRICT NO. 2,CO
80483000807,Bootup Foundational Computer Science,2020,LETFORD ELEMENTARY SCHOOL,JOHNSTOWN,80534,WELD COUNTY SCHOOL DISTRICT NO. RE-5J,CO
