school_name,state_school_id,nces_id,course_id,course_name
Watertown High,MA-0314-03140505,251218002005,10152,Computer Programming
Watertown High,MA-0314-03140505,251218002005,10158,AP Computer Science A
Wayland High School,MA-0315-03150505,251221002010,10019,AP Computer Science Principles
Wayland High School,MA-0315-03150505,251221002010,10152,Computer Programming
Wayland High School,MA-0315-03150505,251221002010,10158,AP Computer Science A
Bartlett High School,MA-0316-03160505,251224002012,10152,Computer Programming
Bartlett High School,MA-0316-03160505,251224002012,10158,AP Computer Science A
Wellesley Sr High,MA-0317-03170505,251227002030,10011,Computer Science Principles
Wellesley Sr High,MA-0317-03170505,251227002030,10155,JAVA Programming
Wellesley Sr High,MA-0317-03170505,251227002030,10158,AP Computer Science A
Westborough High,MA-0321-03210505,251260002059,10012,Exploring Computer Science
Westborough High,MA-0321-03210505,251260002059,10155,JAVA Programming
Westborough High,MA-0321-03210505,251260002059,10158,AP Computer Science A
West Boylston Junior/Senior High,MA-0322-03220505,251239002035,10012,Exploring Computer Science
West Bridgewater Junior/Senior,MA-0323-03230505,251242002039,10011,Computer Science Principles
West Bridgewater Junior/Senior,MA-0323-03230505,251242002039,10012,Exploring Computer Science
West Bridgewater Junior/Senior,MA-0323-03230505,251242002039,10205,Computer Gaming and Design
Westfield High,MA-0325-03250505,251263002073,10152,Computer Programming
Westfield High,MA-0325-03250505,251263002073,10155,JAVA Programming
Westford Academy,MA-0326-03260505,251266002081,10152,Computer Programming
Westford Academy,MA-0326-03260505,251266002081,10155,JAVA Programming
Westford Academy,MA-0326-03260505,251266002081,10158,AP Computer Science A
Weston High,MA-0330-03300505,251275002087,10152,Computer Programming
Weston High,MA-0330-03300505,251275002087,10155,JAVA Programming
Weston High,MA-0330-03300505,251275002087,10158,AP Computer Science A
Westport Junior/Senior High School,MA-0331-03310515,251278002861,10152,Computer Programming
West Springfield High,MA-0332-03320505,251251002052,10012,Exploring Computer Science
West Springfield High,MA-0332-03320505,251251002052,10019,AP Computer Science Principles
West Springfield High,MA-0332-03320505,251251002052,10152,Computer Programming
Westwood High,MA-0335-03350505,251281002100,10152,Computer Programming
Westwood High,MA-0335-03350505,251281002100,10158,AP Computer Science A
Weymouth High School,MA-0336-03360505,251284002123,10011,Computer Science Principles
Weymouth High School,MA-0336-03360505,251284002123,10012,Exploring Computer Science
Weymouth High School,MA-0336-03360505,251284002123,10155,JAVA Programming
Weymouth High School,MA-0336-03360505,251284002123,10158,AP Computer Science A
Wilmington High,MA-0342-03420505,251305002158,10158,AP Computer Science A
