Course Code,Course Name,District Code,District Name ,School Code,School Name,Section,Progrmming Included,Total Enrollment
10158,AP Computer Science A,02810000,Springfield,02810620,Roger L. Putnam Vocational Technical Academy,103-1022000511-3,Y,*
10158,AP Computer Science A,02810000,Springfield,02810620,Roger L. Putnam Vocational Technical Academy,103-1022000511-1,Y,18
10158,AP Computer Science A,02850000,Stoughton,02850505,Stoughton High,2711AP-1,Y,9
10158,AP Computer Science A,02920000,Swansea,02920505,Joseph Case High,677-001,Y,8
10158,AP Computer Science A,02920000,Swansea,02920505,Joseph Case High,680-001,Y,12
10158,AP Computer Science A,02930000,Taunton,02930505,Taunton High,36988,Y,18
10158,AP Computer Science A,02930000,Taunton,02930505,Taunton High,36989,Y,18
10158,AP Computer Science A,03050000,Wakefield,03050505,Wakefield Memorial High,547-01,Y,21
10158,AP Computer Science A,03080000,Waltham,03080505,Waltham Sr High,0193/02,Y,13
10158,AP Computer Science A,03080000,Waltham,03080505,Waltham Sr High,0193/01,Y,19
10158,AP Computer Science A,03140000,Watertown,03140505,Watertown High,H3700-1,Y,6
10158,AP Computer Science A,03170000,Wellesley,03170505,Wellesley Sr High,363-2,Y,22
10158,AP Computer Science A,03170000,Wellesley,03170505,Wellesley Sr High,363-1,Y,23
10158,AP Computer Science A,03210000,Westborough,03210505,Westborough High,CS351-1,Y,20
10158,AP Computer Science A,03250000,Westfield,03250505,Westfield High,CS4043-1,Y,*
10158,AP Computer Science A,03260000,Westford,03260505,Westford Academy,362-02,Y,*
10158,AP Computer Science A,03260000,Westford,03260505,Westford Academy,362-01,Y,17
10158,AP Computer Science A,03300000,Weston,03300505,Weston High,390CY7010,Y,*
10158,AP Computer Science A,03300000,Weston,03300505,Weston High,390CY3010,Y,6
10158,AP Computer Science A,03300000,Weston,03300505,Weston High,390AY7010,Y,14
10158,AP Computer Science A,03300000,Weston,03300505,Weston High,390AY3010,Y,18
10158,AP Computer Science A,03350000,Westwood,03350505,Westwood High,2841-001,Y,22
10158,AP Computer Science A,03360000,Weymouth,03360505,Weymouth High School,H16539-001,Y,13
10158,AP Computer Science A,03440000,Winchester,03440505,Winchester High School,0422-01,Y,17
10158,AP Computer Science A,03440000,Winchester,03440505,Winchester High School,0434-02,Y,18
10158,AP Computer Science A,03440000,Winchester,03440505,Winchester High School,0434-01,Y,19
10158,AP Computer Science A,03440000,Winchester,03440505,Winchester High School,0422-02,Y,20
10158,AP Computer Science A,03480000,Worcester,03480512,Doherty Memorial High,1091-1-0,Y,11
10158,AP Computer Science A,03480000,Worcester,03480605,Worcester Technical High,1091-1-0,Y,8
10158,AP Computer Science A,03480000,Worcester,03480605,Worcester Technical High,1091-2-0,Y,16
10158,AP Computer Science A,04300000,Advanced Math and Science Academy Charter (District),04300305,Advanced Math and Science Academy Charter School,1953/02,Y,13
10158,AP Computer Science A,04300000,Advanced Math and Science Academy Charter (District),04300305,Advanced Math and Science Academy Charter School,1953/01,Y,22
10158,AP Computer Science A,04870000,Prospect Hill Academy Charter (District),04870550,Prospect Hill Academy Charter School,4631-1,Y,20
10158,AP Computer Science A,04870000,Prospect Hill Academy Charter (District),04870550,Prospect Hill Academy Charter School,4724-1,Y,24
10158,AP Computer Science A,04880000,South Shore Charter Public (District),04880550,South Shore Charter Public School,5207/01,Y,12
10158,AP Computer Science A,04940000,Pioneer Charter School of Science (District),04940205,Pioneer Charter School of Science,Q1,Y,7
10158,AP Computer Science A,06250000,Bridgewater-Raynham,06250505,Bridgewater-Raynham Regional,5090/01,Y,13
10158,AP Computer Science A,06450000,Dennis-Yarmouth,06450505,Dennis-Yarmouth Regional High,0515/01,Y,20
10158,AP Computer Science A,06580000,Dudley-Charlton Reg,06580505,Shepherd Hill Regional High,23529,Y,18
10158,AP Computer Science A,06750000,Hamilton-Wenham,06750505,Hamilton-Wenham Regional High,2665-01,Y,21
10158,AP Computer Science A,06800000,Hampden-Wilbraham,06800505,Minnechaug Regional High,0173-01,Y,*
10158,AP Computer Science A,06800000,Hampden-Wilbraham,06800505,Minnechaug Regional High,0172-01,Y,9
10158,AP Computer Science A,07000000,Martha's Vineyard,07000505,Martha's Vineyard Regional High,3656/01,Y,12
10158,AP Computer Science A,07000000,Martha's Vineyard,07000505,Martha's Vineyard Regional High,3657/01,Y,12
10158,AP Computer Science A,07050000,Masconomet,07050505,Masconomet Regional High School,5841-1,Y,10
10158,AP Computer Science A,07050000,Masconomet,07050505,Masconomet Regional High School,5841-2,Y,15
10158,AP Computer Science A,07100000,Mendon-Upton,07100510,Nipmuc Regional High,135-01,Y,14
10158,AP Computer Science A,07300000,Northboro-Southboro,07300505,Algonquin Regional High,4863-01,Y,9
10158,AP Computer Science A,07530000,Quabbin,07530505,Quabbin Regional High School,3583-001,Y,26
10158,AP Computer Science A,07530000,Quabbin,07530505,Quabbin Regional High School,3582-001,Y,28
10158,AP Computer Science A,07530000,Quabbin,07530505,Quabbin Regional High School,3581-001,Y,30
10158,AP Computer Science A,07600000,Silver Lake,07600505,Silver Lake Regional High,290-1,Y,13
10158,AP Computer Science A,07700000,Tantasqua,07700505,Tantasqua Regional Sr High,0258-01,Y,11
10158,AP Computer Science A,07730000,Triton,07730505,Triton Regional High School,252-001,Y,6
10158,AP Computer Science A,08050000,Blackstone Valley Regional Vocational Technical,08050605,Blackstone Valley,360-02,Y,*
10158,AP Computer Science A,08180000,Franklin County Regional Vocational Technical,08180605,Franklin County Technical,ITCOMPSCI4-01,Y,9
10158,AP Computer Science A,08290000,South Middlesex Regional Vocational Technical,08290605,Joseph P Keefe Technical High School,3200-01,Y,12
10158,AP Computer Science A,08520000,Nashoba Valley Regional Vocational Technical,08520605,Nashoba Valley Technical High School,781-A1,Y,*
10158,AP Computer Science A,08520000,Nashoba Valley Regional Vocational Technical,08520605,Nashoba Valley Technical High School,781-A,Y,6
10158,AP Computer Science A,08600000,Pathfinder Regional Vocational Technical,08600605,Pathfinder Vocational Technical,CS1100AP-01,Y,8
10158,AP Computer Science A,08600000,Pathfinder Regional Vocational Technical,08600605,Pathfinder Vocational Technical,CS1200AP-01,Y,9
