Budget,Company,Country,Director,Genre,Gross,Name,Rating,Released,Runtime,Score,Star,Votes,Writer,Year
6000000,PolyGram Filmed Entertainment,USA,Bernard Rose,Horror,25792310,Candyman,R,October,99,6.6,Virginia Madsen,54076,Clive Barker,1992
45000000,Mace Neufeld Productions,USA,Phillip Noyce,Action,83287363,Patriot Games,R,June,117,6.9,Harrison Ford,86479,Tom Clancy,1992
0,Paramount Pictures,USA,Robert Mandel,Drama,14715067,School Ties,PG-13,September,106,6.9,Brendan Fraser,19216,Dick Wolf,1992
0,Metro-Goldwyn-Mayer (MGM),USA,Gary Sinise,Drama,5101632,Of Mice and Men,PG-13,October,115,7.5,John Malkovich,34253,John Steinbeck,1992
24000000,Touchstone Pictures,USA,Thom Eberhardt,Adventure,22518097,Captain Ron,PG-13,September,90,5.7,Kurt Russell,17877,John Dwyer,1992
0,Allied Filmmakers,USA,Robert Redford,Drama,43440294,A River Runs Through It,PG,October,123,7.3,Craig Sheffer,44727,Norman Maclean,1992
31000000,Carolco Pictures,UK,Richard Attenborough,Biography,9493259,Chaplin,PG-13,January,143,7.6,Robert Downey Jr.,45964,David Robinson,1992
33000000,Largo International N.V.,USA,Spike Lee,Biography,48169908,Malcolm X,PG-13,November,202,7.7,Denzel Washington,69074,Alex Haley,1992
15000000,Columbia Pictures Corporation,USA,Mick Garris,Horror,30524763,Sleepwalkers,R,April,91,5.2,Brian Krause,16241,Stephen King,1992
24000000,FAI Films,Australia,Bill Kroyer,Animation,24650296,FernGully: Las aventuras de Zak y Crysta,G,April,76,6.5,Samantha Mathis,22480,Jim Cox,1992
0,Universal Pictures,USA,Brian Levant,Comedy,57114049,Beethoven,PG,April,87,5.6,Charles Grodin,54142,John Hughes,1992
5000000,Fifth Avenue Entertainment,USA,Anthony Hickox,Horror,12534961,Hellraiser III: Hell on Earth,R,September,91,5.5,Terry Farrell,22036,Clive Barker,1992
0,Palace Pictures,UK,Neil Jordan,Crime,62549000,The Crying Game,R,February,112,7.3,Stephen Rea,44049,Neil Jordan,1992
7000000,Twentieth Century Fox Film Corporation,USA,Fran Rubel Kuzui,Action,16624456,Buffy the Vampire Slayer,PG-13,July,86,5.6,Kristy Swanson,34181,Joss Whedon,1992
8000000,Paramount Pictures,USA,Mary Lambert,Fantasy,17092453,Pet Sematary II,R,August,100,4.8,Edward Furlong,14545,Richard Outten,1992
0,Warner Bros.,USA,Cameron Crowe,Comedy,18472850,Singles,PG-13,September,99,6.7,Bridget Fonda,24175,Cameron Crowe,1992
23000000,StudioCanal,USA,Roland Emmerich,Action,36299898,Universal Soldier,R,July,102,6,Jean-Claude Van Damme,72711,Richard Rothstein,1992
0,Twentieth Century Fox Film Corporation,USA,Ron Shelton,Comedy,76253806,White Men Can't Jump,R,March,115,6.7,Wesley Snipes,62938,Ron Shelton,1992
0,Lolafilms,Spain,Bigas Luna,Comedy,938473,"Jamón, Jamón",UNRATED,1994-02,95,6.5,Penélope Cruz,10092,Cuca Canals,1992
7000000,Encino Man Productions,USA,Les Mayfield,Comedy,40693477,Encino Man,PG,May,88,5.7,Sean Astin,31980,George Zaloom,1992
5000000,Island World,USA,Ernest R. Dickerson,Action,20146880,Juice,R,January,95,7.1,Omar Epps,18787,Ernest R. Dickerson,1992
0,Films A2,France,Jean-Jacques Annaud,Biography,4899194,The Lover,R,October,115,6.9,Jane March,16103,Marguerite Duras,1992
60000000,Imagine Films Entertainment,USA,Ron Howard,Adventure,58883840,Far and Away,PG-13,May,140,6.5,Tom Cruise,50869,Bob Dolman,1992
35000000,Warner Bros.,USA,Richard Donner,Action,144731527,Lethal Weapon 3,R,May,118,6.7,Mel Gibson,136206,Jeffrey Boam,1992
5000000,Canal+,France,Roman Polanski,Drama,1862805,Luna amarga,R,March,139,7.2,Hugh Grant,28002,Pascal Bruckner,1992
10000000,Allied Vision,UK,Brett Leonard,Horror,32101000,The Lawnmower Man,R,March,108,5.4,Jeff Fahey,29522,Stephen King,1992
3000000,New Line Cinema,USA,Katt Shea,Drama,1829804,Poison Ivy,R,May,88,5.4,Drew Barrymore,14751,Melissa Goddard,1992
11700000,Hollywood Pictures,USA,Curtis Hanson,Drama,88036683,The Hand That Rocks the Cradle,R,January,110,6.6,Annabella Sciorra,31853,Amanda Silver,1992
0,Ladybugs,USA,Sidney J. Furie,Comedy,14796494,Ladybugs,PG-13,March,90,5.3,Rodney Dangerfield,7236,Curtis Burch,1992
16000000,Columbia Pictures Corporation,USA,Barbet Schroeder,Drama,47922919,Single White Female,R,August,107,6.3,Bridget Fonda,25871,John Lutz,1992
1000000,Bad Lt. Productions,USA,Abel Ferrara,Crime,2000022,Bad Lieutenant,NC-17,December,96,7.1,Harvey Keitel,31763,Zoë Lund,1992
6500000,Touchstone Pictures,USA,Jon Turteltaub,Action,29000301,3 Ninjas,PG,August,84,5.2,Victor Wong,17402,Kenny Kim,1992
35000000,Universal Pictures,USA,Phil Alden Robinson,Comedy,51433000,Sneakers,PG-13,September,126,7.1,Robert Redford,46109,Phil Alden Robinson,1992
40000000,Paramount Pictures,USA,Reginald Hudlin,Comedy,70100000,Boomerang,R,July,117,5.4,Eddie Murphy,21723,Eddie Murphy,1992
8000000,Avenue Pictures,USA,Robert Altman,Comedy,21706100,The Player,R,May,124,7.6,Tim Robbins,45208,Michael Tolkin,1992
43000000,Baltimore Pictures,USA,Barry Levinson,Adventure,21452082,Toys,PG-13,December,118,5,Robin Williams,27750,Valerie Curtin,1992
47000000,Gaumont,France,Ridley Scott,Adventure,7191399,1492: Conquista del Paraíso,PG-13,October,154,6.5,Gérard Depardieu,24155,Rose Bosch,1992
0,Les Artistes Anonymes,Belgium,Rémy Belvaux,Comedy,205569,Man Bites Dog,NC-17,January,95,7.6,Benoît Poelvoorde,30524,Rémy Belvaux,1992
35000000,Twentieth Century Fox Film Corporation,USA,Danny DeVito,Biography,24276500,Hoffa,R,December,140,6.6,Jack Nicholson,18198,David Mamet,1992
15000000,Warner Bros.,USA,Kevin Hooks,Action,44065653,Passenger 57,R,November,84,5.8,Wesley Snipes,39076,Stewart Raffill,1992
0,Merchant Ivory Productions,UK,James Ivory,Drama,25967000,Howards End,PG,February,140,7.5,Anthony Hopkins,22936,E.M. Forster,1992
2000000,Arau Films Internacional,Mexico,Alfonso Arau,Drama,21665500,Como agua para chocolate,R,May,105,7.2,Marco Leonardi,14517,Laura Esquivel,1992
0,"Australian Film Commission, The",Australia,Geoffrey Wright,Crime,175340,Romper Stomper,R,November,94,6.8,Russell Crowe,33340,Geoffrey Wright,1992
0,Nouvelles Éditions de Films (NEF),UK,Louis Malle,Drama,7532911,Damage,R,January,111,6.9,Jeremy Irons,13297,David Hare,1992
7000,Columbia Pictures Corporation,USA,Robert Rodriguez,Action,2040920,El Mariachi,R,February,81,6.9,Carlos Gallardo,55226,Robert Rodriguez,1992
0,M & A,Australia,Baz Luhrmann,Comedy,11738022,Strictly Ballroom,PG,February,94,7.2,Paul Mercurio,21634,Baz Luhrmann,1992
0,Warner Bros.,USA,John Landis,Action,4972818,Innocent Blood,R,September,112,6.2,Anne Parillaud,7833,Michael Wolk,1992
16000000,Olmos Productions,USA,Edward James Olmos,Biography,13086430,American Me,R,March,125,7.2,Edward James Olmos,6417,Floyd Mutrux,1992
30000000,Paramount Pictures,USA,Ralph Bakshi,Animation,14110600,Cool World,PG-13,July,102,4.8,Gabriel Byrne,17780,Michael Grais,1992
40000000,Touchwood Pacific Partners 1,USA,Randal Kleiser,Adventure,58662452,Honey I Blew Up the Kid,PG,July,89,4.7,Rick Moranis,34421,Stuart Gordon,1992
4000000,Adventure Pictures,UK,Sally Potter,Biography,5289772,Orlando,PG-13,June,94,7.2,Tilda Swinton,10849,Sally Potter,1992
0,Warner Bros.,USA,Steve Miner,Drama,55956200,Forever Young,PG,December,102,6.3,Mel Gibson,38863,J.J. Abrams,1992
0,Metro-Goldwyn-Mayer (MGM),USA,Paul Michael Glaser,Drama,25105517,The Cutting Edge,PG,March,101,6.9,D.B. Sweeney,16022,Tony Gilroy,1992
35000000,Columbia Pictures Corporation,USA,Richard Donner,Drama,4651977,Radio Flyer,PG-13,February,114,6.9,Lorraine Bracco,10947,David Mickey Evans,1992
8000000,Davis Entertainment,Australia,Stuart Gordon,Action,6739141,Fortress,R,September,95,5.9,Christopher Lambert,24573,Troy Neighbors,1992
14000000,Cinema Plus,USA,Greg Beeman,Adventure,2034470,Mom and Dad Save the World,PG,July,88,5.3,Teri Garr,3656,Chris Matheson,1992
0,Warner Bros.,USA,Christopher Cain,Drama,15164458,Pure Country,PG,October,112,6.9,George Strait,3075,Rex McGee,1992
12000000,Pacific Western,USA,Brian De Palma,Crime,21370057,Raising Cain,R,August,91,6,John Lithgow,10992,Brian De Palma,1992
3500000,Turner Pictures (I),USA,Phil Roman,Animation,3560469,The Tom and Jerry Movie,G,July,84,5.3,Richard Kind,7519,Dennis Marks,1992
0,Gallery Films,USA,Aaron Norris,Action,17180393,Sidekicks,PG,April,101,4.9,Chuck Norris,6775,Lou Illar,1992
0,Hollywood Pictures,USA,Sidney Lumet,Crime,12282994,A Stranger Among Us,PG-13,July,110,5.7,Melanie Griffith,2947,Robert J. Avrech,1992
0,Alcor Films,Australia,John G. Avildsen,Drama,2827107,The Power of One,PG-13,March,127,7.2,Stephen Dorff,7949,Bryce Courtenay,1992
0,Largo Entertainment,Japan,Jonathan Kaplan,Crime,57138719,Unlawful Entry,R,June,117,6.3,Kurt Russell,11981,George Putnam,1992
40000000,Hollywood Pictures,USA,John McTiernan,Adventure,45500797,Medicine Man,PG-13,February,106,6,Sean Connery,18461,Tom Schulman,1992
0,Morgan Creek Productions,USA,Peter Hyams,Adventure,10736401,Stay Tuned,PG,August,88,6.1,John Ritter,8697,Tom S. Parker,1992
30000000,Universal Pictures,USA,George Miller,Drama,7286388,Lorenzo's Oil,PG-13,January,129,7.2,Nick Nolte,17514,George Miller,1992
7000000,Challenge Film Corporation,UK,Tony Maylam,Action,5430822,Split Second,R,May,90,6.2,Rutger Hauer,9103,Gary Scott Thompson,1992
18000000,Hollywood Pictures,USA,Alan J. Pakula,Crime,21591728,Consenting Adults,R,October,99,5.7,Kevin Kline,5783,Matthew Chapman,1992
0,Hawn / Sylbert Movie Company,USA,Chris Menges,Crime,3052738,CrissCross,R,May,100,5.8,Goldie Hawn,1383,Scott Sommer,1992
10000000,Twentieth Century Fox Film Corporation,USA,Dwight H. Little,Action,14356479,Rapid Fire,R,August,95,6.3,Brandon Lee,6784,Cindy Cirile,1992
12000000,Touchstone Pictures,USA,Peter Bogdanovich,Comedy,2280148,Noises Off...,PG-13,March,101,7.5,Michael Caine,8745,Michael Frayn,1992
42000000,Columbia Pictures Corporation,USA,Stephen Frears,Comedy,19507345,Hero,PG-13,October,119,6.5,Dustin Hoffman,18627,Laura Ziskin,1992
27000000,Allied Filmmakers,France,Roland Joffé,Drama,14683921,City of Joy,PG-13,April,132,6.4,Patrick Swayze,4193,Dominique Lapierre,1992
900000,Golden Harvest Company,Hong Kong,Stanley Tong,Action,16270600,Supercop,R,July,95,6.9,Jackie Chan,16056,Edward Tang,1992
15000000,TriStar Pictures,USA,Michael Apted,Crime,22660758,Thunderheart,R,April,119,6.8,Val Kilmer,12056,John Fusco,1992
25000000,Castle Rock Entertainment,USA,Andrew Bergman,Comedy,35208854,Honeymoon in Vegas,PG-13,August,96,5.8,James Caan,15079,Andrew Bergman,1992
12000000,Walt Disney Pictures,USA,Brian Henson,Comedy,27281507,The Muppet Christmas Carol,G,December,85,7.7,Michael Caine,37054,Charles Dickens,1992
900000,Corn Cobb Productions,USA,David Price,Horror,6980986,Children of the Corn II: The Final Sacrifice,R,January,92,4.2,Terence Knox,6311,Stephen King,1992
45000000,Northern Lights Entertainment,USA,Roger Spottiswoode,Action,28411210,Stop! Or My Mom Will Shoot,PG-13,February,87,4.1,Sylvester Stallone,33574,Blake Snyder,1992
5000000,British Broadcasting Corporation (BBC),UK,Kenneth Branagh,Comedy,4058564,Peter's Friends,R,December,101,7,Hugh Laurie,9009,Rita Rudner,1992
0,Universal Pictures,USA,Arthur Hiller,Biography,17530973,The Babe,PG,April,100,5.9,John Goodman,8040,John Fusco,1992
0,Penta Pictures,USA,Dale Launer,Comedy,754935,Love Potion No. 9,PG-13,November,92,5.6,Tate Donovan,11082,Dale Launer,1992
14000000,Universal Pictures,USA,Walter Hill,Action,13747138,Trespass,R,December,101,6.2,Bill Paxton,8433,Bob Gale,1992
20000000,TriStar Pictures,USA,Woody Allen,Comedy,10555619,Husbands and Wives,R,September,103,7.6,Woody Allen,23108,Woody Allen,1992
0,IRS Media,USA,Carl Franklin,Crime,1543112,One False Move,R,May,105,7.2,Bill Paxton,8085,Billy Bob Thornton,1992
20000000,Paramount Pictures,USA,Bruce Robinson,Crime,11390479,Jennifer 8,R,November,124,6.2,Andy Garcia,12992,Bruce Robinson,1992
0,Columbia Pictures Corporation,USA,Rowdy Herrington,Action,9223441,Gladiator,R,March,101,6.4,Cuba Gooding Jr.,7094,Djordje Milicevic,1992
40000000,Warner Bros.,USA,John Carpenter,Comedy,14358033,Memoirs of an Invisible Man,PG-13,February,99,5.9,Chevy Chase,18652,H.F. Saint,1992
15000000,Columbia Pictures Corporation,USA,Peter MacDonald,Action,40227000,Mo' Money,R,July,89,5.4,Damon Wayans,5876,Damon Wayans,1992
0,Dark Horse Entertainment,USA,Manny Coto,Comedy,8403433,Dr. Giggles,R,October,95,5.1,Larry Drake,4705,Manny Coto,1992
0,Imagine Entertainment,USA,Frank Oz,Comedy,58500635,HouseSitter,PG,June,102,6,Steve Martin,18396,Mark Stein,1992
7500000,Warner Bros.,USA,Randall Miller,Comedy,13272113,Class Act,PG-13,June,98,6,Christopher Reid,4351,Michael Swerdlick,1992
0,Dino de Laurentiis Communications,USA,Bruce A. Evans,Action,21142815,Kuffs,PG-13,January,102,5.8,Christian Slater,8420,Bruce A. Evans,1992
4000000,Enchantment Films Inc.,USA,Stephen Milburn Anderson,Crime,1373196,South Central,R,September,99,6.8,Byron Minns,3841,Stephen Milburn Anderson,1992
32000000,Warner Bros.,USA,Phil Joanou,Drama,28590665,Final Analysis,R,February,124,5.8,Richard Gere,11503,Robert Berger,1992
15500000,Alcor Films,France,Arne Glimcher,Drama,6742168,The Mambo Kings,R,February,104,6.4,Armand Assante,4469,Oscar Hijuelos,1992
0,Paradis Films,France,Régis Wargnier,Drama,5734232,Indochine,PG-13,December,148,7.1,Catherine Deneuve,7851,Erik Orsenna,1992
30000000,Morgan Creek Productions,USA,Geoff Murphy,Action,17129000,Freejack,R,January,110,5.3,Emilio Estevez,12883,Robert Sheckley,1992
0,Twentieth Century Fox Film Corporation,USA,David Seltzer,Drama,21733781,Shining Through,R,January,132,6.4,Michael Douglas,7877,Susan Isaacs,1992
0,Image Organization,USA,Bill Duke,Action,16639799,Deep Cover,R,April,107,6.9,Laurence Fishburne,7163,Michael Tolkin,1992
0,Alcor Films,France,Craig Bolotin,Drama,20194,That Night,PG-13,August,89,6.7,C. Thomas Howell,1798,Alice McDermott,1992
0,Animatógrafo,Spain,Fernando Trueba,Comedy,5971369,Belle Epoque,R,February,109,7.2,Fernando Fernán Gómez,7915,Rafael Azcona,1992
50000000,Hollywood Pictures,USA,Jonathan Lynn,Comedy,46666502,The Distinguished Gentleman,R,December,112,5.9,Eddie Murphy,13167,Marty Kaplan,1992
40000000,Christopher Columbus Productions,UK,John Glen,Adventure,8251071,Christopher Columbus: The Discovery,PG-13,August,120,4.4,Marlon Brando,2418,Mario Puzo,1992
0,Imperial Entertainment,Denmark,Albert Pyun,Action,2001124,Nemesis,R,January,95,5.6,Olivier Gruner,3987,Rebecca Charles,1992
10000000,Dimension Films,Hong Kong,Ringo Lam,Action,8332431,Twin Dragons,PG-13,April,104,6.4,Jackie Chan,9292,Barry Wong,1992
0,Paramount Pictures,USA,Richard Pearce,Comedy,23369283,Leap of Faith,PG-13,December,108,6.1,Steve Martin,10455,Janus Cercone,1992
17000000,Metro-Goldwyn-Mayer (MGM),USA,Michael Ritchie,Drama,4836637,Diggstown,R,August,98,7,James Woods,6006,Leonard Wise,1992
0,Miramax,USA,Tim Robbins,Comedy,4479470,Bob Roberts,R,September,102,7,Tim Robbins,12074,Tim Robbins,1992
0,New Line Cinema,USA,Joan Micklin Silver,Comedy,271327,Big Girls Don't Cry... They Get Even,PG,May,96,6.5,Griffin Dunne,1493,Frank Mugavero,1992
5000000,A&M; Films,USA,Keith Gordon,Drama,1526697,A Midnight Clear,R,April,108,7.2,Peter Berg,7365,William Wharton,1992
0,Cinemabrain,Japan,Ryû Murakami,Drama,277813,Tokyo Decadence,NC-17,April,135,6.1,Miho Nikaido,2276,Ryû Murakami,1992
29000000,American Zoetrope,USA,Carroll Ballard,Action,5519569,Wind,PG-13,September,126,6.5,Matthew Modine,2123,Jeff Benjamin,1992
18000000,Orion Pictures,USA,Jonathan Kaplan,Drama,1949148,Love Field,PG-13,February,105,6.7,Michelle Pfeiffer,3099,Don Roos,1992
0,Morgan Creek Productions,USA,Roger Donaldson,Action,9011574,White Sands,R,April,101,6,Willem Dafoe,5881,Daniel Pyne,1992
0,Channel Four Films,Ireland,Mike Newell,Adventure,4790801,Into the West,PG,September,100,7,Gabriel Byrne,2324,Jim Sheridan,1992
40000000,DENTSU Music And Entertainment,USA,Fred Schepisi,Comedy,20883046,Mr. Baseball,PG-13,October,108,5.9,Tom Selleck,8610,Theo Pelletier,1992
0,Cineville,USA,Allison Anders,Drama,1345236,"Gas, Food Lodging",R,July,101,6.7,Brooke Adams,2888,Richard Peck,1992
0,Sigma Film Productions,Netherlands,Roeland Kerbosch,Drama,386329,For a Lost Soldier,UNRATED,May,92,7.6,Maarten Smit,3840,Don Bloch,1992
20000000,Penta Films,USA,Irwin Winkler,Comedy,6202756,Night and the City,R,October,105,5.8,Robert De Niro,3900,Gerald Kersh,1992
0,Hollywood Pictures,USA,Barnet Kellman,Comedy,21202099,Straight Talk,PG,April,91,5.7,Dolly Parton,2885,Craig Bolotin,1992
0,Ixtlan,USA,Anthony Drazan,Drama,1468300,Zebrahead,R,October,100,6.3,Michael Rapaport,1044,Anthony Drazan,1992
10000000,British Screen Productions,UK,Stephen Gyllenhaal,Drama,1034287,Waterland,R,October,95,6.7,Jeremy Irons,1855,Graham Swift,1992
0,Green Umbrella Ltd.,USA,Gillies MacKinnon,Drama,4906900,The Playboys,PG-13,April,117,6.4,Albert Finney,973,Shane Connaughton,1992
0,Twentieth Century Fox Film Corporation,USA,Nora Ephron,Drama,2922094,This Is My Life,PG-13,February,100,6,Julie Kavner,929,Meg Wolitzer,1992
5000000,Carolco Pictures,USA,Paul Schrader,Crime,1050861,Light Sleeper,R,March,103,6.9,Willem Dafoe,3999,Paul Schrader,1992
0,Cineplex Odeon Films,Germany,Carl Schenkel,Crime,923418,Juego a muerte,R,January,108,6.1,Christopher Lambert,6433,Brad Mirman,1992
0,Hyperion Pictures,USA,Bruce W. Smith,Animation,8442162,Bébé's Kids,PG-13,July,70,5.5,Faizon Love,3387,Robin Harris,1992
0,Gruskoff/Levy Company,USA,Norman René,Comedy,20006730,Prelude to a Kiss,PG-13,July,105,5.6,Meg Ryan,6849,Craig Lucas,1992
0,Alliance Films Corporation,Canada,Jean-Claude Lauzon,Comedy,610488,Léolo,NOT RATED,April,107,7.6,Maxime Collin,5950,Jean-Claude Lauzon,1992
0,Ascot Film,Germany,Eugene Levy,Comedy,8669847,Once Upon a Crime...,PG,March,94,5.8,John Candy,3150,Rodolfo Sonego,1992
0,Meir Teper,USA,Barry Primus,Comedy,1102469,Mistress,R,July,110,5.5,Robert Wuhl,1766,Barry Primus,1992
43000000,Castle Rock Entertainment,USA,Billy Crystal,Comedy,13351357,Mr. Saturday Night,R,September,119,5.8,Billy Crystal,3990,Billy Crystal,1992
30000000,Penta Entertainment,USA,Bob Rafelson,Comedy,4096030,Man Trouble,PG-13,July,100,4.6,Jack Nicholson,2557,Carole Eastman,1992
10000000,Avenue Pictures,USA,Martin Bell,Crime,384048,American Heart,R,May,113,6.8,Jeff Bridges,2634,Peter Silverman,1992
2700000,No Frills Film Production,USA,Neal Jimenez,Drama,1723319,The Waterdance,R,May,106,6.9,Eric Stoltz,2369,Neal Jimenez,1992
0,Carolco Pictures,UK,John Glen,Action,2517600,Aces: Iron Eagle III,R,June,98,3.5,Louis Gossett Jr.,2424,Kevin Alyn Elders,1992
0,Sovereign Pictures,UK,Lizzie Borden,Romance,2387928,Love Crimes,R,January,90,4.1,Sean Young,745,Allan Moyle,1992
0,Penta Pictures,USA,Ted Kotcheff,Comedy,6132924,Folks!,PG-13,May,107,5.5,Tom Selleck,2147,Robert Klane,1992
3330000,Atchafalaya,USA,John Sayles,Drama,5414619,Passion Fish,R,December,135,7.5,Mary McDonnell,4448,John Sayles,1992
0,Alliance Communications Corporation,USA,Alexandre Rockwell,Comedy,256249,In the Soup,R,August,93,7.1,Steve Buscemi,2047,Sollace Mitchell,1992
0,Universal Pictures,USA,Howard Franklin,Crime,3067917,The Public Eye,R,October,99,6.5,Joe Pesci,2773,Howard Franklin,1992
18000000,Orion Pictures,USA,Howard Deutch,Drama,6375979,Article 99,R,March,100,6.1,Ray Liotta,2585,Ron Cutler,1992
0,Davis Entertainment,USA,Mark Frost,Drama,422503,Storyville,R,September,113,5.8,James Spader,963,Frank Galbally,1992
0,Paramount Pictures,USA,Dennis Dugan,Comedy,918239,Brain Donors,PG,April,100,7.1,John Turturro,3491,Pat Proft,1992
0,"Australian Film Commission, The",Australia,Mark Joffe,Comedy,101307,The Efficiency Expert,PG,November,100,6.3,Anthony Hopkins,1456,Max Dann,1992
3000000,American Playhouse,Italy,Hal Hartley,Crime,141554,Simple Men,R,November,105,7.2,Robert John Burke,3563,Hal Hartley,1992
0,Interscope Communications,USA,Francis Veber,Comedy,1659542,Out on a Limb,PG,September,100,5.2,Matthew Broderick,1368,Daniel Goldin,1992
0,Hollywood Pictures,USA,Charlie Peters,Comedy,4030793,Passed Away,PG-13,April,96,5.9,Bob Hoskins,1053,Charlie Peters,1992
0,Compagnie Eric Rohmer (CER),France,Éric Rohmer,Drama,213687,A Tale of Winter,Not specified,January,114,7.6,Charlotte Véry,2948,Éric Rohmer,1992
0,SVT Drama,Sweden,Bille August,Biography,1253106,The Best Intentions,NOT RATED,July,100,7.9,Samuel Fröler,2326,Ingmar Bergman,1992
800000,Zeta Entertainment,USA,Tamra Davis,Crime,114516,Guncrazy,R,September,97,5.6,Drew Barrymore,1768,Matthew Bright,1992
