school_name,state_school_id,nces_id,course_id,course_name,teacher_name_or_id,num_students_enrolled,num_students_female,num_students_black_or_african_american,num_students_hispanic_or_latino,num_students_american_indian_or_native_alaskan,num_students_native_hawaiian_or_pacific_islander,num_students_free_or_reduced_lunch,num_students_special_education_status,num_students_english_language_learner_status
KIPP ACADEMY CHARTER SCHOOL,NY-320700860820-320700860820,360005404452,10152,Computer Programming,unspecified,1,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
HIGH SCHOOL FOR MEDICAL PROFESSIONS,NY-331800010000-331800011633,360009606023,10157,AP Computer Science A,unspecified,1,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
KIPP AMP CHARTER SCHOOL,NY-331700860882-331700860882,360014805822,10019,AP Computer Science Principles,unspecified,1,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
MAPLE GROVE JUNIOR/SENIOR HIGH,NY-061001040000-061001040005,360453000201,10157,AP Computer Science A,unspecified,1,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
EAST ISLIP HIGH SCHOOL,NY-580503030000-580503030006,360972000747,10019,AP Computer Science Principles,unspecified,1,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
UNION-ENDICOTT HIGH SCHOOL,NY-031501060000-031501060012,361071000854,10154,C++ Programming,unspecified,1,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
FORESTVILLE CENTRAL HIGH SCHOOL,NY-061503040000-061503040003,361125000889,10019,AP Computer Science Principles,unspecified,1,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
MANHASSET MIDDLE SCHOOL,NY-280406030000-280406030005,361827000112,10152,Computer Programming,unspecified,1,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
MECHANICVILLE JR/SR HIGH SCHOOL,NY-521200050000-521200050003,361890001714,10054,Data Systems/Processing,unspecified,1,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
MONTICELLO HIGH SCHOOL,NY-591401060000-591401060005,361974001810,10155,Java Programming,unspecified,1,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
PLATTSBURGH SENIOR HIGH SCHOOL,NY-091200010000-091200010006,362328003263,10157,AP Computer Science A,unspecified,1,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
ONEIDA SENIOR HIGH SCHOOL,NY-251400010000-251400010009,360001301199,10157,AP Computer Science A,unspecified,2,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
KIPP AMP CHARTER SCHOOL,NY-331700860882-331700860882,360014805822,10152,Computer Programming,unspecified,2,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
ALEXANDER MIDDLE SCHOOL-HIGH SCHOOL,NY-180202040000-180202040003,360258000043,10157,AP Computer Science A,unspecified,2,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
NEW LEBANON JUNIOR-SENIOR HIGH SCH,NY-101601040000-101601040003,362043001886,10157,AP Computer Science A,unspecified,2,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
RYE NECK MIDDLE SCHOOL,NY-661901030000-661901030004,362529003495,10155,Java Programming,unspecified,2,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
SCIO CENTRAL SCHOOL,NY-022401040000-022401040003,362619003604,10155,Java Programming,unspecified,2,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
