user_id,authentication_id
95877985,5b69dd19fd5551516d423ace
96079331,63062e7e45a2b8049e4b2519
96291664,5c6f0ec30c4b4905d8e2f1e8
98174602,63062e7f45a2b8049e4b2632
107157786,64e3a974796d551507b5c518
107158828,64ccedc625c7d90447a04e38
107162046,64ccedc625c7d90447a04f0f
107581195,64ccedc525c7d90447a046f1
107933088,63062e7e45a2b8049e4b24d6
107933092,63062e7e45a2b8049e4b2531
107933185,63062e7e45a2b8049e4b24d9
107933373,64ccedc525c7d90447a046fd
108574279,63062e7e45a2b8049e4b2470
49495563,574f2c692f805cd9010039a9
21152957,57a096d1bdb63a6e5a003af8
21215786,57a096d1bdb63a6e5a003c23
21250394,57a096d1bdb63a6e5a003b86
21391124,57a096d1bdb63a6e5a003c2a
21408088,57a096d1bdb63a6e5a003afa
33458800,599b2c806af60be37f001fed
35938459,599329f65458d50926001e34
57524950,599329f65458d50926001de5
58098355,5b69dd1afd5551516d423c29
59926024,5d4d76157542d406823efb2c
66922222,5f3a2febac5c210242b13922
67925115,5f3a2febac5c210242b138a1
73994664,5d4d76157542d406823efb41
76350752,5f3a2febac5c210242b138b8
78238217,5f3a2febac5c210242b1382d
78492492,5f3a2febac5c210242b13940
82821383,6112c255ed875c132c5d7ab3
82874641,6110bb1f41d13e06bc32b59b
95314179,63062e7f45a2b8049e4b3006
95635304,63062e7f45a2b8049e4b2fc1
95878432,6110bb1e41d13e06bc32b562
96028642,63062e7f45a2b8049e4b263e
96287058,63062e7f45a2b8049e4b312d
96288463,63062e7f45a2b8049e4b2ff2
96288665,63062e7f45a2b8049e4b3019
107162049,64ccedc625c7d90447a04f15
107162075,64ccedc625c7d90447a04e51
107932939,63062e7e45a2b8049e4b25c9
108428822,63062e7e45a2b8049e4b2573
108574616,63062e7e45a2b8049e4b244b
21396456,57a096d1bdb63a6e5a003b2d
21448302,57a096d1bdb63a6e5a003b9a
57055393,5b69dd1afd5551516d423b8b
58064196,599329f65458d50926001e5c
58073752,599329f65458d50926001e45
59901277,5d4d76157542d406823efa7f
59925993,5d4d76157542d406823efb82
59926031,5d4d76157542d406823efb1a
68590114,5d4d76157542d406823efa8e
69200936,5d4d76157542d406823efacb
69415554,5f3a2febac5c210242b13867
82741335,6127d5a1d77810185636cbaa
82870476,6110bb2041d13e06bc32b6b1
82873419,6110bb1f41d13e06bc32b61b
95627923,63062e7f45a2b8049e4b261f
95878238,63062e7f45a2b8049e4b30d6
95878468,585944456933734518001de7
96852927,63062e7f45a2b8049e4b25ed
100128728,63062e7f45a2b8049e4b26cd
107158756,64ccedc625c7d90447a04f1a
107484357,63062e7e45a2b8049e4b2516
108428886,574f2c6a2f805cd901003aa3
21672240,57bda5ec3462e90435003cf8
54382134,574f2c6a2f805cd901003aac
56909703,5d4d76157542d406823efb25
57150655,599329f75458d50926001f88
57518334,5b69dd1afd5551516d423b99
57524990,599329f65458d50926001e07
57592149,5b69dd1afd5551516d423c25
59901361,5d4d76157542d406823efaef
82870231,5d4d76157542d406823efb67
82874785,6110bb2041d13e06bc32b6f6
82881775,6110bb1f41d13e06bc32b5ab
95415097,63062e7f45a2b8049e4b306a
96283855,63062e7f45a2b8049e4b304d
96288662,5d5591227d8d9303ba7a507d
96290106,574f2c692f805cd9010039f0
100128834,63062e7e45a2b8049e4b250c
107157983,64dc5e53c497c80131c149d4
107933250,63062e7e45a2b8049e4b25b1
108428940,63062e7f45a2b8049e4b2613
108574741,574f2c682f805cd901003764
108574995,63062e7e45a2b8049e4b2445
21125468,57a096d1bdb63a6e5a003b3f
21215857,57a096d1bdb63a6e5a003ade
21250724,57a096d1bdb63a6e5a003b5d
21272259,57a096d1bdb63a6e5a003b99
21272379,57a096d1bdb63a6e5a003b18
21393532,574f2c692f805cd9010039a6
57525092,599329f65458d50926001db5
58222115,5b69dd1afd5551516d423c31
58552141,5b69dd1afd5551516d423b3c
68595916,5d4d76157542d406823efb8c
77090789,5f3a2febac5c210242b13889
82340867,5f3a2febac5c210242b1384c
82348233,611d663acf865919b86326c8
82821377,6110bb2041d13e06bc32b6d6
95306551,63062e7f45a2b8049e4b30ec
95816064,5824890e432849af6e001de1
95877018,57bc6b4432ceaa3c52003cd0
96292974,62fe997b62709c0cfe328942
99817151,63062e7e45a2b8049e4b25d3
107162092,64e052c7dc4dc0007d8646e1
107932911,63062e7e45a2b8049e4b24ca
107933263,63062e7e45a2b8049e4b2576
108428829,63062e7f45a2b8049e4b25f1
108574120,63062e7e45a2b8049e4b2484
21430592,582dd92d215c707c27001de6
21863983,57a096d1bdb63a6e5a003b6c
57591866,5b69dd1afd5551516d423c1d
58221826,5b69dd1afd5551516d423c1f
58707288,599329f75458d50926001ecc
58891565,599329f65458d50926001dd1
59903112,5d4d76157542d406823efb19
69246205,5f3a2febac5c210242b138c0
78488983,5f3a2febac5c210242b138d5
80001466,5f5f9d7dd3895d1906f14a12
82343162,6110bb2041d13e06bc32b67c
82670651,6110bb2041d13e06bc32b6d4
82869672,6110bb2041d13e06bc32b6f4
82874775,6110bb2041d13e06bc32b667
82888095,6110bb1f41d13e06bc32b632
96287920,63062e7f45a2b8049e4b3115
107158801,64ccedc625c7d90447a04ecd
107161938,64ccedc625c7d90447a04e30
107909980,64ccedc525c7d90447a04706
107933387,63062e7f45a2b8049e4b2600
54703374,574f2c6a2f805cd901003aaf
57518436,5b69dd1afd5551516d423c2f
57775545,5b69dd1afd5551516d423b52
58074657,599329f65458d50926001e0b
58097562,5b69dd1afd5551516d423bcc
58098207,5b69dd1afd5551516d423ba5
58112979,5d4d76157542d406823efab9
58703058,599af105c521ad3248001fe2
58707586,599329f65458d50926001da1
60005536,5d4d76157542d406823efb55
79589970,6000a716d6b69313977b3f40
82282813,61280dd25900492d1f9a5f69
82340668,5f3a2febac5c210242b13896
82608683,6110bb2041d13e06bc32b68a
82737184,574f2c6a2f805cd901003aa6
82869658,6110bb1f41d13e06bc32b63e
82881782,6110bb1f41d13e06bc32b610
95877021,599329f75458d50926001f6a
95878024,5825d70325ea41993f001de7
96286828,5e289a92ab10a70ed07cc2da
96292986,63062e7f45a2b8049e4b3030
107162212,64ccedc625c7d90447a04ed6
107933072,630d9c89b2d4f419687ea39e
107933228,63062e7e45a2b8049e4b249e
107933362,63062e7f45a2b8049e4b2702
108428923,63062e7f45a2b8049e4b2687
108574750,63062e7e45a2b8049e4b24ec
21267217,574f2c6a2f805cd901003b0e
21407904,57bdc2c88c1d0d5a2f003d0f
21407956,57a096d1bdb63a6e5a003b61
51150089,574f2c6a2f805cd901003b1c
32020693,599726287b2d7f5f22001fe3
57763804,599329f65458d50926001e0e
57776157,5b747051f5bd8c0a6f36d1ff
58097187,5d4d76157542d406823efb60
58220718,5b69dd1afd5551516d423b65
59903099,5d4d76157542d406823efaba
82821420,6110bb2041d13e06bc32b70d
82874660,6110bb1f41d13e06bc32b631
95240533,63062e7f45a2b8049e4b300c
95877901,58ac76e0f84ef89c04001dec
96169939,63062e7f45a2b8049e4b268e
96224442,63062e7e45a2b8049e4b24f7
96292399,63062e7f45a2b8049e4b301a
96292981,63062e7f45a2b8049e4b2fe9
96917173,63062e7e45a2b8049e4b254e
107157784,64ccedc625c7d90447a04f29
107933338,63062e7e45a2b8049e4b24b2
108574275,574f2c682f805cd901003772
21250698,57a096d1bdb63a6e5a003bd7
21303100,57a096d1bdb63a6e5a003ad2
21713081,574f2c692f805cd901003a31
57156054,5d602826e8bd7e03f4f783d8
