user_id,authentication_id
96286835,63062e7f45a2b8049e4b3127
107510819,63062e7e45a2b8049e4b2590
107933084,63062e7e45a2b8049e4b2460
107933264,63062e7e45a2b8049e4b2581
108574456,63062e7e45a2b8049e4b244d
108575010,64ccedc525c7d90447a046ff
108575272,63062e7e45a2b8049e4b243b
21215714,57a096d1bdb63a6e5a003b24
55832415,5b69dd1afd5551516d423ba1
57775533,5b69dd1afd5551516d423be0
57821194,5b69dd1afd5551516d423baf
57844458,5b69dd1afd5551516d423c30
57845139,5b69dd1afd5551516d423c4c
58190298,5b69dd1afd5551516d423b80
58191935,5d4d76157542d406823efa40
79588424,5f3a2febac5c210242b1392b
82873421,6110bb1f41d13e06bc32b648
82887616,6110bb2041d13e06bc32b6c4
95639524,63062e7f45a2b8049e4b2628
21191983,57a096d1bdb63a6e5a003c09
21360740,57a096d1bdb63a6e5a003b33
21407882,57a096d1bdb63a6e5a003bc2
21886866,586d5b14ea716ebe60001dfe
57763181,5b69dd1afd5551516d423b75
57827998,5b69dd1afd5551516d423c1b
57832244,599329f65458d50926001e11
58049987,599329f65458d50926001de9
59901151,5d4d76157542d406823efa4e
69233707,5f3a2febac5c210242b138eb
69658503,5d4d76157542d406823efb1d
71863176,5d4d76157542d406823efaed
77005556,602191d11dd74b1436a47e54
82741334,6110bb2041d13e06bc32b707
82874666,6110bb2041d13e06bc32b6e9
82887611,6110bb2041d13e06bc32b65b
95878236,63062e7f45a2b8049e4b30a6
95878275,5d4d76157542d406823ef9bc
95878433,63062e7f45a2b8049e4b3078
96288393,63062e7f45a2b8049e4b2661
96291666,63062e7f45a2b8049e4b310d
96292393,574f2c6a2f805cd901003aec
97092386,63062e7e45a2b8049e4b257f
107161890,64ccedc625c7d90447a04f01
107908585,64369af3a119ca28f1caee62
107933359,63062e7e45a2b8049e4b250f
108574757,64d53ad8a45137085ad3cf73
108575000,63062e7e45a2b8049e4b24b8
49723568,599329f75458d50926001e93
21523715,57bf179159e363874c003d24
21596248,57a096d1bdb63a6e5a003b43
21955067,57a096d1bdb63a6e5a003af5
41686266,574f2c692f805cd901003a37
57605300,5b69dd1afd5551516d423b54
57830133,599726287b2d7f5f22001fe4
59926177,5d4d76157542d406823efa62
82343154,6110bb1f41d13e06bc32b5ee
82347565,6110bb1f41d13e06bc32b618
82670876,5f3a2febac5c210242b13866
96288457,574f2c692f805cd9010039af
96292504,574f2c6a2f805cd901003a50
96292654,574f2c6a2f805cd901003af4
96292812,63062e7f45a2b8049e4b304e
101635867,63062e7e45a2b8049e4b259d
107161735,64ccedc625c7d90447a04e73
107427795,63062e7f45a2b8049e4b25d6
108428863,63062e7f45a2b8049e4b265c
108574126,63062e7e45a2b8049e4b24f1
21215809,57a096d1bdb63a6e5a003be4
21302910,57a096d1bdb63a6e5a003b30
57103985,5d4d76157542d406823efa87
57155732,5b69dd1afd5551516d423c3d
57170494,5b69dd1afd5551516d423bfb
57539149,5b69dd1afd5551516d423bf8
58363110,5b69dd1afd5551516d423b73
60011619,5d4d76157542d406823efb51
79742689,5f3a2febac5c210242b1385e
82282805,5f3a2febac5c210242b13839
82821412,5f3a2febac5c210242b13842
82874664,6110bb2041d13e06bc32b6bf
82874790,611bf7f56dd2d912b8756b19
82877684,6110bb1f41d13e06bc32b5c3
82881774,6110bb1f41d13e06bc32b5a3
95432609,63062e7e45a2b8049e4b258b
95878397,63062e7f45a2b8049e4b30b2
96287552,5bb58e546e03a402c085decf
96287561,63062e7f45a2b8049e4b312e
96288669,63062e7f45a2b8049e4b3057
96291756,574f2c692f805cd90100399e
96292973,5b69dd1afd5551516d423b09
97278515,63062e7f45a2b8049e4b263f
107162076,64ccedc625c7d90447a04e61
107162305,64ccedc625c7d90447a04eec
107326582,63062e7e45a2b8049e4b2458
107932973,63062e7f45a2b8049e4b2618
107933093,63062e7e45a2b8049e4b2539
107933428,64ccedc525c7d90447a046fb
108428832,63062e7f45a2b8049e4b2686
21320980,57a096d1bdb63a6e5a003c45
21321058,57a096d1bdb63a6e5a003bcb
21863982,57a096d1bdb63a6e5a003ba2
57169408,5b69dd1afd5551516d423b39
57591436,5b69dd1afd5551516d423b38
57819373,599329f65458d50926001da3
58049805,5d4d76157542d406823efaa8
58189523,5b69dd1afd5551516d423b50
59903168,5d5ff00afb40401023ce3d05
62301656,57a096d1bdb63a6e5a003c20
77751037,5d5ef46f348ce42123daacd4
78489006,5f3a2febac5c210242b1395a
82348226,5f3a2febac5c210242b1385c
82821384,611c3047879ede2dc9b8c682
82873639,61168397f4351d0965164816
82877688,6110bb1f41d13e06bc32b629
82877797,6110bb2041d13e06bc32b708
82887093,6110bb1f41d13e06bc32b617
82887095,6110bb1f41d13e06bc32b636
82887099,6110bb2041d13e06bc32b653
95871421,5e4ef28b5d611000d387fb84
96290113,63062e7f45a2b8049e4b2feb
100128826,63062e7e45a2b8049e4b2482
107162300,64ccedc625c7d90447a04ea2
108428866,63b321069902d642f52ea2fc
108575279,63062e7e45a2b8049e4b24be
50847173,574f2c682f805cd9010037ed
21125291,57a096d1bdb63a6e5a003bda
21407965,57b5f8f195b1f7e50c003c87
57160904,599329f75458d50926001f1c
57524925,599329f75458d50926001e6b
57586095,5d4d76157542d406823efade
57821352,599329f65458d50926001e22
57821364,5b69dd1afd5551516d423bcd
57821676,599329f65458d50926001e33
58098107,5b69dd1afd5551516d423c4f
