user_id,authentication_id
82873701,5d4d76157542d406823efa70
82887602,6110bb1f41d13e06bc32b5a1
95553132,63062e7f45a2b8049e4b30cc
95878154,63062e7f45a2b8049e4b306e
95878347,5824890e432849af6e001de0
95878390,599329f75458d50926001f78
96292658,61d4aee46d0c950b75accdc1
107162081,64ccedc625c7d90447a04eb3
107932909,63062e7e45a2b8049e4b2471
107933348,574f2c682f805cd901003826
108428742,63062e7f45a2b8049e4b2624
108575005,63062e7e45a2b8049e4b254d
21123828,57a096d1bdb63a6e5a003c1e
21272341,57a096d1bdb63a6e5a003c2e
21555285,57a096d1bdb63a6e5a003b02
57160682,599329f65458d50926001e39
57763010,599329f65458d50926001e4d
58431543,5ca3dfe6234e1f0183afe7f4
63708952,5d4d76157542d406823efaaa
64217584,5d4d76157542d406823efaf4
73204575,5f3a2febac5c210242b1393d
82343266,6110bb2041d13e06bc32b6be
82868868,6110bb2041d13e06bc32b674
82869663,6110bb2041d13e06bc32b670
95241514,63062e7f45a2b8049e4b3040
95253052,63062e7f45a2b8049e4b260a
95514442,63062e7e45a2b8049e4b2468
95526752,63062e7e45a2b8049e4b24e8
95878191,63062e7f45a2b8049e4b30c9
96283958,5bef4c078d1e4800da7c96e8
96288464,63062e7f45a2b8049e4b2ff4
96290108,5d5abedba415b80d0d139c3e
100128717,63062e7e45a2b8049e4b249c
102842374,63062e7e45a2b8049e4b245f
107158757,64e052c7dc4dc0007d8646e2
107161942,64ccedc625c7d90447a04e4c
107171789,64d71871fb88b700b14e3cf9
107844506,63062e7f45a2b8049e4b26fe
107932943,63062e7f45a2b8049e4b262a
51000271,5b69dd1afd5551516d423c28
21272352,57a096d1bdb63a6e5a003b0d
21320855,57a096d1bdb63a6e5a003b13
21579139,57a096d1bdb63a6e5a003c0b
22038981,574f2c682f805cd9010037c3
55879436,599329f75458d50926001ef7
57156793,5b69dd1afd5551516d423c0a
57518249,5b69dd1afd5551516d423c1a
57586041,5d4d76157542d406823efb7c
57591443,5b69dd1afd5551516d423b9c
57591989,5b69dd1afd5551516d423bfa
58217863,5b69dd1afd5551516d423b31
59900082,5d4d76157542d406823efa99
59926180,5d4d76157542d406823efabb
71994485,5d4d76157542d406823efa7c
78482204,5d4d76157542d406823efb50
78618519,5e4f2ad95fbec40245c66c7b
82821364,6110bb1f41d13e06bc32b5bb
82874654,6110bb1f41d13e06bc32b5d8
95877987,63062e7f45a2b8049e4b308b
95878029,63062e7f45a2b8049e4b307f
96288666,63062e7f45a2b8049e4b3050
96290107,574f2c6a2f805cd901003aff
96974877,63062e7f45a2b8049e4b268a
100128835,63062e7e45a2b8049e4b251b
106267537,63062e7e45a2b8049e4b252a
107158799,64ccedc625c7d90447a04ebf
107162298,64ccedc625c7d90447a04e8d
